Word,Form,Rank
ああ,ああ,177
問題,もんだい,178
となる,となる,179
瞬間,しゅんかん,179
記憶,きおく,181
とする,とする,181
動く,うごく,183
聞こえる,きこえる,183
じゃ,じゃ,185
行く,いく,185
一つ,ひとつ,187
以上,いじょう,188
はずだ,はずだ,189
人間,にんげん,190
そうする,そうする,191
向ける,むける,192
それでも,それでも,193
時,とき,193
あと,あと,195
瞳,ひとみ,196
答え,こたえ,197
だろ,だろ,198
まあ,まあ,198
気持ち,きもち,200
あれ,あれ,201
足,あし,202
呼ぶ,よぶ,203
話す,はなす,204
理解,りかい,205
意識,いしき,206
笑う,わらう,207
事,こと,207
出す,だす,209
指,ゆび,210
誰,だれ,211
かける,かける,212
答える,こたえる,213
血,ち,214
触れる,ふれる,215
口,くち,215
表情,ひょうじょう,217
そのまま,そのまま,218
もっと,もっと,219
ばかり,ばかり,220
家,いえ,221
思える,おもえる,221
終わる,おわる,223
どこ,どこ,223
唇,くちびる,225
ちゃん,ちゃん,226
良い,よい,226
なんで,なんで,228
間,あいだ,228
攻撃,こうげき,230
事実,じじつ,231
奴,やつ,232
守る,まもる,232
最初,さいしょ,234
可能性,かのうせい,235
胸,むね,236
でしょう,でしょう,237
一度,いちど,238
長い,ながい,239
他,ほか,240
え,え,241
だけど,だけど,242
立つ,たつ,243
結果,けっか,243
向かう,むかう,245
はい,はい,246
一緒,いっしょ,247
大きい,おおきい,248
以外,いがい,249
最後,さいご,250
本当,ほんとう,251
許す,ゆるす,252
態度,たいど,253
当然,とうぜん,254
すぐに,すぐに,255
言える,いえる,256
なんだ,なんだ,257
食べる,たべる,258
髪,かみ,258
さ,さ,260
見せる,みせる,261
置く,おく,261
感情,かんじょう,263
大丈夫,だいじょうぶ,264
反応,はんのう,265
変わる,かわる,266
始める,はじめる,266
信じる,しんじる,268
確か,たしか,268
頷く,うなずく,270
外,そと,271
様子,ようす,271
ようだ,ようだ,273
通り,とおり,274
すら,すら,275
消える,きえる,276
多い,おおい,277
感じ,かんじ,278
女,おんな,279
かな,かな,280
ずっと,ずっと,281
誰か,だれか,282
小さい,ちいさい,283
くらい,くらい,284
ちゃんと,ちゃんと,284
光,ひかり,286
今回,こんかい,287
よく,よく,288
先,さき,289
状態,じょうたい,290
目の前,めのまえ,291
愛する,あいする,292
形,かたち,293
ほしい,ほしい,294
国,くに,295
覚える,おぼえる,295
嫌,いや,297
早い,はやい,297
得る,える,299
好き,すき,300
白い,しろい,301
残る,のこる,301
でもない,でもない,303
止める,とめる,303
行動,こうどう,305
高い,たかい,305
なんか,なんか,305
心配,しんぱい,305
いく,いく,309
会う,あう,310
人物,じんぶつ,311
失う,うしなう,312
じゃあ,じゃあ,313
どうして,どうして,313
隣,となり,315
きっと,きっと,315
方,ほう,317
口にする,くちにする,318
子,こ,319
思い出す,おもいだす,319
について,について,321
どんな,どんな,321
次,つぎ,323
あまり,あまり,324
一番,いちばん,324
いつも,いつも,326
目的,もくてき,326
教える,おしえる,328
風,かぜ,329
場,ば,330
様,よう,331
対する,たいする,332
忘れる,わすれる,332
それだけ,それだけ,334
座る,すわる,335
肩,かた,335
わけではない,わけではない,337
首,くび,338
音,おと,338
こそ,こそ,340
扉,とびら,340
それも,それも,342
帰る,かえる,342
逃げる,にげる,344
別,べつ,344
つまり,つまり,346
感覚,かんかく,347
全員,ぜんいん,347
選ぶ,えらぶ,349
頬,ほお,350
もん,もん,351
後,あと,352
落ちる,おちる,353
掴む,つかむ,353
判断,はんだん,355
歩く,あるく,356
ゆっくり,ゆっくり,357
日,ひ,358
助ける,たすける,359
後ろ,うしろ,360
よい,よい,361
お前,おまえ,362
しかし,しかし,362
もちろん,もちろん,364
ことになる,ことになる,364
全部,ぜんぶ,364
二,に,367
生きる,いきる,367
一瞬,いっしゅん,369
本,ほん,369
空,そら,371
背中,せなか,371
約束,やくそく,373
痛い,いたい,373
大きな,おおきな,375
隠す,かくす,375
離れる,はなれる,377
なので,なので,378
かも,かも,379
決める,きめる,379
まるで,まるで,381
やめる,やめる,382
走る,はしる,382
いける,いける,384
関係,かんけい,385
自身,じしん,386
一,いち,387
不安,ふあん,388
魂,たましい,389
情報,じょうほう,390
考え,かんがえ,391
命令,めいれい,391
うん,うん,391
説明,せつめい,391
なくなる,なくなる,391
じゃん,じゃん,396
届く,とどく,397
わたし,わたし,397
確認,かくにん,399
場合,ばあい,399
耳,みみ,399
地面,じめん,399
本当に,ほんとうに,403
何,なん,404
身,み,404
みんな,みんな,406
そもそも,そもそも,407
うち,うち,408
軽い,かるい,408
部分,ぶぶん,410
壁,かべ,411
抱く,いだく,412
求める,もとめる,413
放つ,はなつ,414
起きる,おきる,415
初めて,はじめて,416
動き,うごき,416
小さな,ちいさな,418
先に,さきに,419
上げる,あげる,420
与える,あたえる,420
気がする,きがする,420
立ち上がる,たちあがる,423
よね,よね,424
取る,とる,425
誰も,だれも,426
による,による,427
う,う,428
つける,つける,429
なのに,なのに,430
怒り,いかり,431
勝つ,かつ,432
続く,つづく,432
さっき,さっき,432
内容,ないよう,435
会話,かいわ,436
驚く,おどろく,437
対して,たいして,437
完全,かんぜん,437
さらに,さらに,440
変える,かえる,441
的,てき,442
まさか,まさか,442
簡単,かんたん,444
視界,しかい,445
可愛い,かわいい,445
撫でる,なでる,447
全身,ぜんしん,448
振り返る,ふりかえる,449
赤い,あかい,450
こう,こう,451
可能,かのう,451
伝える,つたえる,453
すごい,すごい,454
発言,はつげん,455
探す,さがす,456
用意,ようい,456
剣,けん,458
期待,きたい,459
ことがある,ことがある,460
開ける,あける,460
嘘,うそ,462
かなり,かなり,463
ええ,ええ,464
叩く,たたく,465
気,き,466
立場,たちば,467
実際,じっさい,468
年,ねん,469
ベッド,ベッド,470
十分,じゅうぶん,471
姉,あね,472
残す,のこす,473
道,みち,475
どこか,どこか,475
大,だい,475
スキル,スキル,478
程度,ていど,479
納得,なっとく,480
正しい,ただしい,480
思考,しこう,480
おかしい,おかしい,483
にして,にして,484
呟く,つぶやく,484
絶対,ぜったい,484
飛ぶ,とぶ,487
認める,みとめる,488
こういう,こういう,488
どうやら,どうやら,490
衝撃,しょうげき,491
三,さん,492
こっち,こっち,493
震える,ふるえる,494
仕事,しごと,495
引く,ひく,496
馬鹿,ばか,497
無理,むり,497
意思,いし,499
生まれる,うまれる,499
決して,けっして,501
何度,なんど,502
倒す,たおす,504
勢い,いきおい,505
やっぱり,やっぱり,506
任せる,まかせる,507
鋭い,するどい,507
炎,ほのお,509
笑み,えみ,510
怒る,おこる,510
なるほど,なるほど,512
せい,せい,512
従う,したがう,514
今度,こんど,515
浮かべる,うかべる,515
何の,なんの,517
黒い,くろい,518
大事,だいじ,519
あー,あー,519
移動,いどう,521
避ける,さける,522
難しい,むずかしい,522
失敗,しっぱい,522
その場,そのば,525
望む,のぞむ,525
とはいえ,とはいえ,527
切る,きる,528
引,びき,529
すぐ,すぐ,530
戦力,せんりょく,531
別に,べつに,531
呼ばれる,よばれる,533
近い,ちかい,534
こうする,こうする,535
止まる,とまる,536
深い,ふかい,536
黙る,だまる,538
かかる,かかる,539
面白い,おもしろい,540
キス,キス,540
過ぎる,すぎる,542
両手,りょうて,542
叫ぶ,さけぶ,542
返す,かえす,542
これまで,これまで,546
進む,すすむ,546
始まる,はじまる,548
張る,はる,549
低い,ひくい,550
方法,ほうほう,551
寝る,ねる,552
未来,みらい,552
告げる,つげる,552
警戒,けいかい,555
おく,おく,555
応じる,おうじる,557
否定,ひてい,558
少女,しょうじょ,559
女性,じょせい,559
変,へん,561
無事,ぶじ,561
頼む,たのむ,561
質問,しつもん,564
拳,こぶし,565
過去,かこ,565
語る,かたる,567
優しい,やさしい,568
かどうか,かどうか,569
同時,どうじ,569
空気,くうき,571
色,いろ,571
嬉しい,うれしい,573
どういう,どういう,573
想像,そうぞう,573
もし,もし,576
ご,ご,577
繰り返す,くりかえす,577
準備,じゅんび,579
思わず,おもわず,579
怖い,こわい,579
返事,へんじ,579
諦める,あきらめる,579
色々,いろいろ,584
以前,いぜん,584
でもある,でもある,584
なのだ,なのだ,587
抜ける,ぬける,588
ふと,ふと,589
覚悟,かくご,590
短い,みじかい,591
ようになる,ようになる,591
欲しい,ほしい,593
体,たい,593
真,しん,593
確かに,たしかに,596
楽しい,たのしい,596
普通,ふつう,598
距離,きょり,598
さて,さて,600
効果,こうか,600
奥,おく,602
ところで,ところで,603
元,もと,603
星,ほし,605
あたり,あたり,605
握る,にぎる,605
落ち着く,おちつく,608
さえ,さえ,609
冷たい,つめたい,610
疑問,ぎもん,611
使える,つかえる,612
見つける,みつける,613
だったら,だったら,613
昨日,きのう,615
おる,おる,616
そういう,そういう,617
喉,のど,618
正直,しょうじき,618
示す,しめす,618
魔法,まほう,621
過ごす,すごす,622
困る,こまる,622
出来る,できる,622
慌てる,あわてる,625
頃,ころ,626
少なくとも,すくなくとも,626
終わり,おわり,628
正面,しょうめん,628
姿勢,しせい,628
買う,かう,628
はっきり,はっきり,632
向こう,むこう,632
負ける,まける,632
倒れる,たおれる,632
悪魔,あくま,636
息,いき,637
こいつ,こいつ,638
空間,くうかん,638
連れる,つれる,640
迫る,せまる,641
全て,すべて,642
ひどい,ひどい,643
余裕,よゆう,644
本気,ほんき,645
起こる,おこる,645
ぐらい,ぐらい,647
夢,ゆめ,648
意見,いけん,648
側,がわ,650
気分,きぶん,651
立てる,たてる,652
気配,けはい,652
足りる,たりる,654
学校,がっこう,655
仕方ない,しかたない,655
わけじゃない,わけじゃない,657
額,ひたい,658
条件,じょうけん,658
似る,にる,660
狙う,ねらう,660
速度,そくど,662
原因,げんいん,662
やってくる,やってくる,664
泣く,なく,665
静か,しずか,666
浮かぶ,うかぶ,667
とも,とも,667
外す,はずす,669
伝わる,つたわる,670
影響,えいきょう,670
不思議,ふしぎ,670
家族,かぞく,673
今まで,いままで,673
仲間,なかま,675
真,ま,675
開く,ひらく,675
一応,いちおう,678
夜,よる,679
眠る,ねむる,680
気になる,きになる,680
切れる,きれる,682
とても,とても,682
素直,すなお,682
込める,こめる,682
書く,かく,686
見つめる,みつめる,687
点,てん,687
名,な,689
驚き,おどろき,690
膝,ひざ,691
触る,さわる,691
読む,よむ,691
あんな,あんな,694
機会,きかい,695
笑顔,えがお,695
手段,しゅだん,697
味わう,あじわう,698
済む,すむ,698
乗る,のる,700
気付く,きづく,701
安心,あんしん,701
位置,いち,703
のみ,のみ,703
事態,じたい,705
といった,といった,705
少ない,すくない,705
協力,きょうりょく,708
テーブル,テーブル,708
青い,あおい,710
どれだけ,どれだけ,710
見上げる,みあげる,712
ものである,ものである,712
決まる,きまる,714
頑張る,がんばる,714
ごめん,ごめん,714
現れる,あらわれる,717
特に,とくに,717
後,ご,719
感謝,かんしゃ,720
名乗る,なのる,721
熱,ねつ,722
伸ばす,のばす,723
邪魔,じゃま,724
動かす,うごかす,724
君,きみ,726
一言,ひとこと,726
ただし,ただし,728
ねえ,ねえ,728
離す,はなす,730
肌,はだ,731
魔,ま,731
利用,りよう,731
途中,とちゅう,734
によって,によって,735
たる,たる,736
並ぶ,ならぶ,736
分,ぶん,736
報告,ほうこく,739
なにか,なにか,740
落とす,おとす,740
明日,あした,742
果たす,はたす,742
話をする,はなしをする,742
ぜ,ぜ,745
同時に,どうじに,745
五,ご,747
何も,なにも,747
限り,かぎり,747
ようやく,ようやく,750
雰囲気,ふんいき,751
間違いない,まちがいない,751
成功,せいこう,751
能力,のうりょく,754
見つかる,みつかる,755
当たり前,あたりまえ,756
自然,しぜん,757
吐息,といき,757
それこそ,それこそ,757
まったく,まったく,760
流れ,ながれ,761
こうして,こうして,761
おそらく,おそらく,761
襲う,おそう,764
それぞれ,それぞれ,765
時点,じてん,765
威力,いりょく,765
弱い,よわい,768
改めて,あらためて,769
予想,よそう,770
近く,ちかく,771
振る,ふる,771
人たち,ひとたち,773
嫌い,きらい,774
噛む,かむ,774
熱い,あつい,776
たぶん,たぶん,776
とこ,とこ,776
疑う,うたがう,779
朝,あさ,779
最近,さいきん,779
無視,むし,782
娘,むすめ,783
普段,ふだん,784
回る,まわる,785
現状,げんじょう,786
最悪,さいあく,786
息を吐く,いきをつく,788
現実,げんじつ,789
周り,まわり,790
横,よこ,791
眺める,ながめる,791
自覚,じかく,793
細い,ほそい,794
解放,かいほう,795
遅い,おそい,796
涙,なみだ,797
送る,おくる,797
迷う,まよう,797
至る,いたる,797
結構,けっこう,797
予定,よてい,797
認識,にんしき,803
現在,げんざい,804
枚,まい,804
繋がる,つながる,806
提案,ていあん,808
心臓,しんぞう,808
間違う,まちがう,810
確信,かくしん,810
むしろ,むしろ,810
あんまり,あんまり,813
戦い,たたかい,814
舐める,なめる,814
比べる,くらべる,816
すぎる,すぎる,816
ではないか,ではないか,816
歳,さい,816
先生,せんせい,820
ほとんど,ほとんど,821
精神,せいしん,822
受け取る,うけとる,823
流れる,ながれる,824
突,とっ,825
生じる,しょうじる,826
契約,けいやく,826
うまい,うまい,828
珍しい,めずらしい,828
自由,じゆう,830
無駄,むだ,830
舌,した,832
受け止める,うけとめる,833
強さ,つよさ,833
中,ちゅう,833
どちら,どちら,836
発動,はつどう,837
ようにする,ようにする,838
起こす,おこす,838
特別,とくべつ,838
ほんの,ほんの,841
黒,くろ,841
飛ばす,とばす,843
つく,つく,844
当たる,あたる,845
もらう,もらう,845
とにかく,とにかく,847
響く,ひびく,848
まず,まず,849
冗談,じょうだん,850
味方,みかた,851
四,し,851
経験,けいけん,853
目覚める,めざめる,853
回避,かいひ,853
ともかく,ともかく,856
知識,ちしき,857
内,うち,859
見た目,みため,860
そろそろ,そろそろ,861
そりゃ,そりゃ,862
これ以上,これいじょう,862
他人,たにん,864
近づく,ちかづく,864
死,し,866
食事,しょくじ,866
術,じゅつ,868
いきなり,いきなり,868
結局,けっきょく,870
勝手に,かってに,871
椅子,いす,871
頼る,たよる,873
恐ろしい,おそろしい,874
大変,たいへん,875
本来,ほんらい,875
と言った,といった,877
一緒に,いっしょに,878
願う,ねがう,879
今後,こんご,880
飛び出す,とびだす,882
自信,じしん,882
広がる,ひろがる,884
乗せる,のせる,885
みせる,みせる,886
圧倒的,あっとうてき,887
とりあえず,とりあえず,888
関する,かんする,888
だからこそ,だからこそ,888
焼く,やく,891
端,はし,892
甘い,あまい,892
人生,じんせい,892
あなた,あなた,895
気にする,きにする,895
後悔,こうかい,897
沈黙,ちんもく,898
増える,ふえる,898
幸せ,しあわせ,900
よし,よし,900
わざわざ,わざわざ,902
遠い,とおい,903
閉じる,とじる,903
転がる,ころがる,905
調子,ちょうし,905
抱える,かかえる,907
なり,なり,907
助かる,たすかる,909
前に,まえに,910
実力,じつりょく,911
どうにか,どうにか,911
数,かず,913
真似,まね,913
量,りょう,915
出てくる,でてくる,915
直前,ちょくぜん,917
なかなか,なかなか,917
せめて,せめて,919
戦う,たたかう,919
向う,むかう,921
思い,おもい,922
そうか,そうか,923
微笑む,ほほえむ,924
肉,にく,924
無言,むごん,924
覆う,おおう,924
面,めん,928
耐える,たえる,929
取り戻す,とりもどす,930
評価,ひょうか,930
着る,きる,930
超,ちょう,933
指示,しじ,933
感,かん,933
信頼,しんらい,936
終える,おえる,937
そっと,そっと,938
爪,つめ,938
扱う,あつかう,938
地,ち,941
鬼,おに,942
昔,むかし,942
赤,あか,942
たり,たり,945
半分,はんぶん,946
意外,いがい,946
しばらく,しばらく,946
全然,ぜんぜん,949
扱い,あつかい,949
やつ,やつ,949
新た,あらた,952
居る,いる,953
勉強,べんきょう,953
その後,そのあと,953
苦笑,くしょう,956
重要,じゅうよう,957
集める,あつめる,957
敵,てき,959
混乱,こんらん,959
揺れる,ゆれる,959
付き合う,つきあう,962
働く,はたらく,963
通じる,つうじる,964
印象,いんしょう,964
下がる,さがる,964
殴る,なぐる,964
逆,ぎゃく,968
しっかり,しっかり,968
違い,ちがい,968
集まる,あつまる,971
マジ,マジ,971
不満,ふまん,973
さすが,さすが,974
ために,ために,974
消す,けす,976
発する,はっする,977
ら,ら,979
言い出す,いいだす,979
中身,なかみ,979
えっ,えっ,979
蹴る,ける,983
異なる,ことなる,983
頭を下げる,あたまをさげる,985
展開,てんかい,985
あらゆる,あらゆる,987
差し出す,さしだす,988
抵抗,ていこう,989
結論,けつろん,989
系,けい,991
て,て,991
参加,さんか,993
タイミング,タイミング,993
数,すう,993
首を傾げる,くびをかしげる,996
睨む,にらむ,996
訪れる,おとずれる,998
静かに,しずかに,999
ほら,ほら,999
対応,たいおう,1001
っぽい,っぽい,1002
一歩,いっぽ,1003
宣言,せんげん,1003
自体,じたい,1005
ちなみに,ちなみに,1007
日々,ひび,1007
伸びる,のびる,1009
詳しい,くわしい,1009
合う,あう,1009
重ねる,かさねる,1012
面倒,めんどう,1013
女の子,おんなのこ,1014
重い,おもい,1015
裏切る,うらぎる,1015
一切,いっさい,1015
いずれ,いずれ,1015
直接,ちょくせつ,1019
多く,おおく,1020
発生,はっせい,1020
含める,ふくめる,1022
振り向く,ふりむく,1023
突然,とつぜん,1023
用,よう,1023
危ない,あぶない,1023
最中,さいちゅう,1027
上位,じょうい,1027
本人,ほんにん,1029
問う,とう,1030
そちら,そちら,1030
込む,こむ,1030
もしかして,もしかして,1034
選択肢,せんたくし,1035
持ち上げる,もちあげる,1035
迎える,むかえる,1037
遅れる,おくれる,1037
謝る,あやまる,1039
というか,というか,1039
払う,はらう,1041
生徒,せいと,1042
内,ない,1042
相変わらず,あいかわらず,1044
せっかく,せっかく,1044
実は,じつは,1044
話題,わだい,1047
異常,いじょう,1047
格好,かっこう,1049
性格,せいかく,1049
目指す,めざす,1051
単純,たんじゅん,1052
希望,きぼう,1053
生活,せいかつ,1053
適当,てきとう,1055
元気,げんき,1056
差,さ,1056
方向,ほうこう,1056
全力,ぜんりょく,1059
取れる,とれる,1060
脳,のう,1060
挨拶,あいさつ,1062
化,か,1063
価値,かち,1063
慣れる,なれる,1063
見られる,みられる,1063
喜ぶ,よろこぶ,1067
不機嫌,ふきげん,1067
証明,しょうめい,1069
不可能,ふかのう,1069
どっち,どっち,1069
ことができる,ことができる,1072
闇,やみ,1073
間違い,まちがい,1074
満足,まんぞく,1074
一部,いちぶ,1076
巻き込む,まきこむ,1076
なし,なし,1078
悩む,なやむ,1078
勘違い,かんちがい,1080
厳しい,きびしい,1081
確実,かくじつ,1081
役目,やくめ,1081
すでに,すでに,1084
手伝う,てつだう,1084
違和感,いわかん,1084
あっさり,あっさり,1087
それで,それで,1087
唐突,とうとつ,1089
進める,すすめる,1090
打つ,うつ,1091
指差す,ゆびさす,1091
分かる,わかる,1093
潰す,つぶす,1093
どうせ,どうせ,1093
試す,ためす,1096
戻す,もどす,1096
明るい,あかるい,1096
支える,ささえる,1099
ルール,ルール,1100
やら,やら,1100
呼吸,こきゅう,1100
真面目,まじめ,1100
ような気がする,ようなきがする,1104
吐く,はく,1104
あるいは,あるいは,1106
料理,りょうり,1106
そのもの,そのもの,1106
なあ,なあ,1109
常に,つねに,1109
仲良く,なかよく,1109
下,した,1112
残念,ざんねん,1112
ものがある,ものがある,1114
技術,ぎじゅつ,1114
通る,とおる,1114
集中,しゅうちゅう,1117
明らか,あきらか,1117
単語,たんご,1119
我慢,がまん,1120
預ける,あずける,1120
違いない,ちがいない,1120
あの子,あのこ,1123
いくら,いくら,1123
吐き出す,はきだす,1123
褒める,ほめる,1126
うるさい,うるさい,1126
ことにする,ことにする,1128
反対,はんたい,1128
計画,けいかく,1130
緊張,きんちょう,1131
硬い,かたい,1132
内側,うちがわ,1132
お互い,おたがい,1132
次第,しだい,1135
言い訳,いいわけ,1135
断る,ことわる,1135
ありがとう,ありがとう,1138
爆発,ばくはつ,1138
努力,どりょく,1138
裏,うら,1141
指摘,してき,1141
しかも,しかも,1143
毒,どく,1143
なお,なお,1143
尋ねる,たずねる,1146
必ず,かならず,1146
意図,いと,1148
前回,ぜんかい,1148
逃れる,のがれる,1148
広げる,ひろげる,1151
呆れる,あきれる,1152
暇,ひま,1153
押さえる,おさえる,1153
問題ない,もんだいない,1155
余計,よけい,1156
あたし,あたし,1156
そっち,そっち,1156
まさに,まさに,1159
察する,さっする,1159
新しい,あたらしい,1159
隠れる,かくれる,1159
嫌う,きらう,1159
連絡,れんらく,1159
捨てる,すてる,1165
まだまだ,まだまだ,1165
範囲,はんい,1167
くん,くん,1168
ダメージ,ダメージ,1169
真剣,しんけん,1169
急に,きゅうに,1169
回す,まわす,1169
超える,こえる,1169
言い切る,いいきる,1174
今も,いまも,1174
間違いなく,まちがいなく,1174
口調,くちょう,1177
ごと,ごと,1178
行為,こうい,1178
返る,かえる,1180
お話,おはなし,1181
寸前,すんぜん,1181
掛ける,かける,1181
中心,ちゅうしん,1184
なんだか,なんだか,1185
問い,とい,1185
対象,たいしょう,1187
代わりに,かわりに,1187
取り出す,とりだす,1189
だろうか,だろうか,1190
互い,たがい,1191
大人,おとな,1191
増す,ます,1191
満たす,みたす,1194
ぶつける,ぶつける,1194
優先,ゆうせん,1194
この世,このよ,1197
かい,かい,1197
他に,ほかに,1199
ゼロ,ゼロ,1200
水,みず,1200
吹き飛ばす,ふきとばす,1202
それほど,それほど,1203
制御,せいぎょ,1203
恥ずかしい,はずかしい,1203
正解,せいかい,1203
思いつく,おもいつく,1207
信用,しんよう,1207
覚醒,かくせい,1209
主張,しゅちょう,1209
目立つ,めだつ,1209
降りる,おりる,1212
ぶり,ぶり,1212
文句,もんく,1212
人,じん,1215
関わる,かかわる,1216
大した,たいした,1216
決意,けつい,1218
傷,きず,1219
木,き,1219
誤魔化す,ごまかす,1219
にも,にも,1222
把握,はあく,1222
スカート,スカート,1224
運ぶ,はこぶ,1224
描く,えがく,1226
やはり,やはり,1227
冷静,れいせい,1227
封じる,ふうじる,1229
だけでなく,だけでなく,1230
油断,ゆだん,1230
勝負,しょうぶ,1232
抱きしめる,だきしめる,1233
追いつく,おいつく,1234
拾う,ひろう,1234
通す,とおす,1236
かのように,かのように,1236
複雑,ふくざつ,1236
一日,いちにち,1236
やすい,やすい,1240
それと,それと,1240
試験,しけん,1242
誘う,さそう,1242
きる,きる,1242
しれる,しれる,1246
調べる,しらべる,1247
抜く,ぬく,1247
囲む,かこむ,1249
輝く,かがやく,1249
たまに,たまに,1249
関係ない,かんけいない,1249
つる,つる,1253
似合う,にあう,1254
暗い,くらい,1254
崩す,くずす,1256
失礼,しつれい,1256
左右,さゆう,1256
踏む,ふむ,1256
はずがない,はずがない,1256
入れる,いれる,1261
強引,ごういん,1261
くせに,くせに,1261
本物,ほんもの,1264
たとえ,たとえ,1265
越える,こえる,1265
捉える,とらえる,1265
なんと,なんと,1265
物,もの,1269
限る,かぎる,1269
塊,かたまり,1269
巡る,めぐる,1269
広い,ひろい,1273
接触,せっしょく,1273
踏み込む,ふみこむ,1275
確かめる,たしかめる,1276
騙す,だます,1277
得意,とくい,1277
街,まち,1279
相談,そうだん,1279
というより,というより,1279
親,おや,1279
漏らす,もらす,1279
厄介,やっかい,1284
どれ,どれ,1284
限界,げんかい,1284
最高,さいこう,1284
歴史,れきし,1284
想い,おもい,1289
さっさと,さっさと,1289
まとめる,まとめる,1291
ものの,ものの,1291
まとも,まとも,1291
三人,さんにん,1294
知らない,しらない,1295
当てる,あてる,1296
向き合う,むきあう,1296
同士,どうし,1298
奪う,うばう,1299
予感,よかん,1300
ください,ください,1301
誓う,ちかう,1301
吸う,すう,1301
楽しむ,たのしむ,1301
マシ,マシ,1305
到着,とうちゃく,1305
床,ゆか,1307
変わらない,かわらない,1308
探る,さぐる,1308
言い放つ,いいはなつ,1308
抑える,おさえる,1308
向く,むく,1308
父親,ちちおや,1308
あら,あら,1314
実感,じっかん,1314
ほぼ,ほぼ,1314
というもの,というもの,1314
残り,のこり,1318
要求,ようきゅう,1318
文字,もじ,1318
右,みぎ,1321
ダメ,ダメ,1322
背後,はいご,1323
見守る,みまもる,1323
実際に,じっさいに,1323
イメージ,イメージ,1326
責任,せきにん,1327
まずは,まずは,1327
変わった,かわった,1327
残った,のこった,1330
気に入る,きにいる,1331
反省,はんせい,1331
どうしても,どうしても,1331
多少,たしょう,1331
経つ,たつ,1331
パック,パック,1336
次々,つぎつぎ,1336
そっか,そっか,1336
溢れる,あふれる,1339
純粋,じゅんすい,1339
たった,たった,1341
身体,からだ,1342
楽,らく,1343
そこから,そこから,1343
先輩,せんぱい,1346
遊ぶ,あそぶ,1346
獣,けもの,1348
六,ろく,1348
町,まち,1350
才能,さいのう,1351
口を開く,くちをひらく,1351
俺たち,おれたち,1351
席,せき,1354
持ち主,もちぬし,1354
自ら,みずから,1356
沈む,しずむ,1357
維持,いじ,1357
それなり,それなり,1357
保つ,たもつ,1357
注意,ちゅうい,1361
絶対に,ぜったいに,1362
隙,すき,1362
件,けん,1362
穴,あな,1362
