Word,Form,Rank
対する,たいする,178
わかる,わかる,179
わけ,わけ,180
話す,はなす,181
求める,もとめる,182
例,れい,183
長い,ながい,184
違う,ちがう,185
あまり,あまり,186
章,しょう,187
方法,ほうほう,188
ばかり,ばかり,189
別,べつ,190
どんな,どんな,191
後,ご,192
何か,なにか,193
者,もの,194
もちろん,もちろん,195
ようにする,ようにする,196
どこ,どこ,197
出す,だす,198
相手,あいて,199
理解,りかい,200
今日,きょう,201
意識,いしき,202
置く,おく,203
かかる,かかる,204
なの,なの,205
現在,げんざい,206
生活,せいかつ,207
もし,もし,208
にして,にして,209
なくなる,なくなる,210
以外,いがい,211
変化,へんか,212
選ぶ,えらぶ,213
時,とき,214
人々,ひとびと,215
よる,よる,216
伝える,つたえる,217
かける,かける,218
入れる,いれる,219
始める,はじめる,220
まま,まま,221
一方,いっぽう,222
続く,つづく,223
変わる,かわる,224
状態,じょうたい,225
なので,なので,226
なぜ,なぜ,227
んだ,んだ,228
一度,いちど,229
部分,ぶぶん,230
教える,おしえる,231
変える,かえる,232
経験,けいけん,233
声,こえ,234
関する,かんする,235
何,なん,236
二,に,237
全体,ぜんたい,238
一,いち,239
こそ,こそ,240
もっと,もっと,241
こう,こう,242
ほとんど,ほとんど,243
力,ちから,244
子,こ,245
悪い,わるい,246
これら,これら,247
働く,はたらく,248
自然,しぜん,249
生きる,いきる,250
とても,とても,251
中,ちゅう,252
上,じょう,253
かもしれない,かもしれない,254
決める,きめる,255
あと,あと,256
呼ぶ,よぶ,257
かどうか,かどうか,258
人,にん,259
すぐに,すぐに,260
でもある,でもある,261
送る,おくる,262
形,かたち,263
続ける,つづける,264
実際,じっさい,265
一部,いちぶ,266
終わる,おわる,267
紹介,しょうかい,268
目的,もくてき,269
といった,といった,270
作る,つくる,271
取る,とる,272
以前,いぜん,273
状況,じょうきょう,274
って,って,275
表現,ひょうげん,276
進む,すすむ,277
そうする,そうする,278
くる,くる,279
先に,さきに,280
つける,つける,281
少ない,すくない,282
とる,とる,283
これまで,これまで,284
自身,じしん,285
食べる,たべる,286
守る,まもる,287
当時,とうじ,288
向かう,むかう,289
正しい,ただしい,290
語る,かたる,291
女性,じょせい,292
忘れる,わすれる,293
ん,ん,294
必ず,かならず,295
利用,りよう,296
情報,じょうほう,297
すでに,すでに,298
ではないか,ではないか,299
いつも,いつも,300
により,により,301
国,くに,302
ですか,ですか,303
やはり,やはり,305
ご,ご,306
学ぶ,まなぶ,307
呼ばれる,よばれる,308
ものである,ものである,309
立つ,たつ,310
いただく,いただく,311
歳,さい,312
頭,あたま,313
深い,ふかい,314
影響,えいきょう,315
でしょうか,でしょうか,316
社会,しゃかい,317
道,みち,318
考え,かんがえ,319
ことはない,ことはない,320
いろいろ,いろいろ,321
における,における,322
どの,どの,323
こんな,こんな,324
くらい,くらい,325
答える,こたえる,326
たくさん,たくさん,327
ために,ために,328
初めて,はじめて,329
実は,じつは,330
水,みず,331
可能,かのう,332
十分,じゅうぶん,333
下,した,334
考え方,かんがえかた,335
誰,だれ,336
なり,なり,337
過去,かこ,338
そのまま,そのまま,339
中心,ちゅうしん,340
それら,それら,341
だが,だが,342
認める,みとめる,343
だけでなく,だけでなく,344
ほか,ほか,345
住む,すむ,346
側,がわ,347
最近,さいきん,348
いける,いける,349
先,さき,350
なん,なん,351
違い,ちがい,352
可能性,かのうせい,353
簡単,かんたん,353
ほう,ほう,355
確認,かくにん,356
たとえば,たとえば,357
数,かず,358
あるいは,あるいは,359
失う,うしなう,360
一つ,ひとつ,361
なかなか,なかなか,362
行動,こうどう,363
ことにする,ことにする,364
一人,ひとり,365
昔,むかし,366
本当,ほんとう,367
さまざま,さまざま,368
従う,したがう,369
残る,のこる,370
当然,とうぜん,371
かなり,かなり,372
原因,げんいん,373
外,そと,374
通り,とおり,375
数,すう,376
知識,ちしき,377
若い,わかい,378
覚える,おぼえる,379
けど,けど,380
やすい,やすい,381
歴史,れきし,382
待つ,まつ,383
三,さん,384
ことがない,ことがない,385
事実,じじつ,386
起こる,おこる,387
彼女,かのじょ,388
イメージ,イメージ,389
人生,じんせい,390
対象,たいしょう,391
残す,のこす,392
まとめる,まとめる,393
ほしい,ほしい,394
好き,すき,395
はず,はず,396
行為,こうい,397
常に,つねに,398
とともに,とともに,399
始まる,はじまる,400
になると,になると,401
自由,じゆう,402
小さな,ちいさな,403
化,か,404
買う,かう,405
以下,いか,406
人たち,ひとたち,407
同様,どうよう,408
非常,ひじょう,409
顔,かお,410
男,おとこ,411
思われる,おもわれる,412
むしろ,むしろ,413
どちら,どちら,414
近い,ちかい,415
判断,はんだん,416
成功,せいこう,417
大,だい,418
現実,げんじつ,419
本来,ほんらい,420
似る,にる,421
方,かた,422
信じる,しんじる,423
難しい,むずかしい,424
一緒,いっしょ,425
活動,かつどう,426
特に,とくに,427
見せる,みせる,428
早い,はやい,429
ところで,ところで,430
低い,ひくい,431
帰る,かえる,432
すぎる,すぎる,433
歩く,あるく,434
名前,なまえ,435
評価,ひょうか,436
のみ,のみ,437
会社,かいしゃ,438
まったく,まったく,439
広い,ひろい,440
それだけ,それだけ,441
しかも,しかも,442
大切,たいせつ,443
神,かみ,444
技術,ぎじゅつ,445
ちょっと,ちょっと,446
つながる,つながる,447
いえる,いえる,448
増える,ふえる,449
他人,たにん,450
みる,みる,451
具体的,ぐたいてき,452
近く,ちかく,453
逆,ぎゃく,454
うまい,うまい,455
性,せい,456
こうする,こうする,457
ずっと,ずっと,458
程度,ていど,459
ただし,ただし,460
それでも,それでも,461
一般的,いっぱんてき,462
こちら,こちら,463
注意,ちゅうい,464
有名,ゆうめい,465
らしい,らしい,466
比べる,くらべる,468
五,ご,469
超える,こえる,470
日本人,にほんじん,471
物,もの,472
文章,ぶんしょう,473
かも,かも,474
あの,あの,475
その後,そのあと,476
起きる,おきる,477
というもの,というもの,478
しっかり,しっかり,479
飲む,のむ,480
通じる,つうじる,481
通す,とおす,482
つつ,つつ,483
動く,うごく,484
努力,どりょく,485
大学,だいがく,486
述べる,のべる,487
どのよう,どのよう,488
失敗,しっぱい,489
願う,ねがう,490
本書,ほんしょ,491
姿,すがた,492
決して,けっして,493
最も,もっとも,494
でもない,でもない,495
みんな,みんな,496
まさに,まさに,497
じゃない,じゃない,498
乗る,のる,499
決まる,きまる,500
約,やく,501
もともと,もともと,502
描く,えがく,503
四,し,504
こうした,こうした,505
ところが,ところが,505
気持ち,きもち,507
戻る,もどる,508
質問,しつもん,509
捨てる,すてる,509
異なる,ことなる,511
さて,さて,512
小さい,ちいさい,513
触れる,ふれる,514
探す,さがす,515
さえ,さえ,516
感覚,かんかく,517
夜,よる,518
気づく,きづく,519
思える,おもえる,520
集める,あつめる,521
親,おや,522
六,ろく,523
自ら,みずから,524
良い,よい,525
機会,きかい,526
大変,たいへん,527
私たち,わたしたち,528
そのもの,そのもの,529
万,まん,530
その人,そのひと,531
分,ぶん,532
作品,さくひん,533
避ける,さける,534
種類,しゅるい,535
どこか,どこか,536
現代,げんだい,537
直接,ちょくせつ,538
あたる,あたる,539
言える,いえる,540
離れる,はなれる,541
実際に,じっさいに,542
期待,きたい,543
毎日,まいにち,544
集まる,あつまる,545
かつて,かつて,546
見られる,みられる,547
繰り返す,くりかえす,549
生じる,しょうじる,550
どれ,どれ,551
認識,にんしき,552
わけではない,わけではない,553
ごと,ごと,554
家族,かぞく,555
分かる,わかる,556
死ぬ,しぬ,557
口,くち,558
どうして,どうして,559
完全,かんぜん,560
おる,おる,561
月,つき,562
あらゆる,あらゆる,563
もつ,もつ,564
いわゆる,いわゆる,565
普通,ふつう,566
女,おんな,567
向ける,むける,568
共通,きょうつう,569
テレビ,テレビ,570
研究,けんきゅう,571
登場,とうじょう,572
あげる,あげる,573
使用,しよう,574
合う,あう,575
出てくる,でてくる,576
そもそも,そもそも,577
名,な,578
環境,かんきょう,579
法,ほう,580
なお,なお,581
本当に,ほんとうに,582
一般,いっぱん,583
場,ば,584
不思議,ふしぎ,585
感情,かんじょう,586
二つ,ふたつ,587
文化,ぶんか,588
量,りょう,589
今度,こんど,590
担当,たんとう,591
年間,ねんかん,592
楽しむ,たのしむ,593
体,からだ,594
動き,うごき,595
はじめ,はじめ,596
海,うみ,597
学生,がくせい,598
価値,かち,599
用いる,もちいる,600
美しい,うつくしい,601
二人,ふたり,602
用意,ようい,603
驚く,おどろく,604
要素,ようそ,605
型,かた,606
流れ,ながれ,607
なのに,なのに,608
ものがある,ものがある,609
どうしても,どうしても,610
性格,せいかく,611
つもり,つもり,612
知られる,しられる,613
際,さい,614
否定,ひてい,615
加える,くわえる,615
全,ぜん,617
自分で,じぶんで,618
いかに,いかに,619
なか,なか,620
者,しゃ,621
意見,いけん,622
誰か,だれか,622
であろう,であろう,624
ひとつ,ひとつ,625
許す,ゆるす,626
古い,ふるい,627
いく,いく,628
能力,のうりょく,629
発見,はっけん,630
してい,してい,631
成立,せいりつ,632
学校,がっこう,633
展開,てんかい,634
七,しち,635
つく,つく,636
第一,だいいち,637
不安,ふあん,638
条件,じょうけん,639
はっきり,はっきり,639
受け入れる,うけいれる,641
やめる,やめる,642
短い,みじかい,643
ということは,ということは,644
地域,ちいき,645
指摘,してき,646
遠い,とおい,646
合わせる,あわせる,648
妻,つま,649
表す,あらわす,650
立場,たちば,651
答え,こたえ,652
見つける,みつける,653
んです,んです,654
結局,けっきょく,655
絶対,ぜったい,656
個人,こじん,657
想像,そうぞう,658
抱く,いだく,659
アメリカ,アメリカ,660
分ける,わける,661
限り,かぎり,662
にも,にも,663
限る,かぎる,664
自体,じたい,665
ことなく,ことなく,666
氏,し,667
敵,てき,668
父,ちち,669
思い出す,おもいだす,670
現れる,あらわれる,670
へと,へと,672
母,はは,673
走る,はしる,674
朝,あさ,675
けれど,けれど,676
人,じん,677
全部,ぜんぶ,678
頃,ころ,679
会う,あう,680
部屋,へや,681
つくる,つくる,682
特徴,とくちょう,683
傾向,けいこう,684
対応,たいおう,685
成長,せいちょう,686
実現,じつげん,686
役割,やくわり,688
こういう,こういう,689
内,ない,690
明らか,あきらか,691
助ける,たすける,692
すぐ,すぐ,693
手段,しゅだん,694
において,において,695
もたらす,もたらす,696
娘,むすめ,697
同時に,どうじに,698
どういう,どういう,698
近づく,ちかづく,700
準備,じゅんび,701
伝わる,つたわる,702
面,めん,703
解決,かいけつ,704
楽しい,たのしい,705
開く,ひらく,706
名,めい,707
間,かん,708
時,じ,709
体験,たいけん,710
段階,だんかい,711
愛する,あいする,712
第二,だいに,713
それも,それも,714
はずだ,はずだ,715
進める,すすめる,715
土地,とち,717
音楽,おんがく,718
と同じように,とおなじように,719
または,または,720
となり,となり,721
部,ぶ,722
落ちる,おちる,723
出版,しゅっぱん,723
効果,こうか,725
途中,とちゅう,726
たとえ,たとえ,727
特別,とくべつ,728
記憶,きおく,729
無理,むり,730
会話,かいわ,731
なんて,なんて,732
主,ぬし,733
過ぎる,すぎる,734
ことによって,ことによって,735
時期,じき,736
用,よう,737
再び,ふたたび,738
上がる,あがる,739
友人,ゆうじん,741
電話,でんわ,742
至る,いたる,743
八,はち,744
要求,ようきゅう,745
金,かね,746
誰も,だれも,747
場面,ばめん,748
単に,たんに,749
未来,みらい,749
経る,へる,751
解釈,かいしゃく,752
色,いろ,753
一番,いちばん,754
一九,じゅうきゅう,755
差,さ,756
聞こえる,きこえる,757
積極的,せっきょくてき,758
新た,あらた,759
確か,たしか,760
動かす,うごかす,761
もって,もって,762
最大,さいだい,763
複雑,ふくざつ,764
参加,さんか,765
主張,しゅちょう,766
過ごす,すごす,766
実行,じっこう,768
え,え,769
発生,はっせい,770
以降,いこう,771
方向,ほうこう,772
終わり,おわり,773
選択,せんたく,774
機能,きのう,775
円,えん,775
立てる,たてる,777
反対,はんたい,778
教育,きょういく,779
あ,あ,780
広がる,ひろがる,780
音,おと,782
作業,さぎょう,783
調べる,しらべる,784
比較,ひかく,785
時に,ときに,786
希望,きぼう,787
夢,ゆめ,788
何も,なにも,789
引く,ひく,790
何度,なんど,791
ほぼ,ほぼ,792
最高,さいこう,793
上げる,あげる,794
売る,うる,795
喜ぶ,よろこぶ,796
起こす,おこす,797
激しい,はげしい,798
あれ,あれ,799
明日,あした,800
満足,まんぞく,801
移動,いどう,802
危険,きけん,803
やがて,やがて,804
そこから,そこから,805
元,もと,806
お金,おかね,807
頼む,たのむ,808
光,ひかり,809
日本語,にほんご,810
とにかく,とにかく,811
いくつか,いくつか,812
思い,おもい,813
含める,ふくめる,814
足,あし,815
もはや,もはや,816
山,やま,817
男性,だんせい,818
読者,どくしゃ,819
いくら,いくら,820
あたり,あたり,821
流れる,ながれる,822
設定,せってい,823
各,かく,824
自分自身,じぶんじしん,825
受け取る,うけとる,826
ある人,あるひと,826
扱う,あつかう,828
物語,ものがたり,829
地,ち,830
大事,だいじ,831
車,くるま,832
自信,じしん,833
明るい,あかるい,834
発行,はっこう,835
九,きゅう,836
夫,おっと,837
支配,しはい,838
文字,もじ,839
提供,ていきょう,840
いま,いま,841
重ねる,かさねる,842
とおり,とおり,843
ずつ,ずつ,844
発展,はってん,845
まるで,まるで,846
かもしれません,かもしれません,847
と言った,といった,848
第三,だいさん,849
もと,もと,850
印象,いんしょう,851
含む,ふくむ,852
ページ,ページ,853
通る,とおる,854
東京,とうきょう,855
たる,たる,856
度,ど,857
地方,ちほう,858
もらう,もらう,859
とされる,とされる,860
突然,とつぜん,861
打つ,うつ,862
計算,けいさん,863
応じる,おうじる,864
今回,こんかい,865
タイプ,タイプ,866
と思われる,とおもわれる,867
僕,ぼく,868
心配,しんぱい,869
同時,どうじ,870
にくい,にくい,871
一切,いっさい,872
報告,ほうこく,873
とも,とも,874
変更,へんこう,875
瞬間,しゅんかん,876
データ,データ,876
すなわち,すなわち,878
意外,いがい,879
今後,こんご,879
次第,しだい,881
疑問,ぎもん,882
組織,そしき,883
注目,ちゅうもく,884
定める,さだめる,885
構造,こうぞう,886
にもかかわらず,にもかかわらず,887
望む,のぞむ,888
数字,すうじ,889
豊か,ゆたか,890
見つかる,みつかる,891
こうして,こうして,892
気,き,893
位置,いち,894
ときに,ときに,895
相当,そうとう,895
工夫,くふう,897
将来,しょうらい,898
王,おう,899
事件,じけん,900
構成,こうせい,901
分析,ぶんせき,902
視点,してん,902
態度,たいど,904
等,とう,905
興味,きょうみ,906
どのように,どのように,907
周囲,しゅうい,908
厳しい,きびしい,909
払う,はらう,910
まずは,まずは,911
やってくる,やってくる,912
かな,かな,913
感謝,かんしゃ,914
実,じつ,915
様子,ようす,915
約束,やくそく,917
命,いのち,918
無視,むし,919
勉強,べんきょう,920
ぞ,ぞ,921
関連,かんれん,922
世の中,よのなか,923
だって,だって,924
先生,せんせい,925
減る,へる,926
店,みせ,927
おそらく,おそらく,928
子供,こども,929
届く,とどく,930
ふる,ふる,931
正確,せいかく,932
なぜか,なぜか,933
借りる,かりる,934
グループ,グループ,935
息子,むすこ,936
右,みぎ,937
食事,しょくじ,938
困る,こまる,939
挙げる,あげる,940
同じく,おなじく,941
映画,えいが,942
開ける,あける,943
議論,ぎろん,944
座る,すわる,945
みたい,みたい,946
次に,つぎに,947
増やす,ふやす,948
回,かい,949
仲間,なかま,950
姿勢,しせい,951
一日,いちにち,952
禁止,きんし,953
着る,きる,954
渡す,わたす,955
日々,ひび,956
責任,せきにん,957
人物,じんぶつ,958
出会う,であう,959
なぜなら,なぜなら,960
面白い,おもしろい,961
三つ,みっつ,962
殺す,ころす,963
並ぶ,ならぶ,964
満たす,みたす,965
しようとする,しようとする,966
町,まち,967
特定,とくてい,968
身,み,969
独立,どくりつ,970
明確,めいかく,971
レベル,レベル,972
寝る,ねる,973
消える,きえる,974
社,しゃ,975
系,けい,976
ポイント,ポイント,977
中には,なかには,979
かつ,かつ,980
決定,けってい,981
基本,きほん,982
基本的に,きほんてきに,982
ら,ら,984
結婚,けっこん,985
中国,ちゅうごく,985
開始,かいし,987
達する,たっする,988
ください,ください,989
前提,ぜんてい,990
信頼,しんらい,991
感じ,かんじ,992
世代,せだい,993
サービス,サービス,993
主に,おもに,995
それまで,それまで,996
きっかけ,きっかけ,997
なのである,なのである,998
代表,だいひょう,999
高める,たかめる,1000
怒り,いかり,1001
単純,たんじゅん,1002
当たる,あたる,1003
一年,いちねん,1003
がち,がち,1005
記録,きろく,1006
旅行,りょこう,1007
目指す,めざす,1008
指す,さす,1009
支える,ささえる,1010
事情,じじょう,1011
後半,こうはん,1011
怒る,おこる,1013
なければ,なければ,1014
英語,えいご,1014
著者,ちょしゃ,1016
きっと,きっと,1017
写真,しゃしん,1018
だろうか,だろうか,1019
ときには,ときには,1020
何で,なんで,1021
はい,はい,1022
分野,ぶんや,1023
ようです,ようです,1024
定義,ていぎ,1025
きちんと,きちんと,1026
雰囲気,ふんいき,1027
ちょうど,ちょうど,1028
現象,げんしょう,1029
ころ,ころ,1030
風,かぜ,1031
使える,つかえる,1032
誤解,ごかい,1033
前後,ぜんご,1034
世紀,せいき,1035
批判,ひはん,1036
奪う,うばう,1036
自己,じこ,1038
有効,ゆうこう,1039
楽,らく,1040
喜び,よろこび,1041
夏,なつ,1042
精神,せいしん,1042
発表,はっぴょう,1044
内,うち,1045
商品,しょうひん,1046
悩む,なやむ,1047
父親,ちちおや,1048
取り上げる,とりあげる,1049
ある程度,あるていど,1050
多数,たすう,1050
気になる,きになる,1052
図,ず,1053
ひとり,ひとり,1054
管理,かんり,1054
軽い,かるい,1056
お前,おまえ,1057
一定,いってい,1058
ということだ,ということだ,1059
もっとも,もっとも,1060
年代,ねんだい,1061
救う,すくう,1062
壁,かべ,1063
生み出す,うみだす,1063
料理,りょうり,1065
テーマ,テーマ,1066
区別,くべつ,1067
含まれる,ふくまれる,1068
気分,きぶん,1069
集中,しゅうちゅう,1070
および,および,1071
別に,べつに,1072
論,ろん,1072
範囲,はんい,1072
ケース,ケース,1075
招く,まねく,1076
目標,もくひょう,1077
反応,はんのう,1078
並べる,ならべる,1079
行われる,おこなわれる,1080
通う,かよう,1081
やり方,やりかた,1082
強調,きょうちょう,1083
枚,まい,1084
嫌,いや,1085
納得,なっとく,1086
保つ,たもつ,1087
育つ,そだつ,1088
完成,かんせい,1089
半分,はんぶん,1090
母親,ははおや,1091
うえ,うえ,1092
参照,さんしょう,1093
足りる,たりる,1094
男女,だんじょ,1095
ぐらい,ぐらい,1096
何の,なんの,1097
花,はな,1098
築く,きずく,1099
遅い,おそい,1100
さ,さ,1100
だからこそ,だからこそ,1102
安心,あんしん,1103
大いに,おおいに,1104
目の前,めのまえ,1104
ますます,ますます,1106
事態,じたい,1107
全員,ぜんいん,1108
協力,きょうりょく,1109
両方,りょうほう,1110
切る,きる,1111
思考,しこう,1112
結ぶ,むすぶ,1113
詳しい,くわしい,1114
冒頭,ぼうとう,1115
記す,しるす,1116
弱い,よわい,1117
ようだ,ようだ,1118
隠す,かくす,1119
いただける,いただける,1119
それほど,それほど,1121
活躍,かつやく,1122
ちなみに,ちなみに,1123
なし,なし,1124
とはいえ,とはいえ,1124
思想,しそう,1126
わずか,わずか,1127
果たす,はたす,1128
越える,こえる,1129
予定,よてい,1130
相談,そうだん,1131
恐れる,おそれる,1132
整理,せいり,1133
単なる,たんなる,1133
止める,とめる,1135
確実,かくじつ,1136
本人,ほんにん,1137
大丈夫,だいじょうぶ,1138
話をする,はなしをする,1139
計画,けいかく,1139
活用,かつよう,1141
文,ぶん,1142
動物,どうぶつ,1143
なんか,なんか,1144
返す,かえす,1145
少なくとも,すくなくとも,1146
たり,たり,1147
必ずしも,かならずしも,1148
誕生,たんじょう,1149
資料,しりょう,1150
時点,じてん,1151
発想,はっそう,1152
解説,かいせつ,1153
いずれ,いずれ,1154
終える,おえる,1155
海外,かいがい,1156
ヨーロッパ,ヨーロッパ,1157
連続,れんぞく,1158
及ぶ,およぶ,1159
余裕,よゆう,1160
大きくなる,おおきくなる,1160
子ども,こども,1162
どんどん,どんどん,1163
わたし,わたし,1165
編集,へんしゅう,1166
迎える,むかえる,1167
作成,さくせい,1168
だったら,だったら,1169
以来,いらい,1170
不可能,ふかのう,1171
通常,つうじょう,1172
字,じ,1173
いわば,いわば,1174
期間,きかん,1175
背景,はいけい,1176
あえて,あえて,1177
耳,みみ,1178
問う,とう,1179
大きさ,おおきさ,1179
安全,あんぜん,1181
導く,みちびく,1182
一種,いっしゅ,1183
導入,どうにゅう,1184
次のように,つぎのように,1185
限界,げんかい,1186
大人,おとな,1187
前に,まえに,1188
せい,せい,1189
勝手に,かってに,1190
遊ぶ,あそぶ,1191
育てる,そだてる,1192
企業,きぎょう,1193
白い,しろい,1194
家庭,かてい,1195
表示,ひょうじ,1196
苦労,くろう,1197
すごい,すごい,1198
安定,あんてい,1199
暗い,くらい,1200
習慣,しゅうかん,1201
世,よ,1202
気にする,きにする,1203
この人,このひと,1204
所,ところ,1205
そういう,そういう,1206
領域,りょういき,1207
重視,じゅうし,1208
火,ひ,1209
同士,どうし,1210
困難,こんなん,1211
年,とし,1211
とらえる,とらえる,1213
せっかく,せっかく,1214
代,だい,1215
きれい,きれい,1215
間違い,まちがい,1217
外国,がいこく,1218
左右,さゆう,1220
幸せ,しあわせ,1221
言語,げんご,1222
伴う,ともなう,1223
渡る,わたる,1224
必要とする,ひつようとする,1225
概念,がいねん,1226
唯一,ゆいいつ,1227
三年,さんねん,1228
一致,いっち,1229
逃げる,にげる,1230
指示,しじ,1230
発揮,はっき,1232
しれる,しれる,1233
一八,じゅうはち,1234
追う,おう,1235
調査,ちょうさ,1236
ひどい,ひどい,1236
なんだ,なんだ,1238
提案,ていあん,1239
基づく,もとづく,1240
過程,かてい,1241
戦争,せんそう,1241
複数,ふくすう,1243
観察,かんさつ,1244
武器,ぶき,1245
永遠,えいえん,1246
慣れる,なれる,1247
よね,よね,1248
うまくいく,うまくいく,1249
結論,けつろん,1250
言い方,いいかた,1251
訪れる,おとずれる,1251
しばらく,しばらく,1253
なのだ,なのだ,1253
意志,いし,1255
開く,あく,1256
ああ,ああ,1256
歌,うた,1258
横,よこ,1259
処理,しょり,1260
現場,げんば,1261
愛,あい,1262
とどまる,とどまる,1263
止まる,とまる,1264
いずれも,いずれも,1265
訴える,うったえる,1266
第,だい,1267
笑う,わらう,1268
基準,きじゅん,1269
変わった,かわった,1270
内部,ないぶ,1271
確保,かくほ,1272
若者,わかもの,1273
命令,めいれい,1274
形式,けいしき,1275
魚,さかな,1276
引,びき,1277
たまたま,たまたま,1278
統一,とういつ,1278
説,せつ,1280
距離,きょり,1281
年齢,ねんれい,1281
しばしば,しばしば,1283
頼る,たよる,1284
陥る,おちいる,1285
なんと,なんと,1286
死,し,1287
空,そら,1288
いっぱい,いっぱい,1289
初期,しょき,1290
会,かい,1291
皆,みな,1292
単位,たんい,1293
外部,がいぶ,1294
書,しょ,1295
ようやく,ようやく,1296
一緒に,いっしょに,1297
ついに,ついに,1298
政治,せいじ,1299
欲しい,ほしい,1300
秘密,ひみつ,1301
人気,にんき,1302
好む,このむ,1303
成り立つ,なりたつ,1304
当たり前,あたりまえ,1305
今まで,いままで,1306
隣,となり,1307
おかしい,おかしい,1308
巨大,きょだい,1309
魅力,みりょく,1310
広げる,ひろげる,1311
多少,たしょう,1312
移る,うつる,1313
はずです,はずです,1314
伸ばす,のばす,1315
関心,かんしん,1316
増す,ます,1317
大量,たいりょう,1318
絵,え,1319
意図,いと,1320
一五,じゅうご,1321
いったい,いったい,1322
維持,いじ,1323
長,ちょう,1324
上手,じょうず,1325
重い,おもい,1325
毎年,まいとし,1327
際に,さいに,1328
安い,やすい,1329
わざわざ,わざわざ,1330
実に,じつに,1330
何度も,なんども,1332
ものになる,ものになる,1333
ルール,ルール,1334
同,どう,1335
なくても,なくても,1336
関わる,かかわる,1337
システム,システム,1338
道具,どうぐ,1338
紙,かみ,1340
証拠,しょうこ,1341
抱える,かかえる,1342
除く,のぞく,1342
国内,こくない,1344
去る,さる,1345
新,しん,1346
といっても,といっても,1347
実践,じっせん,1348
連れる,つれる,1349
すら,すら,1349
はるか,はるか,1351
罪,つみ,1352
暮らす,くらす,1353
漢字,かんじ,1354
属する,ぞくする,1355
空気,くうき,1356
石,いし,1357
周り,まわり,1358
趣味,しゅみ,1359
一歩,いっぽ,1360
説く,とく,1361
最終的,さいしゅうてき,1362
抑える,おさえる,1363
モデル,モデル,1364
個,こ,1365
編,へん,1366
意味がある,いみがある,1367
両者,りょうしゃ,1368
獲得,かくとく,1369
購入,こうにゅう,1370
嫌う,きらう,1371
その場,そのば,1372
意,い,1373
中でも,なかでも,1374
あるとき,あるとき,1375
雑誌,ざっし,1376
会議,かいぎ,1377
四年,よねん,1378
病気,びょうき,1379
間違う,まちがう,1380
迫る,せまる,1381
出かける,でかける,1382
直後,ちょくご,1383
運動,うんどう,1384
