word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
甘える,あまえる,アマエル,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,1,4,1,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,1,1,1,5,1,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,3,3,2,3,2,2,2,3,4,3,4,1,4,1,2,3
砕ける,くだける,クダケル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,3,3,3,3,3,2,4,3,3,2,4,1,1,1,3,1,3,3,3,1,3,3,3,2,2,4,3,3,4,3,3,3,4,3,3,4,3,3,3,4,2,4,3,3,1,4,2,2,2
遇,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ウィスコンシン,ウィスコンシン,ウィスコンシン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
エリート,エリート,エリート,3,2,3,2,3,4,3,3,3,2,3,3,3,2,3,3,3,1,2,3,3,3,3,3,1,3,1,1,3,3,3,3,2,3,3,3,3,2,3,3,3,1,3,3,3,3,3,2,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3
激怒,げきど,ゲキド,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,1,3,2,2,1,3,2,2,2,3,3,2,2,3,2,1,2,3,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2
肝,きも,キモ,3,3,3,3,4,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,1,2,3,3,1,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,2,2,4,3,3,1,3,3,4,2,2,3
返信,へんしん,ヘンシン,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,2,2,1,2,3,4,3,3,3,3,2,2,3,2,2,2,3,3,3,3,4,2,1,1,2,2,1,3,3,3,3,3,3,2,3,3,3,2,2,1,2,2,2,1,2,1,1,4,3,1,3,3,3,1,3,3
迷い,まよい,マヨイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,1,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,1,1,3,4,4,3,4,3,3,3,4,4,4,4,3,2,3,3,3,3,2,4,2,2,2,2,4,4,4,3,4,2,2,3
乱す,みだす,ミダス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,4,3,3,3,3,3,3,3,4,4,3,2,2,2,2,2,2,3,2,2,2,2,3,1,3,1,4,2,2,2
拒絶,きょぜつ,キョゼツ,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,2,3,4,3,4,4,3,1,2,2,2,2,2,2,2,2,2,3,3,1,3,3,4,3,2,2
湯,ゆ,ユ,3,4,4,4,3,4,5,3,4,4,4,5,4,4,5,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,3,3,1,3,3,3,4,3,3,3,3,2,3,1,4,2,4,4,3,4,4,4,4,4,4,1,4,3,4,4,4,4
神話,しんわ,シンワ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,2,3,3,3,3,2,2,4,2,2,2,3,3,3,3,2,4,3,3,3,1,2,3,2,2,4,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
競う,きそう,キソウ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,1,1,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,5,3,3,3,3,3,2,3,1,2,2,3,3,3,3
ひたすら,ひたすら,ヒタスラ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,2,2,3,4,1,4,3,4,3,4,4,3,3,4,4,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,2,4,4
想像力,そうぞうりょく,ソウゾウリョク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,2,2,3,3,3,2,3,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
盛大,せいだい,セイダイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,1,3,3,3,1,3,3,3,3,2,4,3,4,3,3,1,2,2,3,2,2,2,2,2,2,2,4,1,3,2,4,2,2,2
設立,せつりつ,セツリツ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,5,3,3,3,4,4,3,3,3,3,2,2,3,3,2,2,3,2,3,3,4,2,4,2,2,2,1,3,2,2,3,3,2,3,2,2,2,1,3,3,4,3,3,4,3,3,3,4,3,4,3,4,2,5,3,3
ギャグ,ギャグ,ギャグ,3,2,2,3,3,4,3,4,3,2,2,2,2,2,2,3,3,1,2,2,2,2,3,3,1,2,1,1,2,3,4,3,3,1,1,3,1,2,2,2,3,1,3,3,3,2,1,2,2,3,2,3,4,2,2,3,2,2,2,2,4,2,3,2,3,2,3,3,3,3,3
中継,ちゅうけい,チュウケイ,3,3,3,2,3,4,3,3,5,3,2,2,2,3,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,1,3,3,3,3,2,2,3,2,2,3,1,3,3,3,3,3,4,3,3,3,3,3,1,3,4,3,5,3,3
再婚,さいこん,サイコン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,2,3,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2
決めつける,きめつける,キメツケル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,3,1,2,1,1,3,3,3,3,3,1,1,1,2,1,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2
表示,ひょうじ,ヒョウジ,3,4,4,3,4,4,3,3,4,3,3,3,4,4,3,5,4,3,4,5,5,2,3,3,3,3,2,2,4,2,2,3,3,3,3,5,3,3,3,3,3,1,2,4,4,2,4,4,4,4,4,3,1,4,5,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5
錠,じょう,ジョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,3,3,3,3,3,3,3,2,4,3,3,2,3,3,3,2,2,2,3,2,2,4,2,2,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1,2
お電話,おでんわ,オデンワ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,1,4,3,3,4,3,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
ドイツ人,ドイツじん,ドイツジン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
ひょう,ひょう,ヒョウ,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,2,2,2,2,4,3,3,3,2,2,2,2,2,3,2,2,2,3,4,4,2,2,1,2,2,2,4,3,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,2,4,4
剤,ざい,ザイ,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,2,2,1,4,4,2,3,4,4,3,4,3,4,4,4,3,2,4,4,4,3,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,4,2,4,5,4,4,4,4,5,4,3,4,4,4,4,4,3,3
振るう,ふるう,フルウ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,3,1,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,1,1,1,3,1,2,3,2,3,2,3,2,2,2,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,4,4,4,2,4,3,2,2
料金,りょうきん,リョウキン,3,4,4,3,4,4,3,3,5,4,4,4,4,4,4,4,2,2,4,4,5,3,3,3,3,3,2,3,3,2,2,3,2,3,3,4,4,3,3,2,2,1,3,3,3,3,4,3,3,2,2,2,1,4,4,4,4,4,4,5,5,4,5,3,3,3,4,3,4,3,4
お部屋,おへや,オヘヤ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,3,5,1,3,3,4,4,4,4,3,4,2,3,3,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,3
くし,くし,クシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,2,3,3,2,3,3,2,4,2,2,3,3,2,2,2,2,1,2,2,2,1,2,2,3,2,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2
シドニー,シドニー,シドニー,3,3,3,2,3,4,3,3,3,3,2,4,2,2,3,3,1,1,2,2,2,1,3,1,1,1,1,1,2,1,1,2,1,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,4,3,3,3,3,3,3,2,1,1,1,2,1,3,2,2
スカイ,スカイ,スカイ,3,4,4,3,3,4,3,3,3,4,4,3,3,3,4,3,4,1,1,3,3,3,3,3,1,1,1,1,2,3,3,2,2,4,4,2,1,4,1,2,3,1,3,2,2,3,2,1,3,1,1,2,2,2,1,2,2,2,3,2,2,2,3,2,1,2,3,2,3,4,3
ワクチン,ワクチン,ワクチン,3,3,1,4,4,4,3,3,3,3,4,2,3,3,3,3,2,1,2,3,3,2,3,3,1,1,1,1,1,2,2,2,2,3,3,3,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,3,3,3,2,3,2,2,2,2,2,3,1,4,2,3,1,2,4,4
わらう,わらう,ワラウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,5,4,5,3,5,5,3,5,5,5,5,5,5,4,1,1,3,5,1,5,5,2,5,5,5,2,2,4,5,2,5,5,3,3,4,4,4,4,4,4,5,5,4,5,5,4,2,4,5,4,4,2
某,ぼう,ボウ,3,3,3,2,3,4,4,5,3,3,2,2,3,3,3,2,3,4,2,3,3,4,2,2,2,3,3,3,3,2,2,3,2,2,2,4,3,1,4,2,2,3,2,2,3,3,3,3,2,2,3,2,3,4,3,4,5,4,3,4,3,5,4,3,4,3,4,3,2,3,3
桐生,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1
無知,むち,ムチ,3,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,1,3,2,3,1,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,2,3,2
空中,くうちゅう,クウチュウ,3,3,3,2,3,4,4,3,3,3,2,2,2,2,3,3,3,4,3,3,2,2,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,1,4,3,3,1,2,3,3,2,3,4,4,3,4,3,1,2,2,3,2,2,2,2,2,2,3,4,4,4,3,4,4,4,3
赤血球,せっけっきゅう,セッケッキュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
ヘザー,ヘザー,ヘザー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
われわれ,われわれ,ワレワレ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,5,4,5,3,3,1,5,1,1,4,4,4,2,4,3,3,4,1,1,5,3,3,3,3,2,3,3,4,2,3,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,5,4,2,4,2,2,4
名簿,めいぼ,メイボ,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,1,1,3,2,2,1,3,2,3,3,2,2,2,2,3,2,1,3,3,2,3,3,2,3,3,3,3,2,3,2,3,2,3,2,3
戦術,せんじゅつ,センジュツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,1,2,3,2,2,2,3,3,2,3,3,1,2,1,3,2,2,2,2,2,2,3,4,4,3,3,3,3,3,3
董,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
アシュリー,アシュリー,アシュリー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
お祈り,おいのり,オイノリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,2,1,1,3,3,1,3,3,2,1,2,2,2,2,1,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1
カマ,カマ,カマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,2,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2
ハナ,ハナ,ハナ,3,3,3,2,3,4,3,3,3,2,4,2,2,3,3,3,4,1,1,2,2,1,3,2,1,2,3,3,2,2,2,3,3,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,3,1,2
卑怯,ひきょう,ヒキョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,1,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,4,2,2,2
引き換え,ひきかえ,ヒキカエ,3,2,3,2,3,4,3,3,3,3,3,2,2,2,3,2,3,1,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,2,3,1,2,3,3,1,3,3,3,3,2,3,4,2,4,3,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,3,2,2,2
悪事,あくじ,アクジ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,3,3,3,3,3,1,3,3,3,1,2,3,3,2,2,1,2,2,3,1,3,2,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2
殻,から,カラ,3,3,3,4,3,4,3,3,3,2,4,3,2,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,5,3,2,3,5,2,3,3,2,2,3,3,2,3,3,5,3,2,3,2,2,3,2,2,2,3,3,5,3,3,3,3,4,3
励ます,はげます,ハゲマス,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,1,3,3,4,4,4,3,3,4,4,3,4,2,3,2,3,3,4,3,3,3,4,3,3,3,3,1,3,1,4,2,3,3
地味,じみ,ジミ,3,4,4,4,3,4,4,4,4,3,4,3,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,2,2,3,3,1,3,3,4,1,4,4,4,3,3,4,3,3,4,4,2,3,2,4,3,3,3,4,3,4,3,4,3,3,3,3,2,4,3
市警,しけい,シケイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
駆ける,かける,カケル,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,3,1,3,3,2,2,3,2,2,4,4,3,4,4,4,2,4,1,1,4,4,1,4,3,3,5,2,3,3,3,2,4,3,4,4,4,5,2,1,2,2,2,2,2,2,2,2,4,5,4,4,4,2,3,2
あめ,あめ,アメ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,4,5,4,3,3,4,5,4,5,5,2,2,3,5,4,4,2,4,3,5,3,3,5,3,2,3,3,2,4,3,2,2,3,3,4,4,5,4,4,5,4,4,4,4,4,4,5,2,5,2,2,2
お代わり,おかわり,オカワリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2,3,3,1,4,3,3,3,2,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
バースト,バースト,バースト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,3,3,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,3,2,3,1,2,2,2,2,2,2,2,3,1,2,2,1,2,4,3
優雅,ゆうが,ユウガ,3,2,2,2,3,4,3,3,4,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,4,2,2,2,3,3,2,3,3,1,3,3,3,1,3,3,3,2,3,4,3,3,3,2,2,2,1,2,2,2,2,4,2,2,3,4,1,3,2,4,2,3,2
所持,しょじ,ショジ,3,2,2,2,3,4,3,3,3,3,2,2,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,4,3,3,2,2,2,2,2,1,3,3,3,3,2,3,3,2,2,2,1,2,3,2,2,2,2,2,2,2,3,4,3,3,3,3,3,2,2
武士,ぶし,ブシ,3,2,2,3,3,4,3,3,3,3,2,3,2,2,2,3,4,4,4,4,3,4,3,2,2,4,3,4,3,3,3,4,3,2,2,3,2,2,4,2,2,4,3,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,3,2,1,4,3,3,4,3,3
生死,せいし,セイシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1,2,3,3,1,3,3,3,3,3,3,3,2,3,3,1,1,1,2,1,1,1,1,1,1,2,3,3,3,2,3,2,1,2
アイルランド,アイルランド,アイルランド,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,3,1,3,1,1,2,1,1,2,1,1,1,1,3,3,3,1,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,1,4,2,2
広める,ひろめる,ヒロメル,3,3,2,4,3,4,3,3,3,3,3,2,3,3,3,2,2,1,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,3,1,3,3,3,2,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,2,3,3
慧,え,エ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,3,2,2,5,1,2,3,2,1,2,2,5,5,2,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,2,5,5
晴らす,はらす,ハラス,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,3,1,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,1,1,1,2,1,2,3,3,4,3,3,3,3,2,3,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,3,2,1,2
秋山,あきやま,アキヤマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1,4,3,1,1,4,1,1,2,1,1,3,1,2,2,2,2,3,3,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,2
芸能人,げいのうじん,ゲイノウジン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,3,1,1,2,1,1,1,1,1,1,2,1,1,3,2,2,2,2,3,3,3,3,3,3,3,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3
アラーム,アラーム,アラーム,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,3,1,1,2,2,3,3,2,1,1,1,1,1,1,1,3,2,3,3,2,2,1,1,3,3,1,3,2,2,3,2,2,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,3,3
マーサ,マーサ,マーサ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
ゆでる,ゆでる,ユデル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,3,2,2,2,1,2,2,2,2,3,3,4,2,4,3,3,3,3,3,3,3,3,1,2,1,2,2,2,2
癒やし,いやし,イヤシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
高麗,こうらい,コウライ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1
げー,げー,ゲー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,1,3,3,3,4,1,1,1,1,1,1,1,4,4,3,3,3,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1
サムライ,サムライ,サムライ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,3,1,1,1,1,1,2,2,1,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2
ピンキー,ピンキー,ピンキー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
仕留める,しとめる,シトメル,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,3,1,2,2,1,3,3,3,3,2,4,3,2,4,4,3,3,1,1,1,2,1,2,3,3,1,2,3,3,2,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,4,1,3,1,3,2,2,2
地下鉄,ちかてつ,チカテツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,4,2,3,1,1,3,1,1,1,1,1,1,2,1,1,3,2,3,3,2,2,1,2,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3
理屈,りくつ,リクツ,3,3,3,3,3,4,3,3,3,3,3,2,4,3,3,1,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,4,3,4,1,4,4,3,4,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,3,4,1,4,2,4,1,4,3
藤堂,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,4,3,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1
