word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
意味,いみ,イミ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
生活,せいかつ,セイカツ,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,4,5,4,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
フジテレビ,フジテレビ,フジテレビ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2
または,または,マタハ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,2,3,1,1,4,1,1,1,1,1,1,2,1,1,5,2,5,4,2,2,1,3,3,4,3,5,4,4,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,1
主要,しゅよう,シュヨウ,5,2,2,3,3,4,3,3,3,2,2,3,3,2,2,5,2,3,4,4,4,2,2,3,3,3,2,2,3,2,2,2,2,3,3,4,2,1,3,2,2,1,2,2,2,2,4,3,3,2,2,2,1,4,4,4,5,4,3,4,4,4,3,3,3,1,3,4,2,3,3
専門,せんもん,センモン,5,4,5,4,4,4,4,5,4,5,4,4,4,5,4,5,3,4,4,5,5,4,3,4,4,4,3,3,4,3,3,4,3,4,4,5,3,1,3,3,3,1,4,4,4,4,4,3,3,3,3,3,1,5,5,5,4,5,5,4,5,4,5,4,3,1,4,5,4,4,4
書,しょ,ショ,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,4,5,4,5,4,4,4,5,5,5,4,4,5,4,4,4,3,5,5,5,3,2,4,3,3,4,3,3,4,3,4,3,4,2,3,3,4,5,5,5,4,5,5,4,4,4,5,4,4,4,5,5,4,4,4
一方,いっぽう,イッポウ,5,3,3,3,4,4,3,4,3,4,3,3,4,4,3,5,4,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,3,5,5,4,4,3,4,4,4,4,5,5,4,4,4,4,3,4,5,4,5,5,5,4,4,4,4,4,4,4,5,5,4,5,5
編集,へんしゅう,ヘンシュウ,5,4,4,4,5,4,3,5,3,4,4,4,4,4,4,5,3,2,3,4,4,3,3,4,4,4,4,4,4,4,4,4,2,3,3,5,4,4,3,2,3,4,3,3,5,3,4,4,3,2,1,3,1,4,4,4,4,4,3,4,4,4,4,2,3,1,4,4,3,5,4
最大,さいだい,サイダイ,5,3,3,3,4,4,3,3,4,3,3,4,4,4,3,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,4,5,5,3,4,4,4,5,4,4,4,4,5,4,4,4
原作,げんさく,ゲンサク,5,2,2,3,3,4,3,3,3,3,2,2,3,2,2,4,3,2,3,3,4,2,3,3,3,2,4,4,2,4,4,4,2,2,2,4,2,5,2,2,2,1,3,3,4,2,3,2,1,2,1,3,1,3,3,3,3,3,2,3,3,3,4,2,3,1,3,4,2,4,3
名古屋,なごや,ナゴヤ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,4,1,3,3,2,1,1,3,1,1,3,2,2,4,2,1,2,4,1,4,3,2,2,1,3,2,2,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,3,4
脚本,きゃくほん,キャクホン,5,3,3,2,4,4,3,5,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,4,2,2,4,2,2,2,4,3,3,3,3,2,5,2,2,2,1,3,2,3,3,2,2,2,2,1,3,1,3,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,4,3
率,りつ,リツ,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,3,4,3,5,4,3,3,4,4,3,4,3,4,4,4,3,3,3,3,5,3,1,3,3,3,1,3,3,4,3,4,3,3,3,3,3,3,5,5,4,5,5,4,4,4,5,5,4,3,5,4,5,4,4,4
対応,たいおう,タイオウ,5,4,4,5,5,4,4,5,4,4,4,4,5,5,4,5,4,2,5,5,5,4,4,4,4,3,4,3,4,4,4,3,4,4,4,5,4,3,3,4,4,4,4,4,4,4,5,4,4,4,5,4,1,5,5,4,4,5,4,4,4,5,5,5,4,5,4,5,4,5,5
院,いん,イン,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,2,5,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,4,2,3,4,3,3,3,3,3,2,2,2,3,2,1,4,4,4,4,4,4,5,4,5,4,4,4,1,4,4,4,4,3
面積,めんせき,メンセキ,5,3,3,3,3,4,3,3,4,3,3,2,2,4,2,4,2,3,4,4,4,1,2,2,2,2,2,2,3,2,2,2,2,2,1,4,3,3,2,2,2,1,2,2,2,2,3,3,2,3,2,2,1,4,4,4,4,3,4,3,3,3,4,3,2,1,3,3,3,4,3
運行,うんこう,ウンコウ,5,2,2,3,3,4,3,3,3,2,3,2,3,2,2,5,2,2,2,3,4,1,1,2,2,2,1,2,2,1,1,2,2,2,2,3,1,2,2,2,2,1,2,2,2,2,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,3,2,3,3
通常,つうじょう,ツウジョウ,5,4,3,4,4,4,4,3,4,3,3,3,4,4,3,5,3,3,4,4,5,3,4,4,4,3,3,3,4,3,3,3,3,4,4,4,5,5,3,3,4,1,4,4,4,3,4,4,4,4,4,4,1,4,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4
彼女,かのじょ,カノジョ,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4
八,はち,ハチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,4,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,3,4,3,3,4,3,5,4,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4
これら,これら,コレラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,3,3,1,1,4,1,1,1,1,1,1,3,1,1,5,1,3,4,3,3,1,3,4,4,3,5,4,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,1
種類,しゅるい,シュルイ,5,5,5,5,4,4,5,5,4,5,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5
き,き,キ,5,4,4,4,4,4,4,3,4,3,4,3,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,4,5,5,4,5,1,3,3,3,3,3,4,3,3,4,4,5,5,4,4,5,5,5,5
対,たい,タイ,5,4,4,4,3,4,3,5,4,4,4,4,4,4,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,3,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
とも,とも,トモ,5,4,4,4,4,4,4,4,3,4,3,3,4,4,3,5,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,4,5,4,4,4,4,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5
発行,はっこう,ハッコウ,5,4,3,5,4,4,4,4,3,3,3,2,5,5,3,5,2,3,3,4,4,2,2,3,2,3,2,2,4,2,2,2,2,3,3,4,2,3,3,2,2,1,2,3,5,2,5,4,3,2,2,2,1,3,4,4,3,3,3,3,3,3,4,3,2,1,4,4,2,4,4
続ける,つづける,ツヅケル,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5
過去,かこ,カコ,5,4,4,4,5,4,3,4,4,4,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,1,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5
身長,しんちょう,シンチョウ,5,4,4,3,3,4,3,3,4,3,4,4,2,4,3,4,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,2,3,4,4,1,4,3,4,3,3,3,3,3,3,3,4,3,1,4,4,3,3,3
ま,ま,マ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,3,3,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,4,3,5,3,4,5,4,4,4,4,3,3,4,4,2,5,1,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4,5,5
ます,ます,マス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,4,2,2,4,3,4,3,3,4,3,3,2,3,3,2,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5
出典,しゅってん,シュッテン,5,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,1,2,1
病院,びょういん,ビョウイン,5,5,5,5,4,4,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,5,4,4,3,4,3,4,1,5,4,5,4,5,4,4,4,5,4,3,5,1,4,5,4,4,4
生産,せいさん,セイサン,5,4,4,3,4,4,4,4,3,4,4,3,3,4,4,5,2,4,4,5,4,2,3,3,3,3,3,2,4,3,3,2,2,3,3,5,3,4,3,2,3,1,3,3,3,2,4,3,3,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4
宇宙,うちゅう,ウチュウ,5,4,4,3,3,4,3,3,4,4,4,4,3,4,3,5,5,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,5,5,4,3,3,4,4,4,1,4,4,4,4,4,3,4,3,3,5,2,5,3,4,5,4,4,4,4,4,4,3,5,4,4,4,4,5,5
何,なに,ナニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
採用,さいよう,サイヨウ,5,4,4,4,4,4,4,3,3,4,3,3,4,4,4,5,3,4,3,4,5,4,3,3,3,3,2,3,3,2,2,3,2,3,3,4,3,2,3,3,3,1,4,3,3,3,4,3,3,3,3,3,1,4,4,4,4,4,4,5,4,4,4,3,3,4,3,4,3,4,4
千,せん,セン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,3,3,4,2,1,5,1,1,5,3,3,2,5,4,4,5,4,2,4,3,3,4,3,3,4,3,4,4,3,3,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,1,4,5,4,5,4
基本,きほん,キホン,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,3,4,4,1,4,4,4,4,5,4,4,4,4,4,1,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,4,5,5
生まれる,うまれる,ウマレル,5,5,5,4,4,4,4,5,4,5,4,5,4,5,4,4,5,1,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,1,1,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5
全て,すべて,スベテ,5,4,4,5,5,4,5,5,5,4,4,4,5,5,4,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
風,かぜ,カゼ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,5,5,5,5,2,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5
ダム,ダム,ダム,5,3,3,2,3,4,4,3,3,2,2,4,2,3,3,4,4,1,3,3,3,2,4,3,1,3,1,1,2,1,1,2,2,3,3,4,1,4,3,2,2,1,2,2,3,3,3,2,2,2,4,3,4,4,4,4,4,3,3,4,4,4,3,2,4,1,2,4,2,5,3
警察,けいさつ,ケイサツ,5,4,4,4,4,4,5,3,4,4,3,4,4,4,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,3,4,2,4,1,4,3,4,5,4,3,4,4,4,4,3,5,1,5,5,4,4,4
さん,さん,サン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
指揮,しき,シキ,5,3,3,3,3,4,3,5,3,3,2,2,3,3,2,5,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,4,3,3,3,3,3,3,3,3,4,2,4,4,4,3,2,3,3,3,3,4,3,5,3,4,3,4,4,4,4,3,3
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,4,2,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,3,1,3,4,4,4,5,5,3,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4
スポーツ,スポーツ,スポーツ,5,4,4,4,5,5,4,5,5,4,4,4,5,5,4,5,3,1,4,4,5,3,4,4,1,3,1,1,4,3,3,4,3,4,4,4,3,5,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,5,4,4,3,4,5,4,5,3,4,1,4,5,4,5,4
置く,おく,オク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5
音,おと,オト,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
超,ちょう,チョウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,4,4,5,5,3,4,4,4,4,4,5,5,5,4,5,4,5,5,4,5,4,5,5
編成,へんせい,ヘンセイ,5,3,1,4,3,4,3,3,3,2,2,2,4,3,2,5,2,2,3,4,3,2,2,3,3,3,3,2,3,3,3,2,2,2,2,3,2,4,3,3,3,1,2,2,2,2,3,2,3,2,2,3,1,3,4,3,3,3,3,3,3,4,3,3,2,4,3,3,3,4,4
字,じ,ジ,5,5,5,4,5,5,3,5,3,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,3,3,4,4,3,5,4,4,4,4,4,4,4,4,4,3,4,4,4,1,5,5,4,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4
朝,あさ,アサ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,4,5
搭載,とうさい,トウサイ,5,2,2,3,3,4,3,4,3,2,2,2,3,2,2,5,3,1,2,4,4,2,3,3,3,2,2,2,2,2,2,2,2,3,3,4,2,1,2,3,3,3,2,2,2,2,3,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,4,3,3,4,3,4,2,3,4
出す,だす,ダス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
思う,おもう,オモウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
海,うみ,ウミ,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,4,4,5,3,5,4,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5
百,ひゃく,ヒャク,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,3,3,4,1,1,5,1,1,5,1,1,1,5,4,4,5,4,1,4,3,3,1,3,4,4,3,4,4,3,3,4,4,3,5,5,5,5,5,5,4,4,5,4,4,4,3,5,5,4,4,3
運転,うんてん,ウンテン,5,5,5,5,4,4,4,5,5,4,5,5,4,5,5,5,4,3,4,5,4,4,4,5,5,4,3,4,4,3,4,4,3,5,5,4,3,2,4,3,4,1,4,4,4,4,3,3,3,3,2,4,1,4,4,4,5,4,4,4,4,4,4,3,4,1,4,5,4,4,4
周辺,しゅうへん,シュウヘン,5,3,3,3,4,4,4,3,3,3,3,2,3,3,3,5,4,2,4,4,5,4,3,4,3,4,3,3,4,3,3,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,3,3,1,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4
調査,ちょうさ,チョウサ,5,4,4,4,5,5,5,5,3,4,5,3,5,5,4,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,4,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5
みる,みる,ミル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,4,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
連続,れんぞく,レンゾク,5,4,3,4,4,4,3,4,3,4,4,2,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
億,おく,オク,5,4,4,3,4,5,3,3,4,4,4,4,4,4,4,5,5,3,1,5,3,4,4,5,1,4,1,1,4,5,5,5,3,4,4,5,3,1,3,3,3,4,4,3,3,4,4,3,2,3,3,4,5,4,3,4,5,4,4,4,4,5,4,4,4,5,4,5,3,5,3
母,はは,ハハ,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,3,5,5,5,5,5,4,4,4,4,5,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4
特徴,とくちょう,トクチョウ,5,4,4,2,4,4,4,4,3,3,4,2,4,3,4,5,3,4,5,5,5,3,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,5,4,3,4,1,4,4,4,3,5,4,4,3,4,3,1,5,5,5,4,5,5,4,4,4,4,4,3,4,4,4,4,4,4
続く,つづく,ツヅク,5,4,4,4,5,4,5,5,3,4,4,4,4,4,4,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5
少年,しょうねん,ショウネン,5,4,4,3,3,4,4,3,3,4,3,4,3,4,3,5,4,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,4,5,5,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,3,5,1,4,3,5,4,5,4,4,4,5,4,5,4,4,5,4,4,4,4
独立,どくりつ,ドクリツ,5,3,4,3,4,4,4,3,3,4,3,3,4,4,3,5,3,4,3,4,4,3,3,4,4,4,3,2,4,3,3,2,2,3,3,4,2,3,3,3,3,1,3,3,3,3,5,3,3,2,3,3,1,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4
本社,ほんしゃ,ホンシャ,5,4,4,3,4,4,3,3,4,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,4,3,2,2,1,3,2,2,3,3,2,2,2,1,2,1,3,2,4,5,3,3,3,3,4,3,2,3,1,3,3,2,3,3
開業,かいぎょう,カイギョウ,5,2,2,2,3,4,3,3,3,3,2,2,2,2,3,5,2,3,2,3,4,2,2,2,2,2,1,1,2,1,1,1,1,2,2,3,1,3,2,1,1,1,3,2,2,2,2,1,2,1,1,1,1,3,2,3,3,4,4,3,3,3,3,2,2,3,2,3,1,2,3
行く,いく,イク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ものの,ものの,モノノ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,3,1,1,4,1,1,1,1,1,1,5,1,1,4,1,3,5,3,2,4,2,3,3,2,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,1
相手,あいて,アイテ,5,5,5,4,5,4,4,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
戦い,たたかい,タタカイ,5,4,4,3,3,4,4,4,4,3,3,3,4,4,3,5,5,1,4,4,4,1,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,2,1,4,5,4,4,4,4,4,4,4,5,4,5,5,2,3,2,4,3,3,4,3,4,3,4,5,5,5,4,4,4,4,4
心,こころ,ココロ,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5
始める,はじめる,ハジメル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5
サービス,サービス,サービス,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,1,4,5,5,4,4,4,1,3,1,1,4,4,4,4,3,4,4,5,5,5,3,4,4,3,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,4,3,5,5,4,5,3,4,5,4,5,4,4,5
目的,もくてき,モクテキ,5,4,4,4,5,4,4,3,5,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
ロシア,ロシア,ロシア,5,4,4,4,3,4,3,3,3,4,5,3,3,4,4,5,3,3,4,4,4,3,4,1,1,4,1,1,3,1,2,3,2,4,4,4,1,5,4,2,2,3,3,2,2,3,4,2,2,2,1,3,4,4,3,4,4,3,4,3,3,3,4,1,4,3,4,4,1,4,4
実施,じっし,ジッシ,5,3,3,4,4,4,3,3,3,4,3,2,4,4,3,5,2,2,4,5,5,2,2,3,3,3,2,2,3,2,2,2,2,3,3,5,2,2,2,2,2,1,3,2,3,2,4,2,2,2,2,2,1,4,4,3,4,4,4,4,4,4,5,2,2,1,3,4,2,4,5
に対する,にたいする,ニタイスル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,4,1,1,5,1,1,1,1,1,1,4,1,1,5,4,3,5,3,3,1,3,3,2,3,4,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,5,1
