word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
致し,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
要求,ようきゅう,ヨウキュウ,4,3,3,3,4,4,3,3,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,4,4,4,1,4,4,3,4,4,4,4,5,4,4,4,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
証明,しょうめい,ショウメイ,4,4,3,5,4,4,4,3,4,2,3,3,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4
認識,にんしき,ニンシキ,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,4,3,3,4,4,4,3,3,4,3,3,3,4,4,4,5,4,1,4,3,4,3,4,4,3,5,4,4,4,5,4,1,5,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,5
開い,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
集中,しゅうちゅう,シュウチュウ,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,5,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
魅力,みりょく,ミリョク,4,4,3,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,4,4,5,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,1,4,3,3,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,3,5,4,5,4,4,4,3,4,4,3,4,4
my,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
おけ,おけ,オケ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,2,2,2,4,1,2,2,3,2,2,5,2,2,2,2,4,4,4,3,1,3,2,3,2,2,2,2,1,2,1,2,2,1,2,2,2,3,2,2,4,2,2,2,2,3,2,1,2,2,2,2,3
こい,こい,コイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,3,4,3,4,2,3,4,4,5,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,5,4,4,4,3,5,4,3,3
ずつ,ずつ,ズツ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,5,4,5,4,4,4,1,4,4,4,1,4,4,5
とともに,とともに,トトモニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,3,1,1,5,1,1,1,1,1,1,4,1,1,4,4,5,5,4,4,4,4,3,3,5,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,4,1
ひどい,ひどい,ヒドイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,5,4,4,5,4,4,4,5,5,3,5,5,2,4,4
もと,もと,モト,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,3,4,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,5,4,4
ブロック,ブロック,ブロック,4,4,4,3,4,4,4,5,3,3,4,2,4,4,4,4,4,1,3,4,4,3,4,4,1,3,1,1,3,4,4,3,3,4,4,3,2,4,3,3,1,3,3,3,3,4,3,4,2,2,4,4,4,4,3,4,4,3,4,4,5,4,3,4,4,3,3,4,4,4
人達,ひとたち,ヒトタチ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,4,3,1,1,3,1,1,1,1,1,1,4,1,1,4,4,1,3,3,1,3,3,4,3,2,3,4,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1
依頼,いらい,イライ,4,4,3,4,5,4,3,5,3,3,3,3,5,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,5,4,4,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4
兄弟,きょうだい,キョウダイ,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,5,5,4,3,3,4,4,5,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,3,5,4,4,4,4,5,4,4,4,4,3,4
刑事,けいじ,ケイジ,4,2,2,3,3,4,3,3,3,2,3,2,3,2,2,4,5,3,4,4,3,5,5,4,4,5,3,2,4,3,3,2,2,5,5,4,3,2,5,3,3,4,3,3,4,3,3,2,2,1,3,2,3,2,3,5,3,2,3,3,3,4,2,5,1,4,3,5,3,3
園,その,ソノ,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,5,4,3,3,2,2,3,2,3,2,2,2,5,3,5,4,4,5,5,4,4,5,4,5,5,3,4,5,4,3,4,4,4
安倍,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,4,4
完了,かんりょう,カンリョウ,4,3,3,3,3,4,3,3,3,2,4,2,2,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,1,3,4,1,4,4,4,4,3,4,4,4,4,4,1,3,4,3,3,3,5,3,4,3,4,4,4,5,3,4,4,4,4
実現,じつげん,ジツゲン,4,3,2,3,4,4,3,3,3,3,3,2,3,3,3,4,4,4,4,5,5,4,4,4,4,4,3,3,4,3,3,3,3,4,4,5,3,1,4,4,1,4,4,3,4,5,4,4,3,4,4,1,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5
放題,ほうだい,ホウダイ,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,2,3,3,2,3,4,3,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,1,2,3,1,3,3,3,3,3,3,3,3,4,3,2,3,2,4,3,4,3,3,3,3,4,4,3,1,3,4,2,4,3
政権,せいけん,セイケン,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,5,2,3,3,4,4,2,3,3,3,3,2,1,3,2,2,1,2,3,3,4,1,1,3,2,1,2,2,2,3,4,1,2,1,2,3,1,3,3,3,3,3,3,3,3,3,4,2,3,1,3,2,4,4,4
新宿,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,3,3,2,1,1,4,1,1,4,3,3,2,1,2,2,4,1,4,4,2,1,3,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,4,3,3
是非,ぜひ,ゼヒ,4,4,4,5,4,5,5,5,3,4,4,4,5,4,5,2,3,4,5,4,5,4,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,1,4,4,4,4,4,4,4,3,3,3,4,3,3,5,4,4,5,4,4,5,4,5,5,5,4,3,4,3,4,2,5,5
更に,さらに,サラニ,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,1,5,5,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,5,5,4,4,4,5,5,4,3,4,5,4,4,4
本物,ほんもの,ホンモノ,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,5,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,1,4,5,5,5,5,5,4,4,4,5,4,4,4,3,4,3,4,3,3,4,3,4,3,4,4,5,4,4,4,3,4,4
案内,あんない,アンナイ,4,4,4,4,5,4,4,4,5,4,4,3,5,4,4,4,4,5,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
検討,けんとう,ケントウ,4,4,2,4,5,4,3,4,3,3,2,2,5,4,4,4,3,3,4,5,5,3,3,4,4,3,2,3,4,2,2,3,3,4,4,5,3,1,3,3,3,4,3,3,3,4,3,3,3,3,3,1,5,5,4,4,5,4,4,4,4,4,3,3,4,3,3,4,4,5
構成,こうせい,コウセイ,4,4,3,4,5,4,4,4,3,3,4,2,5,4,3,5,3,4,4,5,4,2,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,5,4,3,3,4,3,1,5,5,4,4,5,5,4,4,4,4,4,3,4,4,4,5,4,4
死亡,しぼう,シボウ,4,3,3,2,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,2,3,3,3,1,4,3,3,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,5,3,3,4,3,3
母親,ははおや,ハハオヤ,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,4,5,5,4,4,2,5,4,4,5,4,4,5,4,4,4,4,4,4,1,4,4,5,4,4,4,4,4,5,4,4,5,5,5,4,4,4,4
異なる,ことなる,コトナル,4,2,2,3,3,4,3,3,3,2,2,2,3,2,2,5,3,1,5,5,5,3,3,3,3,4,3,2,4,3,3,3,4,1,1,4,3,1,4,3,4,3,4,3,3,5,4,4,4,5,3,1,5,5,4,4,5,5,4,4,4,5,4,3,3,4,4,5,4,4
空気,くうき,クウキ,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,5,2,4,4,4,4,5,5,4,4,5,4,5,5,4,2,4,4,4,5,4,5,4,4,4,4,5,4,4,5,5,4,4,4
立場,たちば,タチバ,4,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,1,4,4,4,4,4,4,4,5,5,4,4,5,4,1,4,5,4,4,4,5,4,5,4,4,5,4,3,4,4,4,4,4
納得,なっとく,ナットク,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,1,4,4,5,4,5,4,4,4,5,4,5,5,4,2,4,4,4,5,4,4,4,4,4,4,5,4,1,4,5,2,4,4
脚,あし,アシ,4,3,1,4,3,4,3,3,3,2,4,2,2,2,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,5,2,4,3,1,4,4,4,4,3,4,4,4,2,4,4,3,3,2,3,4,2,3,3,3,4,4,4,5,4,4,4,4,3
腕,うで,ウデ,4,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,2,5,4,4,4,5,5,5,4,5,5,5,5,5,3,4,3,4,4,3,3,3,3,3,4,5,5,5,5,5,4,4,4
製造,せいぞう,セイゾウ,4,2,3,2,3,4,3,3,3,2,2,4,2,3,2,5,3,4,3,4,4,3,3,3,3,3,3,1,3,3,3,2,2,4,4,4,3,4,3,2,1,3,3,3,3,3,2,3,2,2,2,1,4,3,4,3,3,3,3,3,3,4,3,3,5,3,2,5,4,4
詐欺,さぎ,サギ,4,4,4,4,3,4,3,3,3,2,4,4,3,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,4,2,4,4,3,2,2,3,2,3,4,3,3,4,3,3,3,2,2,3,2,2,2,2,5,2,2,2,2,2,4,3,3,1,3,3,3,4,3
速,そく,ソク,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,3,4,1,3,2,1,3,3,3,2,3,3,1,3,3,3,3,4,4,3,2,1,1,3,1,2,3,4,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,4,3,3
魚,さかな,サカナ,4,5,5,4,3,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4
いわ,いわ,イワ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,3,4,4,3,4,4,4,4,4,2,2,3,3,2,2,4,3,2,4,4,1,3,3,4,3,4,4,2,3,4,4,3,3,2,4,3,3,4,3,3,3,3,4,4,1,4,3,4,4,4
すみません,すみません,スミマセン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,5,1,1,3,4,1,1,3,5,5,5,5,5,4,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1
エッチ,エッチ,エッチ,4,2,2,2,3,4,3,3,3,3,2,2,2,3,2,1,3,1,3,3,4,4,3,3,1,2,1,1,2,3,3,4,5,2,3,2,1,1,4,3,1,3,3,3,3,2,2,2,4,2,3,5,2,2,2,2,2,2,2,2,2,4,3,3,1,4,5,2,3,2
エンジン,エンジン,エンジン,4,3,3,2,4,4,3,3,4,2,3,3,4,4,3,5,4,1,4,4,4,1,4,4,1,4,1,1,4,3,3,3,3,4,4,4,2,4,1,4,1,3,3,3,4,3,3,3,3,2,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,5,4,4
デビュー,デビュー,デビュー,4,3,3,2,4,4,3,3,3,4,2,2,2,4,3,5,3,1,3,4,4,3,3,4,1,2,1,1,3,3,3,3,2,2,2,4,3,4,2,3,4,3,3,3,3,3,3,3,2,1,3,4,4,2,4,3,3,3,3,4,3,4,2,3,1,3,3,5,3,4
ヤバ,やば,ヤバ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
ワン,ワン,ワン,4,5,5,4,5,4,3,5,5,5,5,5,5,5,5,4,4,1,3,4,4,1,4,5,1,3,1,1,4,5,5,5,2,4,4,4,1,5,1,4,1,3,3,3,3,2,2,3,2,2,4,1,5,5,4,4,4,4,4,4,4,5,4,4,1,4,4,4,4,4
人類,じんるい,ジンルイ,4,3,3,4,3,4,3,3,3,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,1,3,4,4,4,4,4,4,3,4,4,1,4,3,4,4,4,3,4,4,4,3,4,4,5,4,4,4,5,4
作成,さくせい,サクセイ,4,3,2,4,4,4,3,3,3,3,2,3,4,3,3,4,2,2,4,5,5,3,3,3,3,3,2,2,3,2,2,2,2,3,3,5,3,1,3,2,1,3,3,3,3,4,3,4,3,3,2,1,5,5,4,5,5,4,4,4,4,5,4,3,4,3,3,4,5,5
内部,ないぶ,ナイブ,4,3,3,3,4,4,3,4,3,4,2,2,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,2,4,3,4,4,4,3,3,4,4,4,4,3,3,1,4,4,3,4,3,3,4,4,4,4,4,3,5,4,4,4,4,4
到着,とうちゃく,トウチャク,4,3,3,3,3,4,3,3,4,3,2,2,2,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4
収録,しゅうろく,シュウロク,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,5,2,2,2,3,4,2,3,3,3,2,2,2,3,2,2,2,2,1,1,4,4,4,2,2,4,3,3,4,2,3,2,2,2,1,2,1,4,4,3,4,5,3,4,4,4,5,2,3,1,3,2,5,5,4
含む,ふくむ,フクム,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,5,3,1,5,5,5,3,4,4,4,4,3,3,4,3,3,3,4,1,1,4,4,1,4,3,3,3,4,4,3,5,4,3,4,4,3,3,5,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5
固定,こてい,コテイ,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,4,1,3,3,1,3,3,3,2,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,4
太郎,たろう,タロウ,4,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,4,1,3,2,2,4,4,2,2,4,2,3,3,3,3,3,3,1,1,4,3,3,4,3,1,3,2,3,3,3,1,1,2,1,1,1,4,4,1,4,3,3,3,5,3,3,1,4,1,4,2,4,4,4
始まる,はじまる,ハジマル,4,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,1,1,4,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5
学園,がくえん,ガクエン,4,4,4,2,4,4,4,4,4,4,4,3,2,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,3,4,4,4,5,3,3,3,4,2,3,3,4,3,3,4,3,2,3,2,4,3,4,1,4,3,4,3,3,3,3,3,3,4,5,4,1,4,5,5,3,3
守る,まもる,マモル,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5
将来,しょうらい,ショウライ,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,4,4,4,4,5,4,4,4,4,4,1,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
手段,しゅだん,シュダン,4,3,3,2,3,4,3,3,3,4,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,1,4,4,4,4,4,4,4,5,4,4,4,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
技,わざ,ワザ,4,3,4,2,3,4,3,5,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,5,4,4,5,5,4,4,3,3,4,4,2,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,5,3,4
指摘,してき,シテキ,4,3,3,2,4,4,3,4,3,3,4,3,3,3,3,5,2,4,4,5,4,3,3,3,3,4,2,3,4,2,2,3,4,3,3,5,3,1,4,2,3,3,4,3,3,5,4,3,4,4,3,1,4,5,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4
授業,じゅぎょう,ジュギョウ,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,1,5,5,5,5,4,5,5,4,5,4,4,4,3,4,5,4,5,4
末,すえ,スエ,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,5,3,5,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,3,3,4,3,2,4,3,4,3,4,4,3,4,4,3,3,3,3,3,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4
業,ぎょう,ギョウ,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,5,3,4,3,5,5,3,3,4,4,4,3,3,4,3,3,3,4,4,4,4,3,1,3,3,4,3,3,4,3,4,2,2,2,3,3,2,4,3,4,5,4,4,5,5,5,5,3,3,1,4,3,4,3,4
楽天,らくてん,ラクテン,4,3,3,2,3,4,3,3,4,4,4,2,2,3,3,3,1,2,3,3,4,1,1,2,2,1,1,1,3,1,1,1,1,2,2,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,5,2,1,1,2,2,3,3,4
歩い,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
死に,しに,シニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,3,1,3,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
毛,け,ケ,4,4,4,4,3,4,3,3,3,3,4,3,3,4,4,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,4,3,3,4,3,3,3,3,3,4,3,1,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4
確保,かくほ,カクホ,4,3,3,4,4,4,3,4,4,3,3,2,4,4,3,4,4,3,4,5,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5
税,ぜい,ゼイ,4,4,3,4,4,4,3,4,3,3,4,4,4,4,3,4,1,3,3,5,4,1,2,3,3,3,2,1,3,2,2,1,1,2,2,5,2,2,2,1,1,1,2,4,1,3,2,2,1,2,2,1,3,3,3,3,3,2,3,3,3,4,3,2,1,3,2,4,4,4
腹,はら,ハラ,4,4,4,4,3,4,4,5,4,4,5,4,4,4,4,3,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,4,5,4,3,5,5,3,4,4
許さ,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
詳しく,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1
返し,かえし,カエシ,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,1,1,4,1,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,4,3,1,3,4,2,3,3
連中,れんちゅう,レンチュウ,4,3,3,4,3,4,4,3,3,3,3,3,3,4,2,2,5,4,4,4,3,4,5,5,5,5,5,4,5,5,5,4,4,5,5,3,3,1,5,4,4,4,4,4,5,3,4,5,4,4,5,1,4,3,4,4,3,4,3,3,3,3,5,5,4,5,5,2,3,2
銃,じゅう,ジュウ,4,3,3,2,3,4,4,3,3,3,3,2,3,3,2,4,4,3,4,4,3,4,5,5,5,4,4,3,4,4,4,3,4,5,5,3,3,2,4,4,1,4,4,4,4,2,3,3,3,2,4,4,3,2,3,3,4,2,3,3,3,3,4,5,4,4,4,4,4,4
開け,ひらけ,ヒラケ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
隣,となり,トナリ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,1,1,3,4,4,4,1,4,1,1,5,4,4,4,5,4,4,4,4,5,5,4,5,5,5,5,5,4,5,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,4,4,4
集団,しゅうだん,シュウダン,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,2,4,4,1,3,4,4,3,4,4,4,3,3,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
鳥,とり,トリ,4,5,5,4,4,5,5,3,5,5,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
