word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
告知,こくち,コクチ,2,3,2,4,4,4,3,4,3,3,3,2,3,3,3,3,2,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,1,2,3,2,3,3,3,2,3,3,3,4,2,3,3,2,3,2,3,4,3
大気圏,たいきけん,タイキケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,3,2
密告者,みっこくしゃ,ミッコクシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
対する,たいする,タイスル,2,5,5,5,5,5,4,5,3,5,4,4,5,5,4,5,3,1,5,5,3,2,5,5,5,2,4,4,5,4,4,4,3,1,1,1,2,1,4,4,2,2,2,5,5,5,4,5,5,5,4,5,5,2,5,5,5,2,5,2,4,5
桶,おけ,オケ,2,3,4,3,3,4,3,3,4,3,3,2,4,2,4,2,2,4,2,2,2,1,2,1,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,2,1,2,4,2,2,3,2,2,4,2,2,2,2,3,3,1,2,2,2,2,2,2
潤,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,3,2,1,1,1,2,1,1,3,3,3,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,1,2
焼き払う,やきはらう,ヤキハラウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1
身なり,みなり,ミナリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,1,1,3,2,2,1,2,2,2,1,2,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1
陸奥,むつ,ムツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,3,1,1
香奈,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
アニマル,アニマル,アニマル,2,3,4,3,3,4,3,3,5,2,3,3,3,4,3,2,3,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,3,1,2,2,2,1,2,1,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,1,2
カシ,カシ,カシ,2,3,3,3,3,4,3,3,4,3,2,2,3,3,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2
きが,きが,キガ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,3,2
ゲス野郎,ゲスやろう,ゲスヤロウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ごい,ごい,ゴイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,4,2,1,3,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,3,5,5,2,4,5,5,4,4,4,2,3,2,1,2,2,3,2,3,3
シゲ,シゲ,シゲ,2,2,3,2,3,4,3,3,3,2,2,2,4,2,3,1,3,1,1,1,1,2,1,2,1,2,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
とたん,とたん,トタン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,3,2,2,1,3,4,3,3,5,3,3,3,3,2,2,3,4,1,4,2,2,4,1,4,3,4,3,4,4,4,3,4,3,1,4,3,4,2,4,2,3,2
なきごえ,なきごえ,ナキゴエ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,4,2,3,1,3,3,2,5,3,2,2,5,3,3,3,2,4,1,3,4,4,1,4,3,2,3,3,3,3,3,3,3,2,3,4,1,3,2,3,2,3,3
パフェ,パフェ,パフェ,2,3,3,2,3,4,3,3,3,4,2,2,2,3,3,1,3,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,2,3,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,3,1,2,2
ブック,ブック,ブック,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,1,2,4,1,2,3,1,1,2,1,1,2,3,3,2,2,3,3,4,1,4,2,1,2,2,2,4,4,3,4,3,3,3,3,3,4,2,2,1,3,4,2,4,3,3
ブラザーズ,ブラザーズ,ブラザーズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
フラワー,フラワー,フラワー,2,3,3,4,3,4,3,4,3,2,4,2,4,2,4,2,2,1,2,3,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,1,2,2,2,1,3,2,3,3,3,2,3,3,3,4,1,2,1,2,3,2,3,2,3
ミズ,ミズ,ミズ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
ゆりか,ゆりか,ユリカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
一筋,ひとすじ,ヒトスジ,2,2,3,2,3,4,3,3,3,2,3,3,2,3,2,2,2,4,2,2,2,2,3,1,3,3,3,2,4,3,3,2,3,2,2,2,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,3,1,3,2,4,2,1,2
三島,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,2,1,1,1,3,1,1,2,1,1,1,1,2,2,2,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,4,1,2
乙,おつ,オツ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,4,2,2,4,2,2,3,2,3,2,2,3,2,2,2,2,4,4,3,3,3,4,2,3,3,3,2,3,2,2,2,2,2,2,2,4,3,2,4,3,4,2,3,3,4
交尾,こうび,コウビ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,4,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1
入院中,にゅういんちゅう,ニュウインチュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
出身地,しゅっしんち,シュッシンチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2
勤勉,きんべん,キンベン,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,3,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,3,3,3,3,3,2,3,3,3,2,2,2,1,2,2,2,1,2,2
包装,ほうそう,ホウソウ,2,2,2,2,3,4,3,3,3,3,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,4,3,2,1,2,2,3,2,1,2
化身,けしん,ケシン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2,2,1,2,2,4,2,3,4,4,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,3,2,2,2
原始的,げんしてき,ゲンシテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2
巾,きん,キン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,2,3,3,3,2,1,2,4,1,1,3,3,1,2,2,2,3,2,2,3,3,3,3,2,3,3,4,4,4,3,3,2,3,1,1,2,3,2,2,3,2
師団,しだん,シダン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,3,1,3,4,3,1,2,3,3,1,1,3,3,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,2,1,4,2,3
張れる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
懐妊,かいにん,カイニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
梟,ふくろう,フクロウ,2,3,3,4,4,4,3,3,3,2,3,3,4,3,3,1,1,3,1,2,1,2,2,1,2,2,3,3,2,3,3,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,4,2,2,2,2,3,2,3,1,2,1,2,1,2,1
殺人未遂,さつじんみすい,サツジンミスイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
毛深い,けぶかい,ケブカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
氷山,ひょうざん,ヒョウザン,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
浜辺,はまべ,ハマベ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,3,2,2,2,3,3,3,2,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1
穏便,おんびん,オンビン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1
紛れ,まぎれ,マギレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,2,2,3,3,4,3,3,3,3,3,3,2,3,1,1,3,3,2,2,2,1,2,2,2,3,2,2,2,2,1,3,1,3,2,4,1,1,2
紫色,むらさきいろ,ムラサキイロ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,1,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,1,3,1,1,1,4,3,3,2,3,4,2,3,3,3,2,4,3,1,3,2,2,2,2,2
編集部,へんしゅうぶ,ヘンシュウブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
縮小,しゅくしょう,シュクショウ,2,3,3,2,3,4,3,3,3,3,2,3,3,3,3,4,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,3,3,4,3,3,3,3,3,3,3,3,3,2,1,2,3,2,3,3,3
蓮子,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
見出し,みだし,ミダシ,2,4,2,2,5,5,3,3,3,3,3,3,5,4,3,3,1,1,2,3,1,2,2,1,2,3,1,2,3,1,2,2,2,3,3,3,2,1,1,1,1,2,2,4,4,3,4,4,4,4,4,4,3,2,2,3,2,3,2,3,2,2
見抜ける,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,3,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1
雄山,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
青空,あおぞら,アオゾラ,2,3,3,4,3,5,3,3,4,4,4,3,2,3,4,2,2,4,2,3,2,2,2,1,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,1,3,3,3,3,3,2
駆け抜ける,かけぬける,カケヌケル,2,2,1,2,3,4,3,3,3,3,2,2,2,3,2,1,2,1,2,2,2,2,2,4,2,3,2,3,3,2,2,4,3,1,1,1,3,1,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,4,1,3,1,4,1,2,2
鯨,くじら,クジラ,2,3,3,3,3,4,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,2,2,1,3,2,3,2,3,2,2,2,2,2,2,2,1,1,3,2,2,1,3,3,3,3,3,3,4,3,3,3,3,3,2,1,2,2,2,3,2,1
鼻水,はなみず,ハナミズ,2,3,3,3,3,4,3,3,4,2,3,2,3,2,3,1,2,1,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,3,1,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2
アラム,アラム,アラム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ウィング,ウィング,ウィング,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2
こうえん,こうえん,コウエン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,2,2,1,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,3,4,2,5,5,4,4,5,4,4,4,2,3,1,4,4,4,2,4,4
したう,したう,シタウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,2,3,4,3,2,3,3,3,3,3,3,3,1,1,1,3,1,4,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,4,3,3,1,4,3,2,2
へそ,へそ,ヘソ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,1,2,3,1,2,2,2,1,2,1,1,2,1,1,3,1,1,1,3,2,3,1,2,2,3,1,2,2
マウント,マウント,マウント,2,2,2,2,4,4,3,3,3,2,3,2,4,3,2,3,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,2,3,1,2,3,2,2,2,3,2,2,2,3,1,2,1,1,3,2,3,4,3
ロール,ロール,ロール,2,4,4,3,3,5,3,3,4,4,4,3,4,3,4,3,2,1,2,3,2,2,3,1,1,2,1,1,3,2,2,3,2,3,3,3,1,4,2,2,2,3,2,4,4,4,3,3,3,3,3,4,4,2,3,3,3,3,3,2,2,4
不滅,ふめつ,フメツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2
乱菊,らんぎく,ランギク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
享,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1
刻印,こくいん,コクイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,3,2,3,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2
厳格,げんかく,ゲンカク,2,2,2,2,3,4,3,4,3,3,2,3,2,2,2,3,1,3,2,3,1,2,2,4,2,2,2,1,3,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,3,2,2
反物質,はんぶっしつ,ハンブッシツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
合間,あいま,アイマ,2,2,2,2,3,4,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,2,1,2,3,2,2,3,2,2,2,3,2,2,3,3,1,3,2,2,2,2,3,2,3,3,4,3,3,3,3,3,2,3,1,3,3,4,2,3,3
品位,ひんい,ヒンイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,3,2,3,1,2,2,3,2,2,2,2,3,2,3,1,2,1,2,1,1
子羊,こひつじ,コヒツジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,1,2
小夜子,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,2,1,3,2,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1
尻拭い,しりぬぐい,シリヌグイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1
循環,じゅんかん,ジュンカン,2,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,2,3,3,3,2,2,3,1,3,2,2,2,3,2,2,2,2,2,2,3,3,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,4,2,3
念願,ねんがん,ネンガン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,1,1,3,2,3,3,3,2,3,3,3,3,1,2,1,2,2,2,2,1,2
戦闘員,せんとういん,セントウイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
朋,とも,トモ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,5,2,2,5,5,4,2,4,4,2,5,5,2,5,5,5,5,1,5,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,5,2,2,1,2,5,5
期待外れ,きたいはずれ,キタイハズレ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
植野,うえの,ウエノ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
標,ひょう,ヒョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,3,1,1
温存,おんぞん,オンゾン,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,3,2,2,3,3,2,2,1,1,2,2,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,1,2
異性,いせい,イセイ,2,3,3,3,3,4,4,3,3,4,2,2,2,4,2,3,2,3,2,4,2,2,3,1,3,2,2,3,3,2,2,3,3,2,2,3,4,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,4,3,2,2
破壊力,はかいりょく,ハカイリョク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2
緊急時,きんきゅうじ,キンキュウジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
落ち葉,おちば,オチバ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2
血糖値,けっとうち,ケットウチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
裂け目,さけめ,サケメ,2,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,3,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,3,1,2,1
語り,かたり,カタリ,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2,3,1,1,1,2,1,2,1,3,1,2,1,3,1,1,1,3,2,2,2,4,2,1,1,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,1,2,3,2,2,3,2
連鎖,れんさ,レンサ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,1,3,2,3,2,2,3,3,2,3,3,3,3,3,1,2,2,2,1,2,4,4,2,4,4,3,4,4,4,3,2,3,1,2,3,3,2,2,3
遠出,とおで,トオデ,2,3,3,2,3,4,3,3,4,2,3,3,3,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2
銭湯,せんとう,セントウ,2,3,3,4,3,4,3,3,3,3,4,2,3,4,3,2,3,3,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,3,2,4,3,3,3,3,3,5,2,2,2,1,2,2,2,2,2,2
開門,かいもん,カイモン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
降旗,こうき,コウキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
