word,hiragana,katakana,BCCWJ_SUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
サイクル,サイクル,サイクル,3,3,3,2,3,4,3,3,4,3,3,2,3,3,2,3,1,1,2,3,1,2,2,1,2,1,1,2,2,2,1,2,3,2,3,2,2,2,1,1,1,2,2,1,3,2,2,2,2,2,3,3,4,3,3,3,4,3,3,4,3,2,2,1,2,3,2,3,4,3
前進,ぜんしん,ゼンシン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,2,2,3,3,1,3,3,3,3,3,3,3,3,4,3,1,2,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3
リ,り,リ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,3,1,1,2,1,3,4,1,2,1,1,1,4,4,4,3,3,3,5,1,4,1,4,1,3,3,4,3,3,2,4,2,2,1,1,1,2,1,1,1,1,1,1,1,4,4,3,4,4,3,3,2,3,4
折れる,おれる,オレル,3,4,4,4,4,4,5,3,3,4,4,4,4,4,4,1,4,1,4,3,5,4,4,4,4,4,3,4,4,4,3,4,1,1,2,4,1,5,4,4,4,4,4,4,3,4,4,4,4,4,1,3,3,4,3,3,3,3,3,3,3,4,4,2,4,2,4,2,4,4
強める,つよめる,ツヨメル,3,2,1,2,3,4,3,4,3,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,3,2,1,3,2,2,1,4,1,1,2,4,1,3,2,1,2,3,2,2,4,3,3,3,3,3,1,3,3,2,5,3,2,3,3,3,3,3,2,1,3,2,3,3,3,3
支部,しぶ,シブ,3,3,3,2,4,4,3,3,3,3,4,2,4,4,3,4,3,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,2,2,2,2,1,2,2,2,3,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,4,2,1,2,3,2,4,3,2
種々,しゅじゅ,シュジュ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,3,2,1,3,2,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,2,3,3,3,3,3,3,2,1,1,1,2,1,2,2,1,1
イラン,イラン,イラン,3,2,2,3,3,4,3,3,3,2,3,2,2,2,3,4,2,1,3,3,2,2,1,1,2,1,1,2,1,1,1,1,3,4,4,1,4,2,1,1,1,1,1,1,3,1,1,1,1,2,2,3,2,4,3,3,3,3,3,3,2,1,2,3,2,3,1,3,4,4
タンク,タンク,タンク,3,3,3,2,3,4,3,3,3,4,3,2,2,3,3,4,3,1,2,3,1,3,3,1,3,1,1,3,3,3,2,2,4,4,3,1,2,1,2,1,2,2,2,3,1,2,3,2,2,2,4,3,2,3,3,3,2,3,3,3,4,3,3,1,3,3,3,3,3,3
変形,へんけい,ヘンケイ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,1,3,3,3,1,2,3,3,3,3,2,2,3,1,2,3,2,2,3,3,3,2,3,3,1,4,4,3,4,4,3,4,4,4,3,3,2,3,2,3,3,4,3,3
警視,けいし,ケイシ,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,3,3,1,2,1,3,2,3,3,4,1,2,3,1,1,2,1,3,3,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,3,2,2,5,3,2,3,3,3,3,1,2,1,4,2,1,2,1,1
トウカイ,トウカイ,トウカイ,3,3,3,2,3,4,3,3,4,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1
移住,いじゅう,イジュウ,3,3,3,3,3,4,3,3,4,3,3,4,2,3,3,4,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,3,3,3,1,1,2,2,3,2,2,2,2,4,2,3,2,2,2,1,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,2,4,3,3
警告,けいこく,ケイコク,3,3,3,2,3,4,3,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,5,4,3,3,2,3,3,1,3,3,3,3,3,3,4,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4,5,3,3,3,3,3,3
酵素,こうそ,コウソ,3,3,3,4,3,4,4,3,3,3,2,3,3,3,3,4,1,1,3,4,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,3,1,2,1,1,3,1,3,1,3
死刑,しけい,シケイ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,2,4,4,3,3,2,3,3,1,3,3,3,3,3,2,2,2,2,3,1,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3
支所,ししょ,シショ,3,2,1,3,3,4,3,3,3,3,2,2,2,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1
動詞,どうし,ドウシ,3,4,4,5,4,4,4,3,3,3,4,2,5,4,4,3,4,2,3,2,1,3,2,1,2,1,2,2,3,3,2,3,2,2,3,2,3,1,3,1,2,2,3,3,3,2,3,2,2,3,4,5,5,2,4,4,5,4,4,4,3,1,3,1,3,2,2,3,2,3
果てる,はてる,ハテル,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,3,1,2,3,3,3,3,3,3,3,3,4,3,3,3,4,1,1,1,5,1,4,2,4,2,3,3,3,3,3,3,4,2,3,3,2,2,3,2,2,2,2,2,2,2,4,3,3,4,1,4,2,3,2
マルクス,マルクス,マルクス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,3,1,4,2,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,2,3,2,2,2,2,2,2,1,2,1,3,2,1,3,2,2
顕著,けんちょ,ケンチョ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,3,4,3,1,1,2,1,2,1,2,2,1,2,2,2,2,2,3,2,1,2,1,1,1,2,1,1,3,2,2,2,2,2,1,4,4,3,4,4,3,4,4,5,2,3,1,1,2,2,2,3,2,2
袖,そで,ソデ,3,3,3,3,3,4,4,3,3,3,3,2,2,2,3,2,3,5,3,3,3,3,3,3,4,3,3,4,3,3,3,4,2,2,2,3,1,4,2,1,3,3,3,3,3,4,2,4,4,3,2,3,3,3,2,2,2,2,2,2,3,4,3,3,4,3,4,3,2,3
睨む,にらむ,ニラム,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,4,2,3,3,3,3,4,3,3,4,2,2,2,4,1,1,1,3,1,4,3,4,2,3,3,2,2,4,2,4,5,2,4,2,2,2,2,2,2,2,2,2,2,4,3,1,4,1,4,1,2,2
物体,ぶったい,ブッタイ,3,2,3,2,3,4,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,2,3,3,3,3,3,1,3,3,1,2,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,3
法定,ほうてい,ホウテイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2
祭る,まつる,マツル,3,2,2,2,3,4,3,3,3,3,2,3,2,2,3,1,2,1,4,3,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,1,2,1,2,1,2,1,2,1,1,2,3,3,2,3,3,3,4,3,3,3,2,3,1,1,2,1,3,2,2,1
傘,かさ,カサ,3,4,4,2,3,4,5,3,3,3,3,4,3,3,4,3,4,4,3,3,4,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,1,4,3,1,3,3,4,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,4,3,3,3
故障,こしょう,コショウ,3,3,3,2,3,4,3,3,4,2,3,4,3,3,2,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,2,4,4,3,2,1,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,3,3,3,3,4,3,3,4,2,4,4,3,3,2,4,3,3
蝶,ちょう,チョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,2,2,4,3,2,4,2,3,3,3,3,3,3,2,2,4,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2
有,ゆう,ユウ,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,4,3,5,1,3,3,2,3,3,4,3,4,4,3,3,4,4,5,5,4,3,3,3,2,1,2,2,3,2,3,2,2,3,2,4,4,3,4,4,3,4,3,3,3,3,3,3,5,1,4,4,3,4,2,2
梅,うめ,ウメ,3,4,4,4,3,5,5,3,3,4,4,3,2,4,4,3,3,4,3,3,4,3,2,2,4,2,2,4,2,2,2,4,2,2,3,2,2,3,2,1,3,2,3,3,3,2,1,2,1,3,3,3,2,3,3,3,2,4,4,3,3,2,3,1,3,3,2,3,2,3
源泉,げんせん,ゲンセン,3,2,3,3,3,4,3,3,4,2,2,2,3,3,2,2,1,3,3,3,1,1,1,1,2,2,1,2,2,2,1,2,2,2,3,2,1,2,1,1,1,2,2,1,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,2
視覚,しかく,シカク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,3,2,2,3,3,2,3,3,2,2,4,4,4,4,4,3,5,4,4,3,3,2,4,3,3,3,3,2,3
パートナー,パートナー,パートナー,3,3,3,2,3,4,3,3,3,3,3,2,3,2,3,4,4,1,3,4,3,4,4,1,2,1,1,3,3,3,2,3,4,4,3,3,3,2,3,1,3,3,3,3,3,3,4,3,3,4,4,3,2,3,3,3,2,3,3,3,3,3,4,1,3,4,3,4,3,4
久々,ひさびさ,ヒサビサ,3,4,4,4,4,4,3,4,4,4,3,2,3,4,4,2,3,1,4,4,3,3,3,3,2,4,4,2,4,4,4,3,2,2,4,1,1,2,4,4,4,4,4,4,1,3,3,3,3,4,2,2,1,2,2,2,2,2,2,2,4,4,3,3,3,3,4,2,3,4
ファースト,ファースト,ファースト,3,4,4,2,4,4,3,4,4,4,3,4,3,4,3,4,3,1,2,1,2,3,3,1,2,1,1,3,3,3,3,2,3,3,3,2,4,2,3,1,3,2,3,2,2,2,2,2,1,2,3,4,4,4,4,4,3,4,4,4,3,3,3,1,3,3,3,3,3,4
レート,レート,レート,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,1,2,3,2,1,2,1,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,2,2,3,2,2,1,2,1,1,2,3,4,4,2,4,4,3,4,4,4,3,2,1,1,1,3,2,2,2,3
斜面,しゃめん,シャメン,3,3,3,2,3,4,3,3,5,3,2,2,2,4,2,3,1,3,3,2,1,2,2,2,3,2,2,4,2,2,2,2,2,2,2,1,1,3,1,1,1,2,2,1,3,3,2,2,2,2,1,3,2,3,3,3,3,3,3,3,2,3,2,1,3,2,2,3,3,2
庁舎,ちょうしゃ,チョウシャ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,3,3
比例,ひれい,ヒレイ,3,2,2,2,3,4,3,3,3,2,3,2,3,2,2,4,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,2,1,2,2,2,1,3,2,2,3,3,2,1,4,4,3,4,3,3,3,3,3,3,3,1,1,2,3,3,4,2,3
備考,びこう,ビコウ,3,2,1,3,4,4,3,3,3,2,3,2,3,2,2,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,4,2,2,2,2,3,2,1,1,1,3,1,5,1,1
評論,ひょうろん,ヒョウロン,3,3,2,4,4,4,3,4,3,3,2,2,4,4,3,4,1,3,2,2,1,1,3,2,3,1,2,3,1,1,2,1,2,2,3,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,3,3,3,3,3,5,3,3,1,1,1,3,3,2,4,3,2
海水,かいすい,カイスイ,3,3,3,2,3,4,3,3,4,2,3,3,4,3,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,4,3,3,4,3,3,3,3,3,3,1,3,2,3,3,2,3
烏,からす,カラス,3,4,4,4,3,4,5,3,4,3,4,2,3,4,4,2,3,4,3,2,2,3,3,3,3,4,4,3,4,4,2,3,2,2,2,1,1,3,3,1,1,1,2,2,3,2,1,1,1,4,1,3,3,4,3,4,3,3,3,3,3,3,3,1,3,2,3,3,1,1
キャベツ,キャベツ,キャベツ,3,4,4,3,3,4,3,3,3,4,4,4,3,3,4,2,3,1,3,3,2,3,3,1,2,1,1,3,3,3,3,2,2,2,3,2,2,2,2,4,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,1,2,3,3,2,2,3
大名,だいみょう,ダイミョウ,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,4,3,2,3,1,1,1,4,4,1,3,4,4,1,1,1,1,2,1,3,4,1,1,2,2,2,3,3,1,1,1,1,2,1,2,2,2,2,2,4,2,2,2,2,2,1,1,4,2,2,4,2,2
通路,つうろ,ツウロ,3,3,3,2,4,4,4,3,4,3,3,2,2,3,3,3,3,4,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,1,4,3,1,2,3,3,2,3,4,4,3,4,3,1,2,2,3,2,2,3,2,2,2,3,4,3,4,4,3,4,3,3,3
フロー,フロー,フロー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,2,1,1,1,1,1,3,3,1,1,2,2,3,1,2,1,1,3,1,1,2,1,2,1,2,1,1,1,2,3,3,3,3,3,2,3,3,3,3,2,2,1,2,2,1,2,2,4
駆け付ける,かけつける,カケツケル,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,4,3,2,1,1,3,3,3,3,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,3,4,1,1,2,1,4,2,1,1
集積,しゅうせき,シュウセキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,3,2,2,1,2,1,1,3,3,3,3,3,2,3,3,3,2,2,1,1,2,2,2,3,2,2
石炭,せきたん,セキタン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,1,3,2,2,1,1,2,2,3,2,3,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,3
店内,てんない,テンナイ,3,2,2,3,3,4,3,3,3,2,2,2,4,2,3,2,3,2,4,4,3,2,2,2,3,2,3,3,2,2,3,4,1,1,3,3,1,3,2,3,3,3,3,3,3,4,3,3,2,2,1,3,2,3,3,3,2,3,3,3,3,4,2,1,4,3,4,2,3,3
鑑定,かんてい,カンテイ,3,2,3,2,3,4,4,3,3,2,3,2,2,3,2,3,3,3,2,4,4,3,3,3,3,2,2,3,2,2,2,2,3,3,3,1,1,3,2,1,3,2,2,3,2,2,2,2,3,2,1,3,2,3,3,3,2,3,4,3,3,4,2,1,3,3,2,3,2,2
当,とう,トウ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,5,4,5,3,5,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,4,3,3,4,4,4,3,3,4,3,4,3,5,3,3,2,3,4,3,3,3,3,4,3,4,5,4,4,3,5,4,3
発掘,はっくつ,ハックツ,3,3,4,2,3,4,3,3,3,2,4,3,2,4,2,4,2,3,2,3,2,3,3,3,3,2,1,3,2,2,1,2,3,3,3,1,2,3,2,1,2,2,2,2,3,2,3,2,2,2,1,3,3,3,3,3,5,3,3,3,3,3,3,1,3,3,2,3,4,3
見下ろす,みおろす,ミオロス,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,4,2,2,2,2,2,4,2,3,4,2,2,3,4,1,1,2,4,1,4,2,1,2,3,2,2,2,4,3,4,4,2,2,2,2,3,2,2,3,2,2,2,2,4,2,4,4,1,4,2,3,2
レモン,レモン,レモン,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,2,3,1,3,3,3,3,3,1,3,1,1,3,2,3,3,2,3,3,3,1,3,3,2,1,3,2,3,3,2,2,2,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4
唐,とう,トウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,3,4,3,2,2,4,4,1,3,2,2,3,4,4,4,3,2,3,3,1,3,3,4,3,2,2,2,2,3,1,2,1,2,2,5,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,1,4,2,2
中旬,ちゅうじゅん,チュウジュン,3,3,3,3,4,4,3,3,4,3,3,2,4,4,3,3,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,3,2,3,2,2,2,2,2,2,3,2,1,1,2,3,2,3,2,3
投稿,とうこう,トウコウ,3,2,3,2,3,4,3,3,3,3,3,3,2,2,3,4,2,1,2,5,3,3,4,4,3,2,2,2,2,2,2,2,3,3,5,3,1,3,2,3,3,3,3,3,3,3,2,2,3,2,1,2,3,2,2,2,2,2,2,2,4,3,3,1,3,5,2,4,4,4
ド,ド,ド,3,2,2,2,3,4,3,3,3,2,2,3,2,2,3,4,4,1,1,1,1,4,2,1,3,1,1,1,3,3,3,3,4,4,5,1,5,1,4,1,3,4,5,4,4,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,4,1,4,3,2,4,1,4,4,3
ブック,ブック,ブック,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,1,2,4,1,2,3,1,2,1,1,2,3,3,2,2,3,3,4,1,4,2,1,1,1,2,3,2,3,1,2,1,1,2,2,4,4,3,4,3,3,3,3,3,4,2,2,1,3,4,2,4,3,3
流動,りゅうどう,リュウドウ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,1
勘定,かんじょう,カンジョウ,3,3,2,3,4,4,3,3,3,3,3,2,2,3,3,2,2,4,3,2,3,2,3,3,3,2,1,4,2,2,1,2,3,3,3,1,1,3,2,1,3,2,2,3,2,2,2,1,2,2,1,2,3,3,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2
貯蓄,ちょちく,チョチク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,1,2,2,1,1,1,2,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,2,3,3,3,3,3,3,2,2,1,1,2,2,1,2,2,2
固まる,かたまる,カタマル,3,4,4,4,4,5,5,3,3,4,4,4,4,4,4,1,3,1,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,1,2,4,1,4,3,3,3,4,3,3,3,4,3,4,4,3,3,4,3,4,3,3,3,5,3,3,3,4,3,3,4,2,4,2,3,4
真っ直ぐ,まっすぐ,マッスグ,3,4,4,4,4,5,5,3,5,4,4,4,3,4,4,2,4,1,4,3,4,2,3,3,3,4,3,4,2,2,3,4,3,3,2,3,1,4,4,4,4,2,2,4,4,2,2,3,3,2,5,3,3,4,5,3,4,4,3,3,3,4,3,4,4,2,4,2,3,3
ヤマグチ,ヤマグチ,ヤマグチ,3,3,4,3,3,4,3,3,3,2,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1
銜える,くわえる,クワエル,3,3,3,3,3,4,3,4,3,3,3,2,2,3,3,1,3,1,4,2,1,3,3,3,4,3,3,4,3,3,3,3,1,1,1,2,1,1,2,3,2,3,2,2,2,3,3,3,2,3,4,2,1,3,2,2,2,2,2,2,3,3,2,1,3,1,4,2,2,2
幻想,げんそう,ゲンソウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,3,2,3,4,2,2,3,3,3,3,3,3,1,3,2,1,3,3,3,3,4,3,3,3,3,3,1,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,2
助け,たすけ,タスケ,3,2,3,2,3,4,3,3,3,3,3,2,3,3,2,4,4,1,4,3,1,5,5,4,4,4,4,1,4,4,4,4,5,5,4,4,1,1,4,3,3,4,3,3,3,4,4,3,3,4,2,3,3,4,3,4,4,3,3,3,3,4,5,4,4,4,4,3,3,4
出生,しゅっしょう,シュッショウ,3,3,3,3,3,4,3,3,3,4,2,2,2,2,3,3,1,3,2,2,2,2,3,2,2,2,1,3,2,2,1,2,3,3,3,2,3,2,1,1,2,2,2,2,3,2,2,1,2,1,1,3,3,3,3,3,2,3,3,3,2,2,2,1,2,3,2,4,2,2
寺院,じいん,ジイン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,2,4,3,3,1,3,3,3,3,1,1,3,1,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,3,1,2,1,1,1,2,3,2,3,3,3,4,3,3,4,2,2,2,1,3,3,2,4,3,2
仕掛ける,しかける,シカケル,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,4,1,4,3,4,4,4,4,3,4,3,4,4,4,3,4,1,1,2,3,1,4,4,1,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,4,2,4,3,4,4
着手,ちゃくしゅ,チャクシュ,3,3,1,3,4,4,4,4,3,2,2,2,4,3,2,3,2,3,2,3,2,2,2,2,2,1,1,2,1,1,1,1,2,2,3,1,1,2,1,1,2,2,1,2,3,2,2,1,2,1,1,3,3,2,3,3,2,3,3,3,2,2,2,1,2,2,2,3,3,3
ヤマザキ,ヤマザキ,ヤマザキ,3,3,2,2,4,4,3,3,3,2,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,2,1
好意,こうい,コウイ,3,2,1,3,3,4,3,4,3,2,2,2,2,2,2,3,2,4,3,3,3,3,3,3,4,2,3,4,2,2,3,3,3,3,3,3,1,3,3,4,3,3,3,2,3,4,3,4,4,3,1,3,3,3,3,3,2,3,3,3,3,4,3,3,4,3,4,3,3,2
戸籍,こせき,コセキ,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,1,1,3,1,1,1,2,1,1,2,2,1,2,2,3,3,2,2,3,2,2,1,2,1,2,1,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2
直径,ちょっけい,チョッケイ,3,2,1,4,3,4,3,3,3,2,3,2,2,3,2,4,2,3,4,3,2,2,2,2,3,2,1,3,2,2,1,2,2,2,3,2,2,3,2,1,2,2,2,2,2,3,1,2,2,2,1,3,3,3,3,3,4,3,3,3,3,3,2,1,3,3,2,3,3,3
見張る,みはる,ミハル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,4,4,4,4,4,4,3,4,4,4,3,3,1,1,2,3,1,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,4,1,2,2
井戸,いど,イド,3,3,3,3,3,4,4,3,4,2,4,2,2,3,3,3,3,4,3,2,4,3,3,3,3,4,3,4,4,4,3,2,3,3,2,2,2,4,2,1,3,2,2,3,3,2,3,2,2,3,2,3,2,4,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,3
契機,けいき,ケイキ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,3,4,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,3,4,2,3,3,3,3,3,3,2,2,1,1,2,2,2,3,2,2
分配,ぶんぱい,ブンパイ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,3,2,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,2,2,1,2,2,2,2,3,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,1,2,3,2,2,2,3
飯,めし,メシ,3,4,4,4,4,4,3,4,5,4,4,4,4,5,4,3,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,4,4,5,4,4,4,4,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,3,4,4,1,4,4,4,3,4,3
