word,hiragana,katakana,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3,RSPEER
元気,げんき,ゲンキ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5
困る,こまる,コマル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,3,5,5,4
山,やま,ヤマ,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5
馬鹿,ばか,バカ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,5,4,5,4,5,3,3,5,5,5,5,5,4,4,4,5,5,5,4,5,1,5,5,4,3,4,4,4,3,5,4,5,5,4,1,4,3,5,5,5,3,5,4,4,5,5,3,5,5,5,3,4,4,5
通り,とおり,トオリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
半分,はんぶん,ハンブン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,5
増える,ふえる,フエル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4
危ない,あぶない,アブナイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,4,3,5,5,5,5,4,5,5,4,5,5,5,5,1,1,3,5,1,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,5,4,5,5,5,5,4,5,5,5,4,5,2,5,5,4
五百,ごひゃく,ゴヒャク,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,1,5,3,5,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,4,1,1,1,2,3,2,3,3,1,1,3,2,2,5,5,5,5,5,5,5,4,5,2,4,1,1,4,3,1,1,1,1
性,せい,セイ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,3,3,4,4,5,4,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
横,よこ,ヨコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,5,4,4,4,5,4,4,5,5,3,5,4,5,4,5,4,4,5,5,4,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5
伯父,おじ,オジ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,4,4,5,4,4,2,3,5,4,5,5,4,2,2,4,2,3,3,2,1,2,4,4,4,2,2,3,2,2,1,2,2,1,3,4,5,3,5,4,5,3,5,5,5,5,5,3,4,3,5,3,2,4,2
結婚,けっこん,ケッコン,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,3,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5
偶に,たまに,タマニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,4,4,5,4,5,5,3,5,5,4,5,5,2,4,4,4,4,2,1,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,3,5,4,4,4,5,5,5,5,5,4,5,4,5,2,4,5,4
引く,ひく,ヒク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,1,5,1,2,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4
男,おとこ,オトコ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
偉い,えらい,エライ,5,5,5,4,5,5,4,5,5,5,5,5,5,5,1,4,1,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,1,1,3,5,1,4,4,4,5,5,4,5,4,4,4,4,3,4,5,4,3,5,4,4,5,5,5,4,4,5,4,3,4,5,2,4,4,3
たって,たって,タッテ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,4,4,5,5,4,4,1,3,3,4,3,3,4,4,5,3,4,1,5,5,5,1,1,5,4,4
打つ,うつ,ウツ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,1,1,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,3,5,5,4,5,5,3
生きる,いきる,イキル,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
吸う,すう,スウ,5,5,5,4,5,5,5,4,5,4,5,4,5,5,2,4,1,5,4,4,5,5,5,5,5,4,4,5,4,4,4,5,1,1,3,5,1,5,4,4,5,5,5,5,4,5,4,5,5,4,5,5,3,5,4,4,4,4,4,4,4,4,5,4,5,5,3,4,4,3
格好,かっこう,カッコウ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,1,4,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,4,5,5,3,4,4,4
飛ぶ,とぶ,トブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,5,4
兄,あに,アニ,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,5,3,4,3,5,4,5,3,4,5,4,5,5,5,5,5,5,5,3,5,5
連絡,れんらく,レンラク,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5
此奴,こいつ,コイツ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,3,4,4,3,5,5,5,5,5,5,5,5,2,2,5,2,4,4,4,1,1,5,5,5,5,5,5,5,4,5,5,5,5,2,5,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,1,5,5,5
音,おと,オト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
七十,しちじゅう,シチジュウ,5,5,5,5,5,4,4,5,5,5,5,5,5,5,2,1,5,3,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,3,3,1,1,3,1,1,5,5,5,5,5,5,4,5,4,2,3,1,1,4,2,1,1,1,1
市,し,シ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,4,4,5,5,5,3,4,5,4,3,4,3,4,4,4,3,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5
大分,だいぶ,ダイブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,2,4,4,3,4,5,5,2,2,3,2,2,3,2,3,2,2,5,5,4,5,4,4,5,5,5,5,4,5,4,4,3,5,5,4,4,4
幾,いく,イク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,1,5,2,5,2,5,1,4,1,1,5,5,5,5,3,4,4,2,3,1,4,2,4,5,2,2,2,3,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,2,2,2
隣り,となり,トナリ,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,2,1,5,5,4,1,1,2,5,3,4,5,5,1,1,3,3,2,2,2,1,5,1,3,1,4,4,2,4,2,4,5,2,4,1,4,5,4,5,5,5,5,4,5,5,4,5,1,1,3,5,2,4,2,2
休み,やすみ,ヤスミ,5,5,5,5,4,5,4,5,5,5,5,5,5,5,2,4,1,4,4,5,1,4,4,4,4,4,5,5,4,4,5,4,4,4,4,5,1,1,4,4,5,5,5,5,4,4,4,4,4,5,2,4,3,5,4,4,5,5,4,5,5,4,4,1,4,5,2,4,4,5
箇月,かげつ,カゲツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,5,5,1,1,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,5,5,1,1,1,5,1,1,1,1
姉,あね,アネ,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,5,4,4,5,4,4,4,4,4,5,5,4,4,3,5,4,5,3,5,5,4,5,5,5,5,5,5,4,3,3,5
嬉しい,うれしい,ウレシイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,4,4,5,5,5,5,4,4,4,5,5,1,1,4,5,1,4,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5
代,だい,ダイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,2,4,4,1,5,4,5,5,5,4,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5
ホテル,ホテル,ホテル,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,5,1,1,5,4,4,4,4,5,5,5,1,5,1,4,4,5,4,4,5,4,4,4,4,2,5,5,5,4,5,5,5,4,5,4,5,5,3,5,1,5,4,5,5,5,5
段々,だんだん,ダンダン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,4,4,4,4,3,3,3,3,4,4,3,2,2,4,4,2,2,2,5,1,4,4,4,4,3,2,4,2,3,2,3,3,4,5,5,5,5,5,5,5,5,4,5,3,4,3,1,3,4,2,4,4,2
どんな,どんな,ドンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5
泊まる,とまる,トマル,5,5,5,3,4,5,5,5,5,5,5,5,5,5,1,4,1,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,1,1,2,4,1,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,3,5,4,5,3,5,4,5,4,4,4,1,4,4,2,3,4,2
夏,なつ,ナツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,5,3,5,4,5,5,4,5,5,4,5,5,4,5,3,5,5,5,5,5,5
以外,いがい,イガイ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
英語,えいご,エイゴ,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,3,4,4,3,3,4,3,4,4,5,3,5,4,4,1,4,4,4,5,5,3,2,3,3,4,1,5,5,5,5,4,5,5,4,5,5,3,5,1,4,4,5,5,5,5
世界,せかい,セカイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
立つ,たつ,タツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
テレビ,テレビ,テレビ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,1,1,5,4,4,5,5,5,5,5,1,5,5,4,4,5,5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5
園,その,ソノ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,5,4,5,4,4,4,4,4,5,5,4,4,5,3,4,5,4,3,5,4,3,3,2,2,4,2,3,2,2,2,5,3,5,5,4,5,5,5,5,5,4,5,5,3,4,5,4,4,5,5,4,4
重い,おもい,オモイ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4
キロ,キロ,キロ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,1,1,5,4,1,5,5,1,5,1,1,5,4,4,4,3,5,5,4,1,1,1,4,1,4,4,4,4,4,4,3,3,4,1,5,5,5,5,5,4,5,4,4,4,4,4,5,1,4,3,4,5,5,4
実際,じっさい,ジッサイ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
払う,はらう,ハラウ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,1,1,4,4,1,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,5,5,4,5,5,4,5,5,3,5,5,4
酷い,ひどい,ヒドイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,5,5,4,5,3,3,5,3,5,5,5,3,3,3,4,1,1,3,5,1,5,5,5,2,4,4,2,3,4,4,4,4,3,5,5,4,5,5,4,4,5,4,5,5,5,2,4,4,5,2,5,4,4
感,かん,カン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4,5,5,3,4,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5
疲れる,つかれる,ツカレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,5,4,5,5,5,5,4,4,5,5,5,5,5,2,5,5,3
怒る,おこる,オコル,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,3
彼奴,あいつ,アイツ,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,2,4,4,4,3,5,5,5,5,2,5,5,5,2,2,5,2,5,5,3,1,1,5,5,5,5,5,5,5,4,5,5,5,5,2,5,3,3,3,3,3,3,4,3,3,4,5,5,5,2,5,2,5,5,4
止まる,とまる,トマル,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,5,5,5,4,5,5,3,5,5,3
二百,にひゃく,ニヒャク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,3,5,1,2,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,4,1,1,1,3,3,2,4,4,1,2,3,1,1,5,5,5,5,5,5,4,4,5,2,4,1,3,4,2,1,1,1,1
周り,まわり,マワリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5
渡す,わたす,ワタス,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3
週間,しゅうかん,シュウカン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,1,4,3,1,4,3,4,3,4,3,3,3,3,1,1,5,4,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5
カメラ,カメラ,カメラ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,1,4,1,1,4,4,4,5,4,5,5,5,1,4,4,4,4,5,4,4,5,4,4,4,4,3,4,5,5,4,5,4,5,4,4,4,4,5,3,5,5,4,4,5,5,5,5
捨てる,すてる,ステル,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,5,4,5,5,5,5,5,4,5,5,4
点,てん,テン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
致す,いたす,イタス,5,5,5,5,4,5,4,4,5,4,4,5,5,5,1,5,1,5,5,5,5,3,3,5,4,5,5,5,4,4,3,4,1,1,3,5,1,5,5,1,4,4,4,4,2,3,3,3,3,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,2,4,5,1
九十,きゅうじゅう,キュウジュウ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,2,1,4,3,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,1,1,1,2,2,1,3,3,1,1,3,1,1,5,5,5,5,5,5,5,5,5,2,3,1,1,3,2,1,1,1,1
委員,いいん,イイン,5,4,5,5,4,5,5,4,5,4,4,5,5,5,5,3,3,5,5,4,3,3,5,5,4,4,5,4,4,4,5,4,4,4,5,3,3,3,3,4,3,3,4,3,3,2,2,3,1,4,1,4,4,4,4,5,5,4,5,4,5,3,3,1,4,5,5,4,4,5
立てる,たてる,タテル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,5,5,3
後ろ,うしろ,ウシロ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5
起きる,おきる,オキル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,4
説明,せつめい,セツメイ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
毎日,まいにち,マイニチ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5
うう,うう,ウウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,4,2,1,1,5,5,1,5,5,3,5,5,5,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,2,3,3,3,2,4,3,3,4,2,1,5,4,4,1,1,3,3
新,しん,シン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,4,5,4,5,4,4,4,4,5,1,5,5,5,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5
洗う,あらう,アラウ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,4,1,5,4,4,4,5,5,5,5,4,4,5,4,4,4,5,1,1,3,5,1,5,4,4,5,5,5,5,4,5,4,5,4,4,3,4,3,5,4,4,3,4,4,4,4,4,5,1,4,5,2,4,4,3
女の子,おんなのこ,オンナノコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,3,5,5,4,4,5,5,5,5,5,5,3,5,5,4,5,5,5
ライン,ライン,ライン,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,1,4,5,5,4,4,4,1,3,1,1,4,5,5,4,4,5,5,4,1,5,3,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,4,5,5,4,5,4,5,5,4,4,3,4,4,5,5,5,5
うー,うー,ウー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,4,1,1,1,3,5,1,5,5,1,4,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,4,1
ぞ,ぞ,ゾ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5
生活,せいかつ,セイカツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
部分,ぶぶん,ブブン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,1,5,4,4,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
線,せん,セン,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,4,4,5,4,4,4,4,5,5,5,4,3,5,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,5,5,5,5
左,ひだり,ヒダリ,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5
メール,メール,メール,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,1,3,1,1,3,4,4,5,5,5,5,5,1,4,3,4,5,5,4,5,4,5,4,3,4,3,5,5,5,5,5,5,4,3,5,4,4,5,4,5,5,5,5,4,5,5,5
