word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
鉄道,てつどう,テツドウ,4,3,4,3,3,4,3,4,3,3,4,3,2,4,3,5,3,4,4,4,3,3,3,3,4,2,2,3,2,2,2,2,3,3,4,1,5,3,2,1,2,2,2,3,3,2,3,2,1,2,1,4,3,4,4,3,3,3,3,3,4,2,3,1,3,4,2,5,4,4
車両,しゃりょう,シャリョウ,4,4,4,4,4,4,3,4,4,3,5,3,4,4,3,5,3,1,4,4,3,3,3,3,3,2,2,3,2,2,2,3,4,4,3,3,5,3,3,1,3,3,3,3,2,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,5,3,4
村,むら,ムラ,4,4,4,2,4,4,4,3,3,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,4,5,4,4,4,4,4,5,4,1,4,4,4,4,4,4,5,3,3,4,3,4,4,4,5,4,4,5,5,4,4,5,5,5,5,4,4,5,4,4
ルーム,ルーム,ルーム,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,3,1,1,4,3,3,4,1,4,1,1,4,3,3,3,2,4,4,3,1,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,4,3,4,3,3,3,4,3,3,4,3,3,4,4,4,3,3,3,4
放題,ほうだい,ホウダイ,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,2,3,3,2,3,3,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,1,2,3,1,3,3,3,3,3,3,3,3,4,3,2,3,2,4,3,4,3,3,3,3,4,4,3,1,3,4,4,2,4,3
恥ずかしい,はずかしい,ハズカシイ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,5,4,4,4,5,5,1,1,3,5,1,4,4,5,5,5,5,5,4,5,4,5,4,5,3,4,3,4,4,4,4,5,4,4,4,5,4,4,5,4,5,2,4,4
期間中,きかんちゅう,キカンチュウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,3
恐れ,おそれ,オソレ,4,2,2,3,3,4,3,3,3,3,3,3,3,2,3,4,3,1,4,4,1,4,4,4,3,4,3,4,4,4,3,3,5,5,4,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,5,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3
統合,とうごう,トウゴウ,4,3,2,3,4,4,4,4,3,3,2,2,3,3,2,5,2,2,3,4,2,2,3,3,2,2,3,3,2,2,3,2,3,3,4,1,2,2,2,1,2,2,2,2,4,2,3,2,3,3,2,4,5,3,4,4,4,4,4,4,3,2,2,4,3,3,3,5,3,4
祈る,いのる,イノル,4,3,3,2,3,4,3,4,3,3,2,3,2,3,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1,4,4,4,4,4,4,4,4,4,5,4,4,4,2,3,2,3,3,3,2,3,3,3,4,4,4,4,4,3,4,2,4,4
日記,にっき,ニッキ,4,4,3,4,3,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,5,4,2,4,3,1,3,3,3,3,4,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,4,4,2,3
魚,さかな,サカナ,4,5,5,4,3,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4
ビール,ビール,ビール,4,5,5,4,4,4,4,3,4,5,4,5,4,5,5,4,4,1,4,4,4,4,4,1,4,1,1,4,2,2,4,3,4,4,4,1,3,4,3,1,4,4,4,4,3,3,3,3,2,4,4,4,3,4,5,4,4,4,4,4,4,4,4,1,4,4,3,3,4,4
定義,ていぎ,テイギ,4,3,3,2,4,4,3,4,3,3,2,2,3,2,3,5,2,3,4,4,2,3,3,3,2,2,2,3,2,2,3,3,3,3,4,2,5,2,2,1,2,3,3,2,4,3,3,3,4,3,1,5,5,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4
出版,しゅっぱん,シュッパン,4,4,3,3,4,5,3,3,3,4,3,2,4,4,3,5,3,4,3,4,3,3,3,3,4,2,3,4,2,2,3,1,3,3,4,2,4,4,2,3,3,3,3,3,5,3,2,2,1,2,1,4,4,4,4,3,4,4,4,3,4,2,3,1,4,4,2,5,4,4
手法,しゅほう,シュホウ,4,3,1,3,4,4,3,3,3,2,3,2,4,3,2,4,2,3,4,4,2,2,3,3,2,2,1,3,2,2,1,2,3,3,4,2,2,2,1,1,2,2,2,2,4,3,2,2,2,2,1,5,5,3,4,5,4,4,4,4,4,3,2,1,3,4,2,4,4,4
キロ,キロ,キロ,4,5,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,1,1,4,1,5,5,1,4,1,1,4,3,4,4,3,4,4,4,1,1,1,4,1,4,4,4,4,4,4,3,3,3,1,5,4,4,5,5,4,4,4,4,4,4,4,5,1,4,4,3,4,4,4
差す,さす,サス,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,2,3,1,5,4,2,3,3,3,4,3,3,4,3,3,3,4,2,2,2,3,1,4,2,3,3,3,3,3,3,4,3,4,3,3,1,4,4,4,4,4,4,4,4,4,4,5,3,3,4,2,5,2,3,3
パフォーマンス,パフォーマンス,パフォーマンス,4,4,3,3,5,4,3,4,3,2,3,2,5,4,3,4,3,1,3,3,2,3,3,1,1,1,1,2,2,2,3,2,2,2,4,2,4,1,3,1,3,2,2,2,3,2,3,2,2,3,4,3,4,3,3,3,3,3,3,3,4,2,3,1,2,4,2,3,4,4
当たり,あたり,アタリ,4,3,3,3,3,4,3,3,3,4,3,3,2,3,3,4,3,1,3,4,4,3,3,3,3,3,4,5,3,3,4,3,3,3,4,3,1,5,4,4,4,4,4,4,3,3,3,3,3,4,5,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,3,4
こだわる,こだわる,コダワル,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,1,4,1,4,4,3,4,4,4,3,3,4,3,3,3,4,3,1,1,3,3,1,2,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,4,4,4,3,3,4,3,3,3,3,2,4,2,4,4
左右,さゆう,サユウ,4,3,3,3,3,5,3,4,3,4,3,3,2,3,3,4,3,5,4,4,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,5,1,4,3,1,4,4,3,3,4,4,4,4,4,3,1,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4
敵,てき,テキ,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,3,5,5,4,4,5,5,5,5,5,5,4,5,5,3,3,3,4,3,3,4,3,3,4,4,5,5,5,5,5,5,5,4,4
鍵,かぎ,カギ,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,3,4,4
イギリス,イギリス,イギリス,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,5,3,3,5,4,3,4,1,1,4,1,1,4,3,3,4,2,4,4,4,1,5,4,3,1,3,3,3,3,4,2,2,2,1,3,4,4,4,5,4,4,4,5,4,5,4,1,4,3,4,4,1,5,4,4
入院,にゅういん,ニュウイン,4,4,5,4,4,4,3,3,5,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,1,4,3,4,4,4,4,4,3,3,2,3,2,4,1,4,3,5,4,4,3,4,4,5,4,2,4,1,4,3,4,3,3,4
無視,むし,ムシ,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,5,5,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
促進,そくしん,ソクシン,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,1,2,4,4,2,2,2,2,2,2,1,2,2,2,1,1,3,3,4,3,1,2,1,1,2,2,2,1,3,2,2,2,2,2,1,4,4,3,4,3,3,3,4,4,4,2,2,1,2,3,2,4,3,4
ピアノ,ピアノ,ピアノ,4,4,4,3,5,4,3,5,3,3,4,4,2,4,4,4,4,1,4,4,4,4,4,1,4,1,1,3,3,4,4,3,3,3,4,1,5,3,3,3,3,3,3,4,3,2,3,2,1,4,4,4,3,5,4,4,3,4,4,5,4,2,4,1,4,4,4,4,3,3
溜まる,たまる,タマル,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,2,2,4,3,4,4,4,2,2,2,4,1,1,2,5,1,4,4,3,2,3,3,2,3,4,3,4,4,2,5,4,3,4,4,4,3,5,4,4,4,4,2,3,3,2,4,2,4,4
去年,きょねん,キョネン,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,3,3,4,4,1,5,4,5,5,4,5,4,4,5,4,3,4,1,4,4,4,1,4,4
勤める,つとめる,ツトメル,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,3,1,4,4,4,3,3,4,4,3,3,4,2,2,3,2,1,1,2,3,1,4,2,3,4,3,3,4,4,3,3,3,2,3,3,4,3,5,4,4,4,4,5,4,4,4,3,1,4,2,4,3,3,3
シングル,シングル,シングル,4,3,4,3,3,4,3,3,3,3,3,4,4,4,3,5,2,1,3,3,2,3,3,1,2,1,1,2,2,2,2,1,3,3,3,2,5,2,2,1,2,2,2,2,2,1,2,1,1,2,3,4,4,3,3,3,3,4,3,3,4,2,3,1,2,4,2,5,3,4
飽くまで,あくまで,アクマデ,4,4,3,4,4,4,3,3,3,3,4,4,4,4,2,3,4,1,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,3,4,4
申告,しんこく,シンコク,4,3,3,3,3,4,3,3,3,2,3,2,3,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,3,4,3,3,3,2,3,3,3,4,2,2,1,2,3,2,2,3,3
当てる,あてる,アテル,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,2,4,1,5,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,2,5,1,5,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,3,5,3,4,4
さて,さて,サテ,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,4,3,2,2,4,4,4,3,5,3,3,5,5,5,5,5,5,5,5,1,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,2,4,4,4,5,4,5,4,2,1,4,4,5,4,1,1,5,5
フード,フード,フード,4,4,4,5,3,4,3,3,4,5,3,2,4,4,4,3,2,1,3,3,2,3,4,1,2,1,1,3,3,3,3,2,4,4,3,1,3,2,2,1,2,3,2,2,2,3,3,2,3,2,4,3,2,4,3,4,3,4,3,3,4,4,3,5,3,3,3,3,3,3
アイドル,アイドル,アイドル,4,4,3,4,3,4,4,3,3,4,3,4,3,4,4,4,4,1,3,3,4,4,4,1,2,1,1,3,3,3,5,4,2,2,3,4,4,2,4,1,4,3,4,3,3,3,3,3,3,4,4,3,2,4,3,3,3,3,5,3,4,3,4,4,3,4,4,4,4,4
育成,いくせい,イクセイ,4,3,3,4,3,4,4,3,3,3,3,2,2,3,3,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,1,4,4,3,4,3,4,3,5,4,4,3,2,3,2,4,2,4,5,4
紙,かみ,カミ,4,5,4,5,5,5,3,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
社会人,しゃかいじん,シャカイジン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,1,3,3,3,3,4,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3
住民,じゅうみん,ジュウミン,4,3,2,4,3,4,3,4,3,3,3,2,4,3,2,5,3,3,4,5,3,4,4,4,3,3,3,4,3,3,3,3,4,4,4,2,4,3,3,1,3,3,3,3,4,3,4,3,3,3,1,4,4,4,4,3,3,4,4,4,4,4,4,1,4,4,3,4,4,4
上司,じょうし,ジョウシ,4,4,4,4,3,4,3,5,3,3,4,4,3,4,3,3,4,2,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3,1,3,3,3,4,4,3,4,4,3,3,3,3,3,1,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4
ノート,ノート,ノート,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,1,4,4,4,3,3,1,4,1,1,4,4,4,4,4,4,4,4,1,3,4,3,4,3,4,4,3,4,4,3,4,3,4,5,4,3,4,4,3,3,4,4,4,4,3,3,1,4,4,4,3,4,4
職業,しょくぎょう,ショクギョウ,4,4,4,4,4,4,5,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,4,4,3,3,3,3,1,4,4,4,4,4,4,5,5,4,4,4,3,1,4,4,3,4,3,4
サプリ,サプリ,サプリ,4,3,2,3,3,4,3,3,3,3,2,2,3,2,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,2
咲く,さく,サク,4,4,4,3,3,5,5,4,3,4,4,3,2,4,4,2,4,1,4,4,4,3,4,3,4,3,4,4,3,4,4,3,1,1,3,3,1,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3,4
付け,つけ,ツケ,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,5,3,1,2,4,2,3,3,3,3,3,3,2,3,3,3,3,5,5,4,4,1,3,3,1,1,1,1,2,1,1,2,1,2,2,1,4,5,4,4,4,4,4,4,4,5,4,3,1,3,5,4,4,3,4
箱,はこ,ハコ,4,4,4,5,5,4,3,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,2,5,4,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
追う,おう,オウ,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,5,1,4,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,3,4,4,5,4,4,4,5,5,5,4,5,5,4,4,5,4,4,3,4,4,3,4,4,4,4,4,5,5,4,5,3,5,4,4,4
ソース,ソース,ソース,4,4,4,3,3,4,3,3,3,5,4,3,2,4,4,4,3,1,3,4,3,4,4,1,2,1,1,3,4,4,4,3,3,3,4,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,5,4,4,4,1,3,4,3,3,3,5
開示,かいじ,カイジ,4,2,2,3,3,4,3,4,3,3,2,2,2,3,2,2,2,1,3,3,2,2,2,2,1,2,1,1,2,2,1,1,2,2,4,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,4,2,2,4,2,3,2,2,2,3
怒る,おこる,オコル,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,1,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,5,4,5,4,5,5,4,5,3,5,3,4,4
イラスト,イラスト,イラスト,4,3,3,3,4,4,3,3,3,2,4,3,4,3,4,4,2,1,3,3,2,2,2,1,2,1,1,3,1,2,4,2,2,2,3,3,4,2,2,1,2,3,4,2,3,4,2,2,3,2,4,3,3,3,3,3,2,3,3,3,4,3,2,1,4,4,2,4,4,4
御洒落,おしゃれ,オシャレ,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,1,3,1,3,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,2,1,2,3,4,4,3,3,3,3,2,3,2,2,4,4,4,2,4,4,3,3,5,4,3,5,3,3,1,2,3,4,2,3,3
狙う,ねらう,ネラウ,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,5,1,4,4,5,5,5,5,4,5,4,4,5,5,4,4,1,1,3,4,1,4,5,4,5,5,5,5,4,5,4,4,5,5,3,4,3,4,3,3,3,4,3,3,4,5,5,4,4,3,4,4,4,4
ヨーロッパ,ヨーロッパ,ヨーロッパ,4,4,4,4,4,4,4,3,3,4,2,3,3,4,3,5,3,3,4,4,2,3,1,1,4,1,1,4,2,2,3,2,4,4,4,2,5,4,3,1,3,3,3,3,4,2,2,2,1,2,4,4,4,5,4,5,4,4,4,5,4,1,3,1,4,4,1,5,4,4
ペース,ペース,ペース,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,1,3,3,3,3,3,1,2,1,1,3,3,3,4,4,3,3,3,1,1,2,3,1,3,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,1,3,3,4,3,4,4
伸びる,のびる,ノビル,4,5,5,4,4,5,5,4,5,5,4,4,4,4,5,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4
殺す,ころす,コロス,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,5,4
バンド,バンド,バンド,4,4,4,3,4,4,3,5,3,4,4,4,3,4,4,5,3,1,3,4,3,4,4,1,3,1,1,3,2,2,4,4,4,4,4,1,5,3,3,4,3,3,3,4,2,2,3,2,1,3,4,4,4,5,4,4,3,5,4,5,4,2,4,1,3,4,3,5,4,4
風邪,かぜ,カゼ,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,3,3,4,4,1,3,3,4,4,4,4,4,3,3,3,4,3,4,2,4,3,4,4,4,3,3,4,3,4,3,4,3,4,3,4,2,3,3
誘う,さそう,サソウ,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,2,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,5,5,5,4,4,5,4,5,4,5,1,4,3,4,4,4,3,5,4,3,4,4,4,4,4,3,5,3,4,3
思考,しこう,シコウ,4,4,4,3,4,4,3,4,3,4,3,2,2,4,3,3,3,3,4,4,2,3,3,3,4,3,3,4,3,3,3,4,4,4,4,4,2,4,3,4,3,4,4,2,4,4,3,4,5,4,1,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,3,4,4
少女,しょうじょ,ショウジョ,4,2,2,3,3,4,4,3,3,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,5,5,4,4,4,3,5,4,1,4,4,4,4,4,5,4,5,5,4,1,3,2,4,3,3,3,3,3,3,4,5,4,5,5,4,5,5,4,4
翌日,よくじつ,ヨクジツ,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,5,4,4,3,3,4,4,4,3,4,4,3,3,4,3,3,3,4,3,5,4,3,1,4,4,4,3,4,4,3,4,4,3,1,4,3,4,4,3,3,3,3,3,4,4,3,1,4,4,4,4,3,3
入り,いり,イリ,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,5,4,1,3,4,1,4,4,4,4,3,3,1,3,3,3,4,4,4,5,4,1,1,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,1,4,5,3,5,4,4
初め,はじめ,ハジメ,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,3,3,4,3,4,1,5,5,5,4,5,5,5,4,5,4,4,4,3,4,4,4,4,3,4
小学生,しょうがくせい,ショウガクセイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,4,3,1,1,3,1,1,1,1,1,1,3,1,1,4,3,2,3,4,4,4,4,4,4,4,4,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,3,4,4
再度,さいど,サイド,4,2,2,3,4,4,3,3,3,2,2,2,3,3,2,4,2,3,4,4,3,3,3,3,3,2,2,3,2,2,2,3,3,3,4,3,3,3,2,3,3,3,3,2,3,4,3,3,4,2,1,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,4,4,3,3
ガイド,ガイド,ガイド,4,4,4,3,3,4,4,3,4,4,2,3,3,4,4,3,2,1,3,3,2,3,3,1,2,1,1,3,1,1,2,2,3,3,4,1,3,2,2,1,2,2,2,2,3,2,3,2,1,2,3,4,4,4,4,4,3,4,4,5,4,2,3,4,3,3,2,4,4,3
カウンセリング,カウンセリング,カウンセリング,4,2,2,2,3,4,3,3,3,2,3,2,3,2,2,2,2,1,3,3,2,2,3,1,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,4,2,2,2,2,2,1,2,1,1,2,3,3,2,3,3,3,2,4,3,3,3,1,2,1,2,2,2,2,3,2
遣り取り,やりとり,ヤリトリ,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,2,2,1,4,4,1,2,2,3,3,3,3,4,3,3,3,3,2,2,3,3,1,1,2,1,3,3,3,2,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,2,1,4,3,4,2,4,3
サプリメント,サプリメント,サプリメント,4,3,3,2,3,4,3,3,3,4,2,2,2,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,4,1,1,1,1,2,1,2,2,2
付近,ふきん,フキン,4,2,1,3,3,4,3,3,3,2,2,3,3,2,2,5,3,3,3,4,3,3,3,3,4,3,2,4,3,3,2,3,3,3,4,4,1,4,3,1,4,4,3,4,3,4,4,4,3,3,2,4,4,4,5,4,3,4,4,4,4,4,3,5,4,4,4,4,3,4
カバー,カバー,カバー,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,3,4,2,3,3,1,3,1,1,3,3,3,3,3,4,4,4,1,4,3,3,1,3,3,4,2,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4
痩せる,やせる,ヤセル,4,4,5,3,3,4,5,3,3,5,4,4,3,4,5,1,3,1,4,4,1,3,4,3,4,3,3,4,3,3,3,2,1,1,2,3,1,1,3,4,3,3,3,3,3,2,2,3,3,3,3,4,2,4,4,3,3,4,4,4,4,3,3,1,3,2,3,2,3,3
喜び,よろこび,ヨロコビ,4,3,2,3,3,5,3,4,3,2,3,2,4,3,3,3,4,1,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4
別れる,わかれる,ワカレル,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,2,4,1,4,4,5,5,5,5,4,4,4,5,4,4,4,4,1,1,2,4,1,4,4,4,5,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,5,1,4,3,4,3,3,4
訓練,くんれん,クンレン,4,3,4,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,3,4,4,1,3,4,4,3,4,4,4,3,4,4,1,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4
半年,はんとし,ハントシ,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,1,4,4,3,4,4,4,4,4,4,3,3,4,4,1,4,3,4,4,4,3,4,4,5,4,4,4,1,4,4,3,3,4,4
時々,ときどき,トキドキ,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,2,4,1,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,4,1,4,4,4,3,5,4
電力,でんりょく,デンリョク,4,2,2,2,3,4,3,3,3,2,3,3,2,2,2,4,2,2,3,4,2,3,3,3,2,2,1,2,2,2,1,2,4,4,4,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,5,3,3,3,3,3,4,2,3,4,2,4,2,4,4,4
