word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
わん,2249,2944,18163,8196,4793,18529,9355,983,15156,17579,2586,18049,17080,13132,11634,4361,13132,12307,11185,6863,7775,7704,17965,-1,11719,11086,2289,5490,12161,15730,7148,17475,8673,10262,10436,8994
かたち,2255,424,10448,14043,190,506,13548,1127,15569,16927,750,1298,3360,1144,1396,290,17354,16263,1346,4752,1756,1830,436,6826,535,14238,4008,3780,455,16086,1448,4893,430,10939,10663,3937
くち,2296,656,22136,544,57,590,778,842,435,15519,5011,422,155,481,661,91,481,443,15338,154,530,576,79,7064,253,12286,265,221,104,433,1137,24718,105,773,668,22526
ふつう,2301,179,14563,11918,480,908,440,539,13852,11888,-1,506,2756,561,320,415,20266,18992,304,18502,12007,13699,284,22219,727,21851,6542,949,220,14325,2720,4768,247,22381,15445,6949
もち,2325,16266,7287,4695,3039,14065,19530,5267,7099,24172,8411,7043,3787,7682,3655,5466,17175,16094,3525,1780,15774,17713,6178,22886,2405,9045,563,636,2002,7391,-1,15390,21517,8358,5715,6554
あさ,2347,327,11517,644,161,1101,589,659,645,638,3772,664,442,1265,606,302,1265,1177,14324,482,662,694,498,2584,516,6308,635,582,863,662,2813,13767,352,574,1268,16645
ゆき,2350,801,5136,2762,593,24024,1983,764,2721,21713,-1,1658,3504,20797,303,1078,20797,19496,288,6879,2881,23208,4469,4456,874,8898,875,2179,1852,2863,-1,7529,1166,3764,8483,11944
となり,2371,573,21346,18276,537,2133,20026,1166,1268,19393,-1,1155,5350,2230,1079,743,2230,2069,7249,19731,18961,18692,1083,196,578,7337,22665,17249,495,1341,-1,7865,543,23717,4933,10353
いち,2391,65,3413,3519,5,42,18082,266,1841,18148,-1,1499,5043,1575,2289,15,17870,16748,2218,2661,13141,10717,115,10556,200,4570,339,795,26,1947,187,4845,35,2592,4882,1258
ふたたび,2403,16266,13648,1548,-1,1264,2130,2837,1780,1726,299,1776,1402,1404,4884,815,1404,1301,4707,6310,1634,1611,8968,3853,517,1757,24222,11499,480,1872,652,2777,467,13216,3558,35948
むかう,2418,1703,1724,579,-1,627,869,772,24888,608,179,634,1656,473,1668,711,473,437,1610,16367,8622,9157,810,-1,275,635,3899,8037,135,665,170,4032,235,19185,22470,29360
ちゅう,2440,6059,3253,1857,2110,11690,16517,19801,2181,4200,1494,5864,2291,11093,7075,1741,3838,3583,4826,1370,22417,16885,5852,20116,2896,18913,198,743,17330,2285,-1,8008,1960,6566,18045,8845
あご,2455,6453,9516,15830,2148,5688,19932,6799,8643,7732,-1,6830,5428,9247,8903,1186,14564,13660,22528,9573,13012,14574,3008,-1,1554,15061,4721,4033,1777,8989,9294,8653,1890,7210,15273,9800
あいさつ,2467,1251,6603,4661,731,3449,1903,1852,3195,2874,-1,1714,5920,2539,1878,653,5480,5118,4002,10055,9811,9619,9026,-1,1260,7225,16263,4068,759,3342,2882,8868,876,22043,4414,8282
しだい,2468,2199,19977,4248,245,1841,1203,2316,6045,5290,-1,1822,6376,2267,3573,558,2267,2103,7074,2846,8372,9004,2208,-1,2380,3605,6342,6705,1186,6293,1945,4911,1218,9354,4212,22563
うしろ,2476,614,5089,1277,-1,1691,2441,2000,879,18146,-1,915,903,1068,1445,1011,12057,11309,13544,730,15377,14901,458,-1,653,23361,1301,1812,326,932,3537,2955,583,4732,473,15103
まれ,2483,11455,7161,9487,1262,6199,12988,2246,5489,5959,1396,6110,7040,8577,6391,3269,8577,8024,6154,12660,8225,9189,9407,-1,10571,6654,2377,2329,3618,5723,4693,10011,5356,7289,11396,11351
くら,2501,16266,15357,8208,2210,5281,16365,5416,5540,7729,7329,14816,6490,4245,1149,2282,6411,5994,5412,8610,9235,10004,20628,-1,5487,7822,1238,2152,21113,5798,-1,24631,12207,8519,20523,9815
まじめ,2507,1648,15056,5617,1148,4318,16640,1690,7605,6590,806,2565,4325,2562,1744,1600,13715,12859,4954,11747,5541,6147,1524,-1,2028,10920,7513,6593,1499,7923,7740,6920,882,21607,15466,11715
くま,2535,3492,12078,8692,2437,7431,6968,2529,7243,12691,-1,3280,12413,4791,2806,2733,4791,4476,8272,7341,3703,24842,15793,18728,2777,15920,2434,3584,2317,7525,-1,15899,3574,5400,3787,7893
おち,2537,5687,3158,11463,63,14576,6663,8539,13581,17949,-1,6107,7343,8850,5152,4502,10722,10059,7395,9165,704,754,6903,-1,10510,4849,4093,7113,5246,14102,6149,15948,913,10288,15983,25928
かれ,2540,527,12025,304,80,175,206,251,74,3536,43,72,61,264,567,146,3707,3458,6869,276,4422,4375,551,3259,28,5295,926,834,63,76,140,1773,197,210,518,11894
よけい,2544,1873,24628,6044,1939,5305,2648,1028,11028,10601,856,1763,4589,1511,1490,1480,3905,3646,6611,11491,2508,21469,1016,-1,2093,8995,19724,15025,1401,11435,2473,6892,857,22152,2469,33107
そん,2553,4649,12369,3601,1024,16981,3045,3420,3815,3408,-1,1754,3899,5001,5346,2380,1441,1337,1841,3465,8274,6837,4266,11247,2801,1129,878,3768,3557,4020,8584,4412,3938,16941,4987,3083
ひそか,2582,16266,21426,6762,-1,6251,7350,5999,11026,9478,942,9723,2556,9380,9467,1572,9380,8793,9105,19912,23590,8250,7932,-1,2205,7685,3514,2984,4046,11433,-1,5353,4242,24857,20285,31360
いっち,2599,8120,2372,7119,1664,4710,3278,2377,19461,2929,5206,3015,3275,5391,5488,2367,5391,5032,5292,9379,1158,1396,6693,-1,3471,5822,15323,3378,3719,20010,4813,3502,3765,3901,21997,3695
あて,2604,5116,8866,7502,1776,8943,16370,23992,11938,15765,1639,4850,3039,6226,4866,5409,11904,11164,11190,4887,5332,5984,10155,-1,8294,10463,1796,2472,3828,12365,2734,6445,3043,19754,10097,11760
しまい,2679,13446,2316,6143,3367,8855,4947,2386,2951,7317,6948,2871,3465,9573,4716,2770,3964,3702,6637,2745,2577,2865,3551,20904,20131,6801,8702,8880,2784,3109,7759,4160,1803,1624,10520,4903
すき,2720,193,21044,4049,1301,499,22788,157,8818,11496,231,156,5253,312,136,253,12088,11339,9762,3571,9637,10460,20,15163,373,12484,1952,2084,365,9170,4100,9495,99,11654,11697,9025
がん,2734,6453,4504,1853,355,2756,5118,7077,2742,4127,3899,15324,7574,8530,12805,1320,11214,10520,7223,6635,8750,6648,19881,8130,9253,6760,416,878,9106,2884,9286,7604,8636,4690,4780,4039
しっぽ,2745,4442,17572,9261,3248,10379,10703,6169,12872,11246,-1,3812,10242,895,6162,2932,12252,11490,11774,11644,12174,11826,803,-1,4110,10434,17031,17247,1146,13335,4060,12811,2984,18740,12513,11170
さい,2756,368,5494,2980,492,344,21630,473,2342,5850,228,265,3403,1338,1378,248,17840,16719,6085,4163,15269,14642,1571,9914,423,5048,199,664,650,2460,2792,8302,2990,5736,10677,8361
ふえ,2762,10047,12664,18505,2167,16247,15524,5297,16772,22450,-1,7189,3828,5353,6367,3849,5353,4997,6253,5622,9683,9525,16239,18528,3769,8709,10560,14520,8220,17305,-1,6099,5015,8342,10894,39116
うら,2776,10047,10501,1091,418,2884,24725,1051,1334,5574,1144,5712,985,5195,4989,2005,5195,4845,4808,1549,1166,1250,314,14765,1186,5842,705,884,15394,1392,4017,15556,9589,1382,790,7684
かん,2799,6881,3539,2330,39,9187,13020,3032,1393,2105,6251,3798,3931,18553,837,400,3421,3193,2205,5539,7013,6141,591,4310,2299,3562,87,332,397,1460,3728,4134,22615,3592,5628,2131
わき,2802,3103,21619,21766,2485,4554,3572,7167,16818,19537,-1,5903,3357,11243,9916,1113,11243,10547,10693,12183,15515,15582,1996,-1,1650,17182,1745,2196,2647,17355,-1,7275,1747,4885,8308,17732
ふだん,2889,851,5856,4153,7810,3369,678,2009,7651,6638,-1,2424,3730,3434,2268,1814,3434,3206,2592,877,3100,3190,540,-1,2013,3878,7339,4638,666,7965,1484,6085,585,3183,1176,17425
にし,2905,2090,307,21756,656,2579,3251,13740,2121,2248,-1,2316,1342,2125,2863,982,2125,1972,2764,21157,1755,1878,11560,11301,1654,3257,18719,12900,2109,1394,7714,1480,4316,11423,18083,38662
いちおう,2956,236,12024,1411,1224,3131,2507,1270,2218,2101,-1,2162,6166,1639,1216,1047,1639,1522,1172,9847,5247,4369,10471,17197,1518,1230,11508,11474,589,2371,1551,8249,718,10337,17873,19546
ひる,2977,631,24678,551,809,4223,2070,3447,773,15980,1179,2092,476,3279,1293,991,3279,3059,24347,141,18895,19141,4518,9377,1892,2268,65,65,1561,806,9206,8365,966,1487,644,4895
こんど,2981,299,5467,10817,243,1159,1438,405,8461,9519,-1,441,1457,338,405,306,338,312,385,9823,19933,20183,129,-1,341,326,16631,24033,395,8805,457,3792,258,6909,19173,15253
さよう,3000,5383,1170,4834,2056,2720,1940,13608,12311,9225,1096,4321,4796,6640,8556,3689,7698,7200,8797,16665,2809,3163,4709,19118,13053,6929,784,833,4382,12742,-1,6266,4109,2676,6992,23931
よそう,3001,1998,2497,2873,1879,2561,1079,2843,22433,1275,-1,1314,1571,1824,2915,1170,21021,19698,14581,15938,15294,15641,2267,-1,2015,16466,21419,2628,507,23046,2915,22732,840,3323,1460,21464
いわく,3011,8967,20131,16419,-1,12409,7781,16270,8352,7132,-1,7307,14187,10309,8399,5763,10309,9664,8085,15646,20940,19471,15135,9594,6995,10784,13081,23603,2748,8691,9425,13445,3665,12967,16862,22791
のど,3038,1703,12156,7092,1958,3873,4236,3415,4770,4230,-1,4340,4865,4530,4033,1101,9352,8765,5568,11603,6913,7067,648,-1,1293,10358,4842,4462,1535,4980,-1,9683,885,23948,14112,11327
そうこう,3107,20704,2425,16931,10772,24258,11720,24611,19467,13320,2758,13667,19590,18294,7713,6784,18294,17149,7421,8380,7851,8561,9061,-1,7825,9615,11820,18199,5636,20018,1203,10851,7567,2217,10025,17644
おば,3145,681,18211,2989,3264,3995,9379,8004,2934,1261,-1,5521,6074,2837,10449,2111,2837,2645,1556,4713,2469,2760,17820,-1,4836,3370,5411,7189,24516,3095,-1,2985,1857,12926,12487,5974
ふた,3180,1844,11307,6644,1268,5033,4424,4929,7227,8706,10599,8927,3841,9909,6032,2121,11899,11159,5811,2113,8291,8754,4427,-1,2221,9213,1662,1690,2830,7527,9587,2453,2267,11712,12571,4970
きらい,3193,658,7855,11253,17977,4085,2590,1073,21360,18034,-1,650,6458,876,753,1187,24571,23028,22409,11361,23676,23697,835,-1,2261,16012,15334,20067,1537,21943,1036,12922,666,5950,1837,38653
なめらか,3194,8967,10670,24987,-1,9783,7598,13761,11139,23950,1892,9804,8526,13877,24188,4214,13877,24830,23261,11982,18711,19778,6032,-1,5271,18824,7337,6196,5063,11555,-1,10556,3255,15652,14107,7368
いと,3211,16266,5544,6467,1073,5164,5151,556,7423,15523,2367,4141,4792,1916,9599,1129,1916,1780,11269,6975,12113,12160,1310,21152,493,15513,594,951,16081,7766,7669,14694,8679,18039,5817,15960
むこう,3220,335,13573,900,11312,2134,3794,952,955,20221,-1,975,835,927,1131,1013,17822,16702,16575,786,7298,8494,1984,-1,1030,23864,6789,8932,727,1014,2169,5699,544,8973,1457,13791
わる,3235,1433,24184,5799,-1,5282,5319,1958,3403,4396,1136,2955,7365,3067,3249,2170,15596,14620,9737,6254,12322,12422,4673,-1,1912,6213,2277,3299,2335,3567,3585,10829,2167,24361,7187,9844
じゃま,3238,964,12115,11301,1102,6049,3136,823,16117,10068,-1,584,12222,513,709,986,11320,10618,7379,23604,10714,10627,853,-1,1898,6015,9139,10254,821,16637,1584,14947,557,9501,1801,21752
つめ,3250,1382,19826,7552,1492,5882,19794,4784,7897,10811,3001,3811,10360,3047,3658,2003,8339,7803,15650,11400,9531,10267,1092,-1,3032,9190,2885,4456,1672,8219,8343,20330,2154,19985,6289,6848
だいじ,3254,440,9068,405,638,1385,554,379,400,8095,591,411,1231,643,528,738,643,596,9416,590,641,665,374,-1,1278,17150,3294,2384,764,416,534,22296,466,8628,533,24235
ひかり,3315,1782,10823,2735,110,1136,18559,359,7160,9915,2511,993,8516,720,948,217,16423,15387,15527,15035,858,600,979,3846,407,10968,9257,9890,272,7451,1222,9933,478,6846,969,11292
こころ,3327,1277,14961,5108,31,374,12662,337,11403,10970,518,253,7020,277,383,93,277,256,2752,2970,18996,20276,112,11637,178,9926,1478,2914,235,11817,367,5910,166,7274,11677,8356
しゃ,3328,2523,4699,2865,1496,1025,766,1915,1181,4703,3620,907,1134,2688,3609,825,2688,2500,3829,4396,24400,20924,5669,23662,1884,5366,1262,1007,4480,1082,7813,11403,2459,104,913,1191
むり,3336,300,7317,293,345,1796,728,253,265,6847,-1,272,759,408,324,437,408,378,308,311,331,362,281,-1,854,414,3125,2606,308,276,540,12566,200,8070,605,9360
かし,3342,20704,3799,16365,1834,4387,6192,7391,12547,15604,3014,24652,8887,20563,15124,1560,20563,19272,14531,11011,15799,14385,14633,13742,5845,13800,1286,1888,1279,12996,-1,17085,1109,17061,17918,19746
あきらか,3402,3250,973,2190,-1,831,975,3102,2027,1921,463,1975,4114,2239,3280,583,2239,24223,3163,17207,886,1018,20186,-1,1112,2745,16993,7656,890,2132,4944,7648,1030,1622,9585,18756
じゅう,3407,94,4577,5988,297,57,23691,1414,3509,5451,2524,9058,2032,1552,5359,1696,4526,4232,5131,6906,9534,8292,895,12621,528,21700,268,1156,21083,3678,3157,4912,9685,8911,10125,6763
けが,3409,1433,22756,5522,2391,5261,2328,1132,6279,4869,-1,876,10335,1058,1430,1520,4973,4639,3736,13401,11016,10596,2430,-1,2168,7700,4645,4400,876,6533,7579,12925,835,4636,19153,12098
ひざ,3414,2688,7696,13890,577,3144,3559,5769,5781,5512,-1,5647,5684,8296,4584,476,17024,15953,16666,10792,7999,8556,749,-1,993,13824,3723,3569,1192,6040,-1,12663,1010,24735,16186,17307
あし,3465,491,24114,11174,52,785,648,768,8580,9211,2677,605,12258,527,809,194,21093,19766,13428,20579,581,634,91,11065,292,19745,706,1290,271,8928,441,23600,276,14849,834,9115
えだ,3482,4114,4321,3217,669,4848,6506,3126,3437,4138,4981,4241,1501,5442,1683,1253,5442,5081,1625,1363,24709,24496,13101,24974,1812,6425,474,527,2372,2650,-1,1950,3952,3138,1141,53876
さばく,3504,10047,5303,9630,9900,9508,8901,12180,10151,10311,3824,3553,16052,4038,15117,4550,8616,8062,11658,15651,2973,3065,17950,18132,4864,11061,12510,12895,3363,10552,7115,18867,8994,5435,5055,10496
いき,3505,1422,3104,8911,318,1910,3621,1792,11527,9120,1610,1327,11929,1549,1063,297,15272,14315,4803,11131,9744,8637,156,15905,753,7268,1850,2689,464,12029,2689,17169,317,19174,5622,2066
つよい,3530,387,859,13925,-1,425,315,873,11813,21707,203,317,7383,144,399,199,14849,13923,22475,13027,9611,9706,128,14949,715,18453,8051,6169,123,12238,290,11912,148,18649,15386,9078
あかり,3538,13446,22411,2359,906,4036,6813,2116,3856,6940,1038,4762,7505,6272,259,1464,6272,5864,246,24395,3664,4049,4906,11271,2438,19294,5030,8968,2046,4044,-1,6997,1536,11156,21970,12001
こく,3546,6881,4203,8642,2519,19241,12286,11805,10295,5473,2583,11590,10240,6556,20065,2532,2896,2698,3488,7723,18370,22061,5855,-1,4184,21159,1126,3451,11784,10721,6236,21197,5451,15916,18493,12249
かならず,3580,709,2077,10686,-1,945,442,547,534,508,395,528,4199,402,1175,473,24537,22996,1132,1240,745,791,16516,18498,934,513,2491,15937,1058,557,1243,6217,1001,3486,802,27435
きゅう,3583,11455,6007,8485,121,2027,1418,2056,3459,5511,5631,24884,14622,821,597,311,24556,23014,14292,6516,311,330,678,11710,3464,12856,231,1150,19469,3627,1220,18628,5541,7941,1092,10982
ひも,3613,2523,11766,9449,1681,6641,6445,6524,8893,7891,-1,8086,8534,13120,5161,1752,14434,13534,4972,13169,8904,10624,3653,-1,2727,10620,1372,1230,3556,9242,-1,13172,3301,22745,8822,9236
しお,3629,703,16381,3697,2060,3031,3941,3253,2460,11559,-1,2321,3854,4202,2893,2362,8226,7693,6934,5289,5139,22069,5554,4338,4512,9335,1094,1109,2206,2591,4921,22717,3832,3076,3862,15601
ぎり,3668,3492,11490,6599,1932,13918,9594,4717,5267,3717,4041,3817,4877,18157,19161,3480,24034,22531,18416,6396,4440,5102,5677,-1,3871,14719,4829,4905,17268,5483,7217,15665,23806,20011,12648,42321
ちゃ,3675,20704,11733,149,497,2763,6135,380,246,419,9771,1287,482,1141,12901,450,295,274,314,168,217,226,8274,8566,735,1840,487,1861,19128,260,549,843,12359,3462,568,789
かぐ,3678,8120,8124,11579,4977,12596,10472,2633,8660,13358,1901,5921,10150,6791,2960,8029,18461,17306,15596,14243,5729,5593,331,8192,1744,6019,4173,6348,4502,9018,-1,16764,2822,14062,2491,21260
ふく,3682,1822,8372,6688,1097,2752,23171,1185,4080,9329,7698,556,2911,1186,797,379,20959,19638,4833,5674,743,794,309,-1,982,16955,385,838,422,4270,1410,6515,404,5317,6210,1420
ごご,3691,1014,2522,2105,743,639,990,1703,1555,1490,-1,1535,862,4676,2644,603,4676,4373,2555,2896,1698,1682,3696,11986,914,6569,8003,4969,2837,1633,8927,1311,2033,2731,2560,36838
たいそう,3696,20704,5439,8920,2686,24937,20280,5090,17880,16171,1385,16597,5862,7678,11978,4802,16082,15071,11522,19725,23764,9991,18759,10425,4150,23401,11334,11946,8057,18427,-1,10483,6268,5341,5676,34462
ことし,3716,357,12959,2948,886,1390,320,1009,7166,8334,-1,1477,7865,2109,730,1544,8347,7811,12125,6666,2605,2625,3368,-1,1615,6140,13960,6454,2527,7468,-1,18066,1777,11642,15338,14536
しあわせ,3723,1703,21087,16367,-1,2942,712,386,446,19858,-1,447,8414,1039,737,1499,1039,964,15423,13092,22634,23325,1606,24503,1768,21172,22624,18917,1033,466,1777,11801,356,17983,1933,17663
きもち,3734,453,4312,387,294,460,214,341,357,17056,-1,326,618,580,264,952,580,537,251,192,597,595,47,-1,678,476,463,620,282,378,7399,20555,60,4618,507,13142
じゅうぶん,3740,1285,1668,6542,591,941,544,1033,712,23602,364,820,7733,1169,1688,1293,10013,9390,20110,1141,18207,20017,15538,-1,857,23878,1438,20222,652,742,1353,12236,870,3291,794,28357
せんぱい,3753,699,4428,378,2263,4900,1920,546,605,611,-1,637,873,446,101,1793,446,411,94,146,7875,6857,66,18829,930,20955,9702,9875,924,634,689,474,103,3588,2529,54383
てん,3768,2809,7930,1764,257,364,22809,446,1942,3891,898,3992,7177,8330,6912,1688,8330,7794,6651,4064,18900,14000,1762,5070,515,8479,211,752,653,2049,2016,18466,708,5512,5763,4782
やま,3776,540,2422,713,145,960,21699,864,891,5207,924,844,371,897,778,221,3628,3387,2052,1495,1035,1045,3059,2865,430,12393,176,178,730,859,1968,13991,1060,445,844,6457
われ,3780,3704,16491,3602,358,3531,5882,1499,6554,5764,272,1094,1222,629,1239,853,2007,1863,7612,16484,6337,6765,1277,14610,3265,3443,1944,2240,443,6812,237,2308,802,12577,20871,10087
うむ,3782,10047,13451,1018,3571,14397,16687,397,2170,3050,820,3138,2361,935,2980,2063,935,868,2875,708,6296,6734,5376,-1,395,1505,1303,2025,2355,2274,7752,2380,2137,9750,7531,13735
ばん,3796,4442,8411,4644,1185,1347,1381,990,3681,6121,1530,6277,7752,10443,8277,1812,10443,9790,7964,8542,465,500,1300,21739,2376,5891,302,1071,7786,3848,9788,23855,7868,5703,20733,12511
こぶし,3797,3410,4940,16928,2489,10154,14090,6110,19679,16936,4636,4240,10380,1184,6005,2980,21744,20390,5785,10504,24678,6062,5411,-1,2604,4438,8355,9763,954,20235,5368,13929,1465,2535,10494,8622
どうし,3815,1663,24768,2930,2698,3658,1634,2258,5143,9356,861,1456,8324,1471,1464,1377,5543,5178,13450,7072,11431,12802,826,6387,3041,1636,2037,2812,1230,5384,1566,14333,853,21656,9008,13676
きのう,3835,309,24830,6080,668,1536,692,454,9333,8324,-1,657,3594,859,380,537,3349,3125,11060,10821,14480,12784,691,1154,819,12759,6730,11071,677,9718,5133,6539,300,19305,1321,11821
おなじ,3855,266,261,203,-1,261,156,233,21206,23821,119,260,2092,289,274,130,289,268,261,16347,22882,21458,225,4288,154,232,16271,9659,148,21796,9585,4112,181,283,19106,13135
ようし,3897,20704,9935,7012,7715,19981,6903,17795,16328,13130,-1,10043,15281,12746,8372,6289,5106,4763,10168,14038,15777,13246,5881,14189,8890,12096,16021,18262,2691,16863,6536,4634,4519,5269,12029,24010
ほうほう,3903,11455,594,821,582,487,128,965,516,503,14518,521,861,24197,1276,600,703,650,1230,1194,321,361,948,7237,931,9430,423,362,606,530,770,24527,879,721,305,10208
むぎ,3919,3492,12609,5073,2768,13840,13054,3461,15564,10131,-1,10389,7285,5349,1801,6151,5349,24387,18731,5675,4524,5291,17997,15439,7035,16487,3368,8163,5504,8221,-1,9256,11385,10414,11589,41273
がまん,3955,1822,18995,13373,1031,4434,1996,1458,20450,16884,-1,1186,7594,1508,1281,1090,1508,1397,1235,6553,20645,23116,26,-1,1761,22323,15037,10086,1398,21021,9473,14157,351,16521,2654,30656
ぐん,3979,3410,95,764,2794,1412,3333,2142,690,11937,1584,12239,357,14436,5677,4693,14436,13536,5472,2213,588,629,7049,9406,571,2776,918,726,21359,716,1156,445,7780,14970,457,1104
かす,3990,749,20515,3021,13360,4322,2782,754,5137,18835,645,675,3105,933,794,2231,15678,14692,10606,4469,13499,14683,2115,-1,1052,5118,1148,1633,1419,5366,678,16409,1046,12514,6944,16357
たて,3996,10047,11124,7321,14970,10414,17694,6925,9066,12604,3430,4617,5443,2311,11240,4924,13553,12707,9566,8643,5725,6696,7562,14962,7553,5134,670,1515,799,9446,1753,12072,3619,10933,9396,7537
ねこ,4049,834,16192,14874,1172,2055,15593,1506,4604,14215,-1,1448,17651,977,485,899,20938,19619,11534,6694,1547,1627,663,6837,1171,11500,4026,7139,1377,4802,-1,11867,743,8686,13040,4511
なみ,4050,3322,12989,9613,581,3813,3940,4820,11041,18094,1706,3270,5497,1400,2251,3241,16000,14995,8846,1821,21321,21569,1138,24280,1449,12980,1151,2208,3377,11450,-1,9471,1824,6050,13549,17662
のり,4071,2883,9901,6385,10945,14158,22347,24764,5771,7468,3967,5423,12856,7273,2768,3580,18166,17031,6790,17834,3295,18918,10851,-1,17738,12387,1128,1505,4418,6026,-1,21559,2296,2563,11036,5827
むら,4099,2944,3848,15555,299,1417,2244,10298,1981,11090,10656,939,10727,506,3020,5537,506,464,3369,19120,1902,1865,2594,3303,9576,24857,697,1399,247,2094,114,24510,20653,1923,13594,18941
ことば,4104,439,14498,13783,94,300,13163,471,5343,4796,-1,357,1537,507,486,109,6728,6292,14290,21977,430,458,163,9272,112,17252,1683,398,65,5580,495,3401,78,7304,17954,4127
ぼう,4108,1873,11341,4500,950,6586,6461,3950,2985,7942,1539,3062,7391,3332,2858,915,3332,3109,15418,14362,15279,13755,723,24403,1931,22505,210,693,2505,3140,2837,18798,2705,6960,14761,13715
たけ,4111,3410,8873,9198,1013,9746,8510,6607,6151,16124,-1,10008,11910,3790,8014,3610,17874,16752,7083,23878,19300,19511,10703,8184,3429,16198,732,1646,10485,6402,-1,20730,13051,6280,7970,8099
みずから,4117,4880,19385,16130,-1,1753,1337,1981,21700,17997,-1,1729,3097,1137,4025,1055,7164,6708,13400,856,2088,2201,16537,6783,988,15787,8455,4686,700,22296,585,4502,768,795,1890,13817
ひま,4125,1021,19502,3001,898,5725,3021,1330,8290,14632,-1,1546,4988,1249,1028,770,21666,20319,9763,7869,2630,2570,1387,-1,1730,14741,3877,3614,1080,8619,1627,11248,796,18698,4041,31120
みどり,4146,1147,7005,3207,1307,2645,19807,1300,5251,10730,-1,2519,5136,1311,2597,985,1311,1220,3831,22679,22179,6955,5412,4891,1557,16437,6025,7841,1790,5469,5288,8928,2478,3683,11398,11224
あいまい,4161,5383,24122,18491,3064,6106,4705,7612,11021,9426,1095,9671,7741,9936,5255,1921,21843,20482,7857,17950,16628,18798,9967,-1,3341,16791,13077,11614,3289,11429,2709,12284,2293,24908,23985,20203
はら,4169,1528,6461,977,234,2162,3835,1210,962,14089,3077,945,647,739,1414,2104,739,684,2972,1110,13961,15464,1482,5410,926,14114,805,774,867,1003,5610,752,697,5093,3079,20428
あたま,4190,402,870,399,61,486,562,515,262,10987,1169,283,159,358,466,92,358,330,19990,180,273,302,51,8598,150,14750,304,303,99,269,1132,17487,119,766,425,11131
がく,4198,16266,8641,19381,527,837,1241,3149,6334,8891,6398,2360,18964,16680,15360,22694,21391,20052,11817,13484,2592,3005,2826,20886,1032,12092,173,502,16126,6591,10071,1087,9619,7251,22055,19967
くに,4221,985,9759,11468,315,316,454,708,7041,10225,448,471,13284,350,1040,498,350,322,4924,3952,446,477,1405,1736,426,20504,1051,1671,194,7329,400,21523,1020,6334,10988,18061
りん,4246,4114,8452,2414,12529,16075,13167,10657,2482,5056,1607,5182,9255,6674,2916,3560,6674,6245,854,1836,24385,17360,6661,6293,21944,19095,478,1531,22219,2621,-1,7279,8478,3893,6571,5157
つぎ,4257,279,18572,10571,108,259,24103,7237,5820,5272,1231,197,1701,214,234,162,214,197,11504,18799,20020,24089,133,21272,2408,256,1030,3281,211,6065,224,4225,259,22027,16140,6559
いわ,4300,6453,1225,2146,962,6046,6686,1640,2186,8798,3946,2640,1250,1318,2331,1536,22599,21182,6048,5474,10591,10734,9297,13647,1061,3925,1257,1450,1472,2250,-1,2014,4335,2406,2083,2206
ちいさな,4319,2319,1517,1576,-1,833,988,1528,1146,1132,210,1167,10773,1703,1756,223,1703,1579,1696,14555,846,902,11921,-1,340,1548,981,761,488,1211,733,11869,388,1868,2036,29240
いっさい,4350,2376,2968,2366,741,3938,896,1850,3019,2769,-1,2852,3253,2645,4394,1146,2645,2461,4237,1768,21849,3353,10836,-1,1461,2397,10995,10464,1329,2254,8325,6479,1553,3113,24025,19592
たく,4368,3704,4416,3610,1506,7089,7250,8831,2738,3871,6700,3510,5629,3747,5694,1927,3747,3496,5489,9769,9223,10595,9517,14810,5256,5851,916,1557,7163,2878,2580,16821,5835,8639,7546,6006
けんか,4384,1873,7719,5496,1351,5398,3926,5905,8803,8066,-1,847,11052,1159,1071,1255,7336,6869,6887,2247,13409,13319,4520,-1,2629,10957,5033,5207,1692,9146,5371,18972,981,5283,3503,23185
ほうき,4403,20704,3612,14667,6247,8397,4621,23142,12785,11759,-1,5372,21998,5517,9815,4968,19021,17823,13809,6409,18623,19587,9298,-1,8671,13918,6298,8856,4282,13254,1090,5542,4914,5215,10720,22536
なかば,4419,6881,2641,11419,-1,5511,4655,9769,10208,8903,-1,9131,4733,13043,9479,1155,13043,12223,22593,13410,10008,11294,7128,-1,1642,12755,11828,11092,2329,10630,5422,9910,2221,3928,4828,68275
ひとこと,4449,1844,12995,4074,734,2619,2489,3912,5511,4774,-1,2547,5517,2637,2376,833,3578,3340,4349,17020,2680,2800,18080,-1,1455,6249,6299,24474,1095,5642,2114,10142,994,9808,16191,23389
