word,YOUTUBE_FREQ_V3_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
それ,5,3,5,5,5,5,5,2,5,5,5,3,5,3,3,5,5,5,5,5,5,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5
言う,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
やる,5,5,3,5,1,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1,3,1,5,5,5,5,5,5,5,5,5,5,4,5
いい,5,3,4,5,4,2,5,5,5,5,4,2,5,3,3,5,5,5,5,5,2,2,1,2,5,5,5,5,5,3,5,5,5,4,4,5
できる,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5
ば,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,1,5,5,5,5,5,5,5,5,5
ぬ,5,3,4,5,1,2,5,4,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,2,4,4,1,5,5,1,5,5,5,1,5,5
見る,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5
けれど,5,5,2,4,1,5,5,4,4,4,5,5,5,5,5,1,4,4,4,5,4,4,1,1,5,4,1,3,3,1,4,4,5,1,2,5
だけ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,5,5
そして,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,2,1,5,5,5,1,5,5
まで,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,1,5,5
みる,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5
感じ,5,5,4,5,1,5,5,1,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,2,1,5,3,4,5,5,5,4,5,5,3,5
ト,5,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,4,4,2,1,3,3,1,3,1,4,1,1,1,1,1,4,4,1,3,1
カ,5,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,4,1,5,5,1,3,1,4,3,1,1,1,1,5,4,1,2,1
くださる,5,5,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,4,5,5,3,4,5,5,5,5,5,3,5
つ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,3,4,5,4,5,5,5,5,5,5,5,5,5
たり,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,4,5,5,1,5,5,5,1,5,5
出る,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
使う,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5
いただく,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,3,3,5,5,5,5,5,2,5
すごい,5,5,2,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,1,1,5,1,4,5,5,2,2,5,5,5,5,5,2,5
ござる,5,5,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,3,4,5,4,4,5,5,5,5,5,2,5
みたい,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,5,5,5,5,5,3,5
おる,5,4,2,5,1,3,3,2,5,5,4,4,5,3,3,4,5,5,5,5,1,1,3,1,4,4,5,5,5,4,5,5,5,4,5,5
こちら,5,1,4,5,1,1,5,5,5,5,1,1,5,1,1,5,5,5,5,5,5,5,1,1,5,5,5,4,4,1,5,5,5,1,4,5
せる,5,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,1,5,5,2,5,5,5,2,5,5
あ,5,1,4,5,3,4,3,5,5,5,4,4,5,4,2,3,5,5,5,5,5,5,3,4,5,5,1,5,5,3,5,5,5,2,4,5
られる,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,3,1,5,5,1,5,5,5,1,5,5
良い,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,1,4,4,5,5,1,1,5,2,5,5,5,4,4,5,5,5,5,5,5,5
しまう,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,5,4,5,5,5,5,5,5,5,5,5,5
一,5,5,5,5,5,5,5,5,5,2,1,1,5,1,1,5,2,2,1,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5
入る,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5
ちゃう,5,5,2,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,4,4,3,3,1,5,5,5,1,3,5
あの,5,5,3,5,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,4,4,5,5,5,5,5,4,5
考える,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5
日,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
目,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5
動画,5,4,4,3,1,3,5,4,4,4,1,4,1,3,3,1,3,3,3,3,3,3,4,3,1,3,1,1,3,3,4,3,3,3,4,5
作る,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
まあ,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,2,5
など,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,1,5,5
円,5,5,5,5,5,5,5,1,4,4,1,3,5,4,2,4,4,4,5,4,4,4,5,3,1,4,2,5,5,4,4,3,5,4,5,5
こんな,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,3,3,5,5,5,5,5,3,5
持つ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
日本,5,5,5,5,5,5,5,5,5,1,1,1,5,4,5,5,4,5,5,4,5,5,4,5,5,4,2,5,5,1,5,3,5,1,5,5
そんな,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,4,4,5,5,5,5,5,4,5
まず,5,5,4,5,1,5,5,5,5,5,5,2,5,3,2,5,5,5,5,5,5,5,1,5,5,5,5,3,4,2,5,5,5,2,4,5
わかる,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,4,5,5,5,5,5,5,5,5,4,5
くれる,5,2,3,5,1,2,5,5,5,5,4,3,5,3,3,5,5,5,5,5,1,1,3,1,5,5,5,5,5,3,5,5,5,4,4,5
ま,5,2,4,5,4,4,3,5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,4,3,5,3,1,5,5,5,5,5,5,4,5,5
ら,5,3,5,5,1,1,5,1,5,5,4,3,5,3,3,1,5,5,5,5,5,5,1,4,1,5,1,5,5,1,5,5,5,1,5,5
ありがとう,5,5,2,5,1,4,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,2,2,1,5,5,5,1,3,5
結構,5,5,1,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,1,4,5,5,2,2,5,5,4,4,5,2,5
分かる,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,3,4,5,5,5,5,5,4,5
へ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,4,1,5,5,5,5,1,5,5,5,1,5,5
入れる,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,1,5,5,5,5,5,5,5,4,5
いける,5,2,2,5,1,1,5,5,5,5,4,2,5,2,2,3,5,5,5,5,1,1,1,1,5,3,1,4,4,2,5,5,5,3,3,5
まぁ,5,1,1,5,1,1,4,1,3,3,1,1,3,1,1,1,5,5,4,5,5,4,1,1,1,4,1,1,1,1,3,5,4,1,2,5
ながら,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,3,5,5,5,3,5,5
食べる,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,4,5
ぐらい,5,1,3,5,1,1,4,5,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,1,5,5,1,4,4,1,5,3,5,1,2,5
じゃあ,5,2,1,5,1,4,3,5,5,5,3,1,5,1,1,5,5,5,5,5,5,5,1,2,5,5,1,1,1,1,5,5,5,1,1,5
違う,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,4,4,5,5,5,5,5,4,5
買う,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,4,4,5,5,5,5,5,4,5
しれる,5,5,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,5,5,5,3,3,5,5,5,5,5,3,5
願う,5,5,2,4,1,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,1,1,4,1,4,4,3,4,4,5,4,5,5,5,3,4
聞く,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,4,5
やっぱり,5,1,2,5,1,5,4,5,5,5,1,1,5,1,1,1,5,5,5,5,4,4,5,1,5,5,5,1,2,1,5,5,5,1,2,5
い,5,4,5,5,4,4,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,3,4,5,5,1,5,5,3,4,5,5,4,3,5
気,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,4,5
対する,5,5,5,3,1,5,5,3,2,5,5,5,2,4,4,5,4,4,4,3,1,1,2,1,4,4,2,2,2,5,2,5,5,5,2,4
行う,5,4,5,5,1,5,5,4,5,5,5,5,5,4,4,4,4,4,4,5,1,1,5,1,4,4,4,5,5,5,5,5,5,5,5,5
出す,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
とる,5,5,4,5,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
あれ,5,5,4,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,4,4,5,5,5,5,5,2,5
あっ,5,5,5,5,1,4,4,1,5,5,1,5,4,5,5,3,5,5,5,5,5,5,1,2,1,5,5,3,2,1,5,5,5,1,2,5
なぁ,5,1,1,5,1,1,4,1,4,4,1,1,4,1,1,1,5,5,5,5,4,4,1,1,1,4,5,1,1,1,4,5,5,1,2,5
カンタ,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
出来る,5,5,4,5,1,5,5,5,4,4,5,5,5,5,5,5,4,4,4,5,1,1,5,2,5,5,5,3,4,5,4,5,5,5,5,5
情報,5,5,5,5,3,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,1,4,5,5,5,5,5,5,5,5
高い,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,3,5,5,5,5,5,5,5,5,5
シルク,5,3,2,1,1,2,3,2,2,2,1,1,3,1,1,3,1,1,1,1,3,3,1,2,3,1,4,2,1,2,2,1,2,2,2,2
トミー,5,1,3,2,1,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,4,4,1,4,2,1,2,1,1,1,4,1,2,1,3,5
す,5,3,4,5,4,4,4,5,5,5,3,4,5,4,3,4,4,4,4,5,5,5,3,3,5,5,1,5,5,4,5,4,5,3,4,5
もらう,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,4,5,5,4,4,5,5,5,5,5,4,5
じゃん,5,5,1,5,1,3,3,5,5,5,4,5,3,5,5,3,5,5,5,5,4,5,1,1,4,5,5,2,2,1,5,1,4,2,2,5
やすい,5,5,4,4,1,4,5,4,4,4,5,4,4,4,4,5,4,4,5,5,1,1,4,2,4,4,5,5,5,4,4,4,5,4,4,5
チャンネル,5,3,4,3,1,3,4,2,3,3,1,1,2,1,1,3,2,2,2,2,3,3,2,4,2,3,4,1,2,2,3,3,2,3,4,5
あー,5,5,1,5,1,3,1,4,5,4,1,5,4,5,5,1,5,5,5,5,4,4,1,1,4,4,1,1,1,1,5,4,4,1,2,5
ちゃん,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,5,5
状態,5,5,5,4,5,5,5,4,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,2,5,4,1,5,5,5,5,5,5,5,5,5
こっち,5,5,1,5,4,4,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,2,2,5,5,4,5,5,2,5
めっちゃ,5,1,1,4,1,1,2,4,4,4,1,1,1,1,1,1,3,3,4,3,2,4,4,1,1,4,4,1,1,1,4,1,2,1,1,5
状況,5,5,5,5,3,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,2,4,5,1,4,5,5,5,5,5,5,5,5
ねぇ,5,1,1,5,1,1,3,1,4,4,1,1,4,1,1,1,5,5,4,5,5,5,1,1,1,4,1,1,1,1,4,5,4,1,2,5
つける,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
部分,5,5,5,4,4,5,5,4,4,4,1,4,5,4,4,5,4,4,4,5,4,4,5,1,5,4,1,5,5,5,4,5,5,5,5,5
っ,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,1,1,1,1,4,5,1,1,1
下,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5
ぞ,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,4,5
美味しい,5,5,2,4,1,5,5,5,3,3,4,5,3,5,5,4,2,2,4,5,1,1,5,1,4,5,5,2,3,5,3,3,4,5,2,5
シ,5,1,3,4,1,1,1,1,4,2,1,1,4,3,3,1,3,3,5,4,3,3,1,3,1,3,1,4,4,1,4,4,3,1,4,2
変わる,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,4,5,5,5,5,5,5,4,5
お前,5,1,3,5,1,1,3,5,5,5,1,1,5,1,1,4,5,5,5,5,5,5,5,2,5,5,5,3,3,1,5,5,5,1,3,5
多分,5,5,2,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4,1,5,4,5,1,2,5,4,4,4,5,1,5
終わる,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,1,5,5,3,4,4,5,5,5,5,5,5,5
手,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5
髙,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
あぁ,5,1,1,5,1,1,1,1,4,4,1,1,3,1,1,1,5,5,5,5,5,5,1,1,1,4,1,1,1,1,4,4,5,1,1,5
取る,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5
新しい,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,3,5,5,3,4,5,5,5,5,5,5,4,5
大きい,5,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,3,5,5,5,5,5,5,5,5,5
大丈夫,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,1,2,5,5,5,5,5,2,5
関する,5,5,5,1,1,5,5,3,2,4,5,4,1,4,4,5,4,4,4,1,1,1,2,1,3,4,1,4,3,5,2,5,5,4,1,4
頑張る,5,5,1,5,1,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,1,1,5,1,2,5,5,2,2,5,5,5,4,5,2,5
いたす,5,5,1,5,1,5,5,5,4,4,5,4,5,4,4,5,4,5,4,4,1,1,5,1,5,4,5,3,3,5,4,5,4,5,2,5
登録,5,4,5,3,2,4,5,3,3,4,1,4,3,3,3,3,3,3,3,3,4,4,3,3,2,3,1,3,4,4,3,4,3,3,5,5
もっと,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,3,5
じゃ,5,3,4,5,1,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,2,5,5,5,5,5,2,5,5,5,3,4,5
アメリカ,5,5,5,4,3,5,5,4,5,1,1,1,5,1,1,4,3,3,4,3,5,5,2,5,5,3,4,5,5,1,5,3,5,1,5,5
ちゃんと,5,5,2,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,2,5,5,5,5,5,2,5
上がる,5,5,3,5,1,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,1,4,5,5,4,4,5,5,4,5,5,4,5
私たち,5,1,1,5,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,4,1,1,1,5
別,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5
悪い,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,4,5
受ける,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5
生きる,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,5,5,3,4,4,5,5,5,5,5,4,5
ぁ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,3,5,1,2,1
り,5,3,4,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,4,3,4,1,5,5,3,5,5,5,2,5,5
ほんと,5,1,1,5,1,1,3,1,4,4,1,1,4,1,1,1,4,4,5,4,4,4,1,1,1,4,5,1,1,1,4,1,4,1,1,4
べし,5,4,2,5,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,4,5,5,1,5,5,5,1,5,5
しかし,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,3,1,5,5,5,1,5,5
かける,5,5,3,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5
お金,5,1,1,5,1,1,4,5,5,1,1,1,4,1,1,1,1,1,1,4,1,1,5,2,4,4,2,2,3,1,5,4,1,1,3,5
えっ,5,5,1,5,1,4,3,5,5,5,1,5,4,5,5,4,5,5,5,5,5,5,1,1,4,5,5,2,1,1,5,4,5,1,2,5
やばい,5,5,1,4,1,3,3,5,3,4,4,5,2,5,4,3,5,5,4,4,1,1,1,1,3,4,1,2,1,4,3,1,3,5,1,5
いろんな,5,5,2,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,1,1,4,4,3,4,4,2,5
ポイント,5,4,4,4,1,4,5,4,5,5,1,1,3,1,1,3,4,4,4,4,4,4,4,4,3,4,5,3,3,4,4,5,4,4,4,5
怖い,5,5,2,5,1,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,1,5,5,4,3,3,5,5,5,5,5,3,5
始める,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,4,4,5,5,5,5,5,5,5
データ,5,5,5,4,1,4,5,4,4,4,1,1,3,1,1,4,4,4,4,4,4,4,1,4,3,4,5,4,4,3,4,5,4,4,5,5
面白い,5,5,2,5,1,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,2,5,5,4,3,3,5,5,5,5,5,3,5
ずっと,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,4,5,5,3,5
おいしい,5,5,2,5,1,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,1,1,5,1,4,5,5,2,3,5,5,3,4,5,2,5
よろしく,5,5,1,5,1,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,1,4,5,5,2,2,5,5,5,4,5,2,5
すぎる,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,4,4,5,5,5,5,5,4,5
頂く,5,5,1,5,1,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,1,1,5,1,5,5,5,2,2,5,4,4,4,5,2,5
いただける,5,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,4,4,4,4,1,1,5,1,1,2,1,1,1,1,4,5,4,1,1,5
カード,5,5,5,5,1,4,5,4,4,5,1,1,4,1,1,4,4,4,4,4,5,5,1,4,4,4,5,3,3,4,4,4,4,4,5,5
とても,5,4,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,3,3,5,5,5,5,5,3,5
難しい,5,5,4,5,1,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,1,1,5,1,4,5,4,3,3,5,5,5,5,5,4,5
中国,5,5,5,3,4,5,5,3,4,1,1,1,4,3,2,4,3,3,2,2,4,4,2,5,4,3,1,5,5,1,4,3,4,1,5,5
会社,5,5,5,5,4,5,5,5,5,5,1,5,5,4,4,5,4,4,4,3,5,5,4,3,5,4,1,5,5,4,5,1,5,4,5,5
どういう,5,1,1,5,1,1,4,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,2,2,1,5,4,1,1,2,5
早い,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,4,5,4,4,4,5,5,5,5,5,4,5
