word,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
生涯,5962,7460,943,1169,4115,3935,5244,4986,4376,-1,4486,2528,6626,7957,1946,6626,6199,7652,5460,3432,3575,7239,42,2783,6559,-1,4392,3676,5375,5113,8104,3544,4633,1521,4906,4956
登録,5963,1202,687,15315,1747,239,4947,4593,3238,-1,3328,8802,7543,9283,6296,7543,7058,8931,7680,2457,2724,7960,9980,10215,5300,-1,5174,1028,2062,4793,1332,4388,5622,923,314,281
ばば,5964,13446,21080,1161,3226,3927,12639,6201,12871,9294,918,10615,1023,1178,12856,9240,8657,5376,7491,4752,4349,10651,17185,4857,8704,-1,6056,9589,1685,6671,-1,21496,17609,24651,2369,18980
まえる,5965,-1,-1,-1,-1,-1,-1,2995,10821,-1,-1,1024,-1,-1,-1,-1,-1,-1,5922,-1,-1,-1,-1,-1,-1,-1,1542,3058,-1,3150,-1,-1,-1,9385,10157,41973
岡村,5966,-1,10281,-1,-1,-1,4388,6167,-1,-1,-1,18493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14028,20828,-1,-1,-1,-1,-1,6398,-1,24524,-1,6114,-1,37828
想定,5967,3250,3022,11931,6024,2106,7627,7193,4290,-1,4400,8572,4270,7758,6452,4270,3991,7464,4819,4469,4737,5131,-1,9232,4833,-1,12593,7603,1670,7475,8020,3684,3006,4830,1996,1929
荒れる,5968,3322,-1,-1,12022,5812,6396,6466,5182,1810,5312,5063,5683,8979,3820,5683,5308,8636,7022,-1,-1,9054,-1,5402,6533,8926,5694,5489,4244,6729,-1,5634,4918,17241,5419,5145
鋼鉄,5969,-1,14769,7115,-1,-1,-1,11448,9529,-1,9775,9102,9521,23078,6701,9521,8925,22202,6566,9638,9640,17751,-1,9926,13616,-1,17723,14238,6353,11871,8264,8647,7067,10749,22998,26496
ダーリン,5970,-1,-1,-1,-1,20458,12209,5638,24309,-1,-1,-1,-1,-1,-1,11292,10595,23274,-1,5246,5429,1728,15301,-1,13490,2863,-1,-1,-1,5887,-1,-1,-1,20071,-1,42801
はしゃぐ,5971,10047,-1,-1,22637,24756,21250,5517,8041,2305,8241,6796,5695,2814,5379,5695,5319,2717,3391,-1,-1,5716,-1,-1,4540,904,-1,-1,3971,5787,-1,5991,2383,-1,13046,16127
上杉,5973,-1,4127,-1,-1,-1,3535,-1,-1,-1,-1,4974,-1,-1,17980,-1,-1,-1,-1,-1,-1,-1,14396,6200,-1,-1,7227,7532,-1,-1,-1,3835,-1,3960,15013,13581
二つ,5974,-1,-1,-1,901,-1,5149,12553,-1,-1,-1,626,-1,-1,-1,-1,-1,-1,1622,-1,-1,1474,-1,524,6188,1456,443,368,-1,13001,-1,-1,-1,2587,881,-1
加賀,5975,-1,5616,-1,-1,24183,5646,10762,-1,-1,-1,5520,-1,-1,2002,19428,18209,9990,23184,15941,19337,-1,6907,6377,-1,19744,5041,4828,-1,11171,-1,5934,-1,4777,-1,26563
寿,5976,16266,5850,5119,-1,24237,7069,6464,18129,-1,18616,7641,17023,1704,12523,17023,15952,1646,-1,-1,-1,-1,18768,13751,-1,-1,2733,3359,-1,6475,-1,9635,-1,2565,10833,19490
弥,5977,52,10665,3719,8684,3073,9429,21648,107,12326,19669,2491,9512,12987,14512,3703,3455,4572,3152,124,139,-1,6747,8443,9859,72,5941,11332,-1,18521,310,4482,24985,4985,135,66254
挑戦者,5978,-1,-1,-1,-1,21429,7869,5654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24867,-1,-1,-1,24960,-1,11688,-1,-1,-1,-1,5907,-1,-1,-1,-1,12819,19364
錬金術師,5980,-1,-1,-1,-1,-1,11325,8590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14643,-1,19939,-1,-1,-1,-1,-1,8936,-1,-1,-1,-1,11301,-1
ギア,5982,-1,6116,-1,-1,21311,7700,5935,4581,-1,-1,17297,-1,-1,-1,4568,4274,1975,19089,8799,7743,-1,6325,13081,9439,3577,14714,20300,-1,6187,-1,10095,-1,5434,5820,9959
好きなだけ,5983,-1,-1,-1,-1,-1,-1,5991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5446,-1,-1,-1,-1,-1,4729,22510,-1,-1,-1,6241,-1,-1,-1,-1,10218,-1
手放す,5984,11455,-1,-1,16130,4746,4932,4254,3818,2213,3919,8543,6692,7996,5854,6692,6261,7689,6314,-1,-1,5646,-1,9508,5139,-1,-1,-1,3406,4449,-1,5306,4194,19533,3194,3209
熱心,5986,6453,5389,836,5716,3973,4826,4969,4255,1072,4365,2440,8778,5035,1877,8778,8217,4852,4746,4585,5027,4706,-1,2587,5968,-1,8092,7330,4647,5186,-1,3218,3003,7012,4724,6228
クロウ,5987,10047,13087,-1,-1,-1,-1,6643,8631,-1,-1,-1,-1,-1,-1,9000,8428,-1,3463,10177,8910,-1,9162,-1,24844,7519,-1,-1,20060,6906,-1,5988,-1,13399,-1,36112
ロマンティック,5990,-1,18436,-1,-1,-1,-1,-1,23069,-1,-1,-1,-1,-1,-1,1418,1315,-1,-1,10258,11397,12968,13634,21993,-1,8048,-1,-1,-1,-1,-1,-1,-1,-1,-1,29320
党,5991,3170,180,3968,1535,5354,5778,5449,2893,1256,2978,3769,14366,16184,4468,14366,13471,15547,20984,3791,3830,-1,23085,4788,3623,891,2031,2415,17310,5474,5579,2863,18931,880,2678,1547
栞,5993,16266,-1,18518,-1,-1,4484,23068,-1,-1,-1,22268,-1,3518,22087,23775,22287,3394,22321,-1,-1,4217,13270,24083,15640,4464,22995,12218,19418,23689,-1,7291,21199,17261,-1,51385
藤堂,5994,-1,17331,-1,-1,-1,2472,7453,-1,-1,-1,15438,-1,-1,20349,24077,22570,9673,-1,-1,-1,-1,-1,17573,-1,-1,-1,-1,-1,7756,-1,7230,-1,11744,-1,29258
観察,5995,2944,3059,1388,2882,2485,7527,4362,2895,-1,2980,2196,4420,3673,1603,4420,4131,3542,2912,2365,2618,1272,23262,2452,5154,-1,3913,3257,1630,4557,4326,1933,2076,3991,2747,2224
カビ,5996,-1,19471,-1,-1,-1,-1,9763,9774,-1,-1,20627,-1,-1,-1,9756,9148,9335,19715,13701,15228,-1,-1,-1,15026,5270,12145,15789,-1,10157,8920,-1,-1,17264,7268,9807
コンボ,5997,-1,18359,-1,-1,14439,-1,-1,20805,-1,-1,-1,-1,-1,-1,12591,11805,6531,24716,14307,16462,-1,-1,-1,16765,4527,-1,-1,9492,-1,4006,-1,18275,13297,7161,10067
における,5998,-1,-1,-1,359,-1,6812,6226,-1,-1,-1,1724,-1,-1,-1,-1,-1,-1,4055,-1,-1,7068,1904,1668,5235,908,491,363,-1,6471,-1,-1,-1,226,883,-1
パート,5999,4649,3525,-1,6323,2665,5083,7492,6183,-1,-1,13503,-1,-1,9183,9327,8741,6825,11932,8317,9077,-1,10660,13950,11465,3175,20810,-1,12125,7804,-1,10714,10227,3129,2234,3304
憧れ,6000,7460,6032,-1,8742,4543,-1,7224,5019,-1,5144,14427,4241,3326,6435,4241,3963,3206,6330,5654,5615,13874,-1,-1,3290,6583,-1,-1,3814,7523,1624,5412,3031,-1,9342,5891
異動,6001,4442,6200,-1,14933,7036,3706,9152,7462,-1,7642,18664,15273,23156,13971,15273,14316,22278,24615,11978,11599,16641,-1,-1,23333,20436,-1,-1,16247,9524,-1,11732,23843,6547,12608,13014
エミ,6002,2809,-1,-1,-1,-1,-1,6490,-1,-1,-1,-1,5223,8817,-1,-1,-1,8477,17452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6747,5096,21530,-1,15646,-1,33038
乱れる,6003,10047,-1,-1,10228,5708,6630,6840,5995,1356,6147,3423,5010,5796,2217,5010,4675,5587,2460,-1,-1,1829,-1,2774,5401,14183,2411,1974,3801,7126,9740,2876,1936,15594,12453,9005
怪,6004,-1,14244,528,-1,-1,20020,16335,16466,2196,16902,5078,11626,16530,4269,11626,10908,15878,9070,1188,1267,19594,24482,7304,10197,296,10471,11622,16594,6219,-1,4402,5828,7831,2565,34051
砕く,6005,8967,-1,-1,15627,16071,17241,6760,6603,1984,6766,6093,3817,13775,6370,3817,3563,13235,3406,-1,-1,8519,-1,5522,6612,12327,4987,4830,2447,7035,9583,5663,3811,16366,10517,11156
秦,6006,20704,5105,9667,-1,13621,-1,9435,3634,-1,1571,7314,2595,21462,17874,21778,20421,8587,4605,9056,10008,-1,9210,8275,-1,-1,2536,1996,4609,8445,-1,13460,18173,4206,3142,20799
誠に,6007,-1,-1,-1,-1,-1,2827,10525,-1,-1,-1,11895,-1,-1,-1,-1,-1,-1,10685,-1,-1,3789,-1,2018,6969,3206,12661,9887,-1,10943,-1,-1,-1,-1,6694,-1
撤退,6008,8967,1687,-1,12184,7109,8097,4462,3960,-1,4061,7432,4395,8906,6791,4395,4108,8563,7498,2902,3179,16908,21210,7641,4905,-1,-1,21404,2576,4527,7381,5485,6665,2404,5123,5455
おびえる,6009,11455,-1,-1,9067,11033,13467,3452,4068,1218,4169,4952,4369,4141,3244,4369,4082,3992,17453,-1,-1,6394,-1,3318,4035,2373,-1,-1,1716,3614,3125,9882,1737,21140,22037,26023
グリーン,6010,1822,2241,-1,5925,3367,10258,3106,2365,-1,-1,5528,-1,-1,3800,7556,7071,16771,13217,1831,2081,7974,851,5731,9256,3673,10140,11832,4560,3260,4016,5253,12326,2052,5256,2712
グレン,6011,-1,9855,-1,-1,-1,-1,3226,-1,-1,-1,12461,4666,20357,21100,4666,4363,19568,-1,3026,2920,-1,2422,-1,-1,-1,-1,-1,-1,3394,-1,8874,-1,9986,14641,33707
ホール,6012,2581,1146,-1,4300,1967,7170,5357,2849,-1,-1,3135,-1,-1,2337,4101,3831,7284,5684,2046,2171,-1,860,3488,7876,1293,5283,8008,3783,5589,5226,3035,3275,1322,4502,3523
レモン,6013,1753,10537,-1,10453,6062,7566,5582,4251,-1,-1,8936,-1,-1,6428,10096,9467,6082,15199,6857,7340,-1,7059,9509,10636,2951,12932,16291,7729,5829,-1,9680,7788,9369,7185,2879
差し入れ,6014,13446,-1,-1,-1,12822,-1,8724,7750,-1,7942,23719,10590,4603,-1,10590,9932,4438,9302,16185,16366,12095,-1,-1,6572,-1,-1,-1,9323,9070,-1,19864,6791,-1,7720,13553
村瀬,6015,-1,-1,-1,-1,-1,2876,-1,-1,-1,-1,19154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20478,-1,-1,-1,-1,-1,-1,-1,23112,-1,18258,-1,26619
激突,6016,16266,11070,-1,-1,19206,20807,4252,8414,-1,8629,8436,4406,9620,5593,4406,4119,9255,5199,19519,20246,-1,10030,8355,7851,-1,-1,-1,3941,4442,-1,5929,5449,8790,10488,18917
美雨,6017,-1,-1,-1,-1,-1,4148,-1,-1,-1,-1,24278,-1,-1,-1,-1,-1,10511,1675,-1,-1,6002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
群れ,6018,10047,8646,-1,8354,9490,-1,4145,3696,-1,3795,3127,5553,6577,2142,5553,5188,6328,4420,3369,3355,9321,-1,-1,5672,19767,5788,6686,1452,4333,1412,3071,3859,9804,8161,8401
興,6019,-1,4719,1348,-1,13556,13765,10092,12927,-1,13262,6251,16240,-1,5470,16240,15214,2530,9242,5945,5970,9053,9943,8238,23452,2064,3189,2973,16814,9196,9483,9006,11469,2686,15604,37295
オス,6020,-1,4225,-1,-1,-1,-1,4084,3967,-1,-1,5930,-1,-1,-1,4315,4028,6344,11921,9336,9867,-1,16017,-1,7815,3130,-1,-1,-1,4280,-1,7976,-1,5529,6634,9363
ろくに,6022,16266,-1,-1,17507,16785,5839,10272,8816,1935,9041,6264,5676,6907,4206,5676,5301,6646,6799,21972,18087,-1,-1,5956,4930,1183,-1,19714,4092,10676,7743,6242,4285,-1,11411,23078
入り込む,6023,4880,-1,-1,6599,5654,6928,6873,5506,1183,5640,6108,4320,7579,3944,4320,4033,7292,4335,-1,-1,2180,-1,4536,4460,16359,9481,7879,2856,7159,2577,3790,2681,13001,8227,7122
載せる,6024,-1,18723,-1,-1,4894,5021,3073,2802,-1,-1,3774,-1,-1,-1,6883,6439,5992,5009,-1,-1,5025,-1,3907,8465,1527,4021,3756,-1,3229,-1,3084,-1,7034,2161,2685
金属,6025,3492,1716,5361,4862,4050,6909,6263,4095,-1,4196,2570,3696,9691,1803,3696,3448,9324,6768,2447,2812,5839,8594,3592,7666,-1,700,748,1299,6135,1528,2166,3650,2466,1948,3386
エサ,6026,-1,-1,-1,-1,-1,-1,3510,3309,-1,-1,17850,-1,-1,-1,7091,6642,6470,9322,4101,4455,-1,-1,-1,7163,2117,6770,-1,-1,3681,-1,14853,-1,-1,14002,6882
ゴリラ,6027,10047,21416,-1,-1,16830,10337,5825,5210,-1,-1,14373,-1,-1,13528,5982,5589,4640,15276,10885,11319,-1,15212,15235,9267,3144,-1,-1,10436,6061,-1,14065,13754,14298,16078,7869
しょっちゅう,6028,1433,-1,-1,10885,8795,5304,10279,8909,1940,9138,5801,8683,5806,4207,8683,8126,5597,9689,11435,11209,11106,-1,5827,7120,1677,-1,-1,10945,10722,-1,8133,6578,-1,5197,8688
トマト,6029,922,11617,-1,6415,4862,6097,4553,3637,-1,-1,11761,-1,-1,8324,7253,6793,4592,8100,6550,6758,-1,6491,13311,10024,1865,9678,14479,5184,4769,-1,7210,4951,11335,3084,2551
問,6030,5687,8605,436,17264,8984,9992,4471,5471,-1,5605,5860,8039,10382,-1,8039,7518,7228,10802,3285,3272,6269,-1,6369,11378,-1,2280,1688,20133,3650,6426,5627,12664,5264,6264,1593
松井,6032,-1,6412,-1,18194,18812,4256,16760,-1,-1,-1,10320,-1,-1,15812,13418,12578,-1,-1,-1,-1,23434,7340,11150,-1,-1,22320,21862,-1,17293,-1,15569,-1,3751,-1,11615
構え,6033,-1,4802,-1,14716,18353,-1,9325,8734,-1,8958,6296,4955,10024,-1,4955,4622,9645,5364,5104,5255,11143,-1,-1,6986,15990,5326,6136,3498,9711,3269,6071,4139,14768,12680,10088
華麗,6034,20704,14481,7301,21303,12758,12719,9313,8003,-1,8202,10300,6536,7079,7668,6536,6111,6812,7807,13824,15110,12145,-1,9522,7770,-1,9419,11109,6988,9552,-1,9931,5754,8859,14228,13499
長男,6035,2467,1625,3529,6401,4427,5007,8135,7179,-1,7354,4403,10161,9821,3349,10161,9525,9449,19233,10478,11242,19036,1720,4563,10060,-1,5793,5919,5384,8453,-1,5907,16644,2041,8223,8580
驚き,6036,10047,11585,-1,5809,3387,-1,2829,2795,-1,2879,2178,5951,5188,1056,5951,5561,4999,2243,2214,2533,4553,-1,-1,5016,10219,6632,6948,1188,2978,4577,1809,1873,18848,4848,5869
アドバイス,6037,4649,9956,-1,4008,1314,5722,4697,3911,-1,-1,14174,-1,-1,10063,6502,6079,3812,4962,3150,3533,6482,-1,14972,4752,1080,-1,-1,4181,4907,7639,5746,3410,9706,2239,2106
あぶない,6038,548,-1,-1,5582,5107,948,14578,11706,1051,741,8150,463,763,1893,10712,10049,13485,11688,-1,-1,7167,-1,2658,12724,3290,12139,11989,1215,15115,1277,11367,893,14664,11307,3946
独りぼっち,6040,11455,-1,-1,23150,17134,6026,7144,6180,-1,6337,-1,7480,5146,7649,7480,6998,4957,-1,11954,12238,17520,-1,-1,5894,3095,-1,-1,13092,7432,-1,17860,6231,-1,-1,37791
野球部,6041,-1,-1,-1,-1,12707,6142,11807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20400,-1,-1,18063,13747,-1,14019,-1,-1,-1,-1,12232,-1,-1,-1,-1,15963,14163
あらあら,6042,20704,-1,-1,-1,-1,-1,9752,13161,8451,13503,20246,7282,4853,-1,7282,6820,4676,4124,11666,11408,313,-1,-1,3992,1241,-1,-1,-1,10156,-1,11449,23359,-1,-1,23927
そんで,6043,-1,-1,-1,-1,-1,-1,9096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5464,-1,-1,-1,-1,-1,4584,1664,-1,-1,-1,9498,-1,-1,-1,-1,16982,-1
一之瀬,6045,-1,-1,-1,-1,-1,7504,14478,-1,-1,-1,-1,-1,-1,-1,6338,5927,3762,18106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14961,-1,23010,-1,-1,-1,158298
護る,6047,-1,-1,-1,-1,-1,-1,22880,19859,-1,-1,7420,-1,-1,-1,2466,2289,23360,3700,-1,-1,14032,11726,7953,20726,4538,11185,10132,-1,23430,-1,5278,-1,17248,21159,21366
転がる,6048,4442,-1,-1,8232,8933,7814,6958,7479,880,7659,2251,5483,6502,1724,5483,5121,6262,2197,-1,-1,4176,-1,1822,5680,8871,23209,15982,1414,7252,4095,1847,1778,17822,5375,6679
駅前,6049,2467,3365,7530,9947,4460,5494,12268,10451,-1,10715,4983,13575,3509,3981,13575,12727,3386,3818,-1,-1,6119,-1,5290,8855,-1,-1,23187,19437,12702,-1,5889,2790,1898,5467,8408
ジジイ,6050,-1,-1,-1,-1,-1,10259,6598,6136,-1,-1,-1,-1,-1,-1,2999,2796,5496,9445,8323,10358,-1,-1,-1,8098,2516,-1,-1,-1,6867,-1,17220,-1,-1,14052,19960
ぬれる,6051,2751,-1,-1,5072,4840,5081,5641,6256,1011,6359,6619,8697,3230,1656,8697,8140,3117,14558,-1,-1,338,-1,1782,7944,3752,3489,3848,3228,5892,-1,16153,536,14431,19293,27425
パーツ,6052,8967,5448,-1,9419,2790,14957,6825,5919,-1,-1,20270,-1,-1,14317,13258,12427,10064,9585,7805,7877,-1,-1,21940,6995,1738,-1,-1,6859,7132,519,10799,7880,4287,1200,2652
ピッチャー,6053,2688,24154,-1,22603,19710,12921,9250,8060,-1,-1,16418,-1,-1,16226,12616,11830,4326,24749,20922,17957,-1,-1,17662,13988,3900,-1,-1,19025,9631,-1,20105,18792,21268,18126,16254
先代,6054,20704,6633,4574,-1,13722,5453,10035,8779,-1,9004,7980,4437,11820,5916,4437,4148,11369,5713,10382,12056,11029,12732,8212,8297,-1,11361,13644,3850,10436,-1,6829,6127,4775,-1,23860
近頃,6056,16266,-1,793,13599,5964,5860,9100,7816,-1,8009,5028,6951,10954,3501,6951,6507,10534,11821,10027,9606,14994,-1,3959,7209,-1,13058,16463,10847,9471,2093,7113,7642,-1,-1,22268
里美,6057,-1,-1,-1,-1,-1,5680,15236,-1,-1,-1,20656,-1,-1,-1,-1,-1,1783,-1,-1,-1,17558,-1,22504,-1,-1,-1,-1,-1,15714,-1,23271,-1,17347,-1,65798
あくまでも,6058,-1,-1,-1,-1,-1,5739,10749,-1,-1,-1,4440,-1,-1,-1,-1,-1,-1,5029,-1,-1,3621,12868,4313,6325,972,-1,-1,-1,11162,-1,-1,-1,11194,1763,-1
サーブ,6059,-1,16533,-1,-1,16506,-1,5895,5352,-1,-1,-1,-1,-1,-1,2203,2044,9778,13285,24442,-1,-1,13066,-1,16784,5683,16285,18915,-1,6141,-1,-1,13828,16966,19181,24176
繰り広げる,6062,20704,11756,-1,9848,6554,15250,12002,10258,2744,10517,14326,3204,13564,7982,3204,2988,13035,7526,-1,-1,11510,-1,14842,7843,22765,-1,24769,3826,12450,8892,6878,5207,5052,7594,9575
アクア,6063,16266,13314,-1,-1,9693,24684,5657,6538,-1,-1,-1,-1,-1,-1,16743,15686,7357,16779,17884,19865,-1,11614,-1,13950,6982,-1,-1,8904,5908,-1,11895,-1,23741,16847,11883
タケシ,6064,8120,-1,-1,10076,-1,-1,16453,-1,-1,-1,15932,3282,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12545,-1,-1,-1,16987,-1,-1,-1,20558,-1,46771
ドカン,6065,-1,-1,-1,-1,-1,-1,17092,14866,-1,-1,-1,-1,-1,-1,10197,9561,-1,-1,17475,16514,-1,-1,-1,13000,4253,-1,-1,-1,17628,-1,-1,-1,-1,-1,21687
歓迎,6066,4252,7354,3480,8509,2576,6975,2303,1716,-1,1766,4376,3839,2943,3100,3839,3584,2839,4191,1744,1747,2994,-1,5246,3490,-1,18015,14530,2344,2425,2136,3909,2071,9742,5654,5983
降伏,6067,-1,2947,10361,15810,15680,8849,5829,4937,-1,5062,7054,11061,-1,6007,11061,10379,-1,12360,3282,3609,8963,-1,7737,8640,-1,7822,8273,4674,6068,-1,6437,10186,4540,7099,10911
シャイニング,6068,-1,-1,-1,-1,-1,-1,-1,22386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8780,-1,21257,9796,-1,-1,19274,-1,-1,-1,-1,-1,9614,26522
デス,6069,10047,5073,-1,-1,17449,-1,7115,4875,-1,-1,-1,-1,-1,-1,3412,3184,2224,4282,7654,5893,-1,2607,-1,5829,5916,-1,-1,4663,7400,993,6037,10176,-1,12546,13322
ノア,6070,6881,9603,-1,-1,14045,8595,2088,3551,-1,3646,11372,4252,-1,15366,4252,3974,-1,22209,2593,3504,-1,5513,6340,15898,-1,23392,-1,3759,3052,-1,6133,-1,7560,13041,6443
上昇,6071,20704,2075,10353,2482,2067,8936,4655,3470,-1,3563,5445,5419,8436,3792,5419,5059,8122,6492,3238,3154,4087,17662,5966,5263,-1,4297,3869,1836,4862,261,3766,4234,2498,3213,1155
合える,6072,-1,-1,-1,-1,-1,-1,7210,12899,-1,-1,21716,-1,-1,-1,10138,9504,12069,7675,-1,-1,7472,-1,-1,19052,-1,-1,-1,-1,7529,-1,-1,-1,-1,18487,17903
恐れ入る,6073,7460,-1,-1,-1,7709,6818,9186,7904,2124,8099,9109,7629,19634,7500,7629,7139,18869,12672,-1,-1,11272,-1,8143,12267,15302,21592,23344,9099,9561,6956,12652,8263,-1,-1,32965
有効,6074,6059,1976,4610,2518,863,7611,5579,4582,2074,4700,6417,5653,7542,4697,5653,5280,7260,5876,4028,4427,6871,-1,7106,5454,-1,5077,4452,2379,5825,1996,4312,4074,2362,2231,1663
本庁,6075,-1,14280,-1,15354,24426,4886,23306,19314,-1,19834,15690,-1,-1,14912,-1,-1,-1,-1,-1,-1,-1,-1,17224,-1,-1,-1,-1,-1,23930,-1,24519,-1,10280,20276,22588
正義の味方,6076,-1,-1,-1,-1,-1,8325,10045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8498,-1,-1,6670,-1,20518,8817,-1,-1,-1,-1,10445,-1,-1,-1,-1,7900,-1
痛む,6077,3250,-1,-1,6421,4930,1798,2813,2660,1260,2739,3329,5418,4428,2772,5418,5058,4270,2803,-1,-1,4350,-1,1207,5306,3275,6370,6255,3078,2956,7725,2969,2067,-1,6918,9314
竹内,6079,-1,8285,-1,21362,21887,3483,19793,-1,-1,-1,8602,-1,-1,16609,-1,-1,-1,-1,-1,20986,-1,6863,9324,-1,-1,22421,23885,-1,20354,-1,18107,-1,4438,15092,12629
しかる,6081,6881,-1,-1,5003,6764,22497,7913,10659,999,5131,3184,5975,3774,2511,21781,20424,8630,6252,-1,-1,3012,-1,13939,18040,3877,2364,2249,3509,8262,-1,6144,2745,19398,11692,26198
フィリップ,6082,10047,4004,-1,15696,16677,-1,4342,-1,-1,-1,5468,-1,-1,13375,22471,21071,-1,-1,4124,4063,-1,541,5202,-1,3884,-1,-1,-1,4542,-1,11521,-1,6321,7687,21281
まし,6083,2944,1783,-1,7355,20921,3779,10947,8175,1060,1536,3645,3524,2526,-1,5336,4980,8061,7216,3889,4167,11953,-1,4087,1703,-1,2817,4600,1731,11347,-1,5564,1668,-1,13588,557
夕食,6085,6059,16870,3645,5006,3421,5316,1689,1562,-1,1608,2260,7687,3977,1551,7687,7189,3835,2780,971,1118,4784,-1,2495,5065,-1,16097,17118,1910,1772,9477,2765,1880,18704,21890,8041
小野寺,6086,-1,21181,-1,-1,-1,4592,11618,-1,-1,-1,10870,-1,-1,-1,2725,2535,16146,-1,17740,21721,19973,-1,11234,-1,-1,-1,-1,-1,12038,-1,13710,-1,11458,-1,28427
引き換え,6087,11455,10172,-1,21211,5369,6613,7420,6325,-1,6483,21983,4399,11526,9665,4399,4112,11081,11799,4881,5747,5313,-1,22631,5422,-1,17552,-1,5940,7725,5212,14634,5939,11987,15522,20196
聞き込み,6088,-1,-1,-1,-1,-1,-1,12461,10493,-1,10759,-1,16566,22835,9471,16566,15515,21963,11960,9001,10290,-1,-1,-1,14874,-1,-1,-1,11934,12907,-1,12317,8485,-1,23765,38961
誠司,6089,-1,-1,-1,-1,-1,19214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24005,-1,17749,-1,94917
退学,6090,16266,6150,18135,-1,14993,5100,5728,4828,-1,4951,17687,4882,3720,13501,4882,4556,3587,5985,6769,4800,9307,-1,20122,11003,-1,-1,-1,12193,5846,-1,13113,4359,7469,-1,24704
遺族,6091,16266,7045,7838,8703,6803,3967,8229,6994,-1,7165,8992,21413,-1,6910,21413,20072,-1,24979,8566,9533,-1,-1,9367,21876,-1,15931,11162,16916,8557,-1,11066,20450,9918,7844,12979
カプセル,6092,6453,9371,-1,24912,7521,13990,10484,7672,-1,-1,10370,-1,-1,12063,5494,5131,23987,18781,6789,7240,4146,-1,11463,11804,3659,-1,-1,12494,10907,-1,10601,10507,8573,3682,6606
たくましい,6093,16266,-1,-1,11709,12835,15916,9274,7861,1557,8054,6554,3220,6893,4016,3220,3004,6632,9825,-1,-1,1913,-1,6399,6721,1860,15354,13819,5531,9665,5656,8698,3936,20416,16986,15735
不気味,6094,-1,-1,3327,13494,15108,10758,5204,-1,-1,-1,3974,-1,-1,-1,-1,-1,-1,3989,6023,6863,5148,-1,3600,5215,-1,-1,20997,-1,5425,5245,-1,-1,18293,7925,9502
殺し屋,6095,20704,19015,-1,-1,22876,10311,4650,4172,-1,4277,-1,2923,-1,10310,2923,2724,24580,20861,2129,2516,21564,-1,10026,10057,-1,-1,-1,17883,4854,-1,10479,15664,-1,23040,40120
独立,6096,4252,457,2159,2867,2040,5678,4355,3437,-1,3529,3532,9214,14185,2667,9214,8631,13620,10559,4757,5148,10889,4592,4190,7832,-1,938,881,4688,4297,2270,2929,8883,590,1834,2620
神童,6097,16266,-1,24126,-1,-1,-1,-1,23209,-1,23828,-1,23291,19858,-1,23291,21836,19086,-1,-1,-1,-1,-1,-1,22081,24050,11469,-1,17313,-1,-1,-1,20737,-1,-1,51793
かの,6098,-1,-1,-1,-1,-1,-1,12748,11412,-1,-1,3590,-1,-1,-1,10166,9530,12489,7583,19829,21633,-1,-1,-1,6636,1609,4617,12070,-1,13207,-1,5601,-1,19622,14627,11003
こす,6099,2636,-1,-1,7301,1224,5019,8237,13442,1097,2825,6379,4073,3968,1870,16954,15885,14450,4893,13050,12464,5233,-1,2816,18418,4558,2174,2133,2903,8579,1925,19123,2831,14267,11334,12389
人造人間,6100,-1,-1,-1,-1,-1,11561,9842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10230,-1,-1,-1,-1,17512,-1
