word,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
でも,5,1,1,1,5,1,5,5,1,1,1,5,1,1,1,1,1,1,5,4,4,1,5,5,5,5,4,5,1,5,1,1,1,5,5,1
ば,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,1,5,5,5,5,5,5,5,5,5,5
ぞ,5,5,3,1,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,4,5,5
く,5,5,4,4,5,2,5,5,4,3,4,5,4,3,4,4,4,3,5,5,5,2,3,5,4,1,5,5,4,5,3,3,3,5,5,4
えっ,5,5,1,1,4,3,5,5,5,1,5,4,5,5,4,5,5,5,5,5,5,1,1,4,5,5,2,1,1,5,4,5,1,2,5,5
ちゃん,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,5,5,5
だけ,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,5,5,5
まで,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,1,5,5,5
そんな,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,4,4,5,5,5,5,5,4,5,5
せる,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,1,5,5,2,5,5,5,2,5,5,5
ちゃう,5,5,2,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,4,4,3,3,1,5,5,5,1,3,5,5
られる,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,3,1,5,5,1,5,5,5,1,5,5,5
へ,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,4,1,5,5,5,5,1,5,5,5,1,5,5,5
だって,5,1,1,1,4,1,5,5,2,1,1,5,1,1,1,2,2,2,5,1,2,1,1,5,5,5,2,3,1,5,1,2,1,2,5,2
なんだ,5,3,1,1,1,2,5,5,2,4,2,4,2,2,3,2,2,2,5,1,1,3,1,5,5,5,3,3,1,5,1,2,1,1,5,1
なんて,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,1,5,5,5,1,3,5,5
ぬ,5,3,4,1,2,5,4,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,2,4,4,1,5,5,1,5,5,5,1,5,5,5
一,5,5,5,5,5,5,5,5,2,1,1,5,1,1,5,2,2,1,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5
くださる,5,5,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,4,5,5,3,4,5,5,5,5,5,3,5,5
じゃあ,5,2,1,1,4,3,5,5,5,3,1,5,1,1,5,5,5,5,5,5,5,1,2,5,5,1,1,1,1,5,5,5,1,1,5,5
ら,5,3,5,1,1,5,1,5,5,4,3,5,3,3,1,5,5,5,5,5,5,1,4,1,5,1,5,5,1,5,5,5,1,5,5,5
あれ,5,5,4,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,4,4,5,5,5,5,5,2,5,5
ござる,5,5,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,3,4,5,4,4,5,5,5,5,5,2,5,5
という,5,1,1,1,5,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,1,1,1,5,5,1
ありがとう,5,5,2,1,4,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,2,2,1,5,5,5,1,3,5,5
こんな,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,3,3,5,5,5,5,5,3,5,5
大丈夫,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,1,2,5,5,5,5,5,2,5,5
ねえ,5,3,2,1,3,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,2,2,1,5,4,5,1,1,4,5
気,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,4,5,5
うわ,5,5,2,1,2,2,5,5,5,3,5,4,5,5,4,5,5,5,5,4,4,1,1,3,5,5,4,4,1,5,3,3,2,1,5,5
のに,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,5,5,5,4,5,1,5,1,1,1,4,5,1
みたい,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,5,5,5,5,5,3,5,5
だから,5,1,1,1,5,1,5,5,1,1,1,5,1,1,1,1,1,1,5,2,2,1,4,5,5,5,2,2,1,5,1,1,1,2,5,1
かも,5,4,2,4,2,2,5,5,2,2,3,5,2,2,3,2,2,2,5,2,2,1,1,5,5,5,4,4,3,5,1,2,3,4,5,1
お願い,5,1,1,1,1,4,5,5,1,1,1,4,1,1,1,1,1,1,5,1,1,5,3,4,5,4,2,3,1,5,5,1,1,2,5,5
帰る,5,1,3,1,1,4,5,5,5,1,1,5,1,1,5,5,5,5,5,1,1,5,1,5,5,4,4,5,1,5,5,5,1,4,5,5
手,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5
とか,5,1,2,2,1,1,5,5,1,1,1,5,1,1,2,1,1,1,5,2,2,1,4,5,5,5,3,4,2,5,1,2,1,3,5,1
やめる,5,1,2,1,1,3,5,5,5,3,2,5,2,2,1,5,5,5,5,1,1,4,1,3,5,5,4,4,1,5,5,5,2,3,5,5
うち,5,5,5,1,1,5,1,5,5,3,3,5,3,4,5,5,5,5,5,5,5,1,4,1,5,5,5,5,2,5,4,5,3,5,5,5
あんた,5,1,1,1,4,2,5,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,2,5,5,5,1,1,1,5,5,5,1,2,3,4
まあ,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,2,5,5
あぁ,5,1,1,1,1,1,1,4,4,1,1,3,1,1,1,5,5,5,5,5,5,1,1,1,4,1,1,1,1,4,4,5,1,1,5,5
・,5,1,1,1,1,1,1,4,1,1,1,5,1,1,1,1,1,1,5,1,5,1,1,1,1,1,5,1,1,4,1,5,1,1,5,1
日,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5
そして,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,2,1,5,5,5,1,5,5,5
目,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5
はっ,5,4,2,1,2,2,1,5,5,1,5,4,5,5,4,5,5,5,5,3,3,1,1,1,5,5,4,2,1,5,4,4,1,2,4,4
こっち,5,5,1,4,4,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,2,2,5,5,4,5,5,2,5,5
なさる,5,5,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,4,4,5,4,4,5,5,4,5,5,3,4,5
あいつ,5,5,2,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,3,2,5,5,5,5,5,2,4,4
として,5,1,1,1,5,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,1,1,1,5,5,1
ま,5,2,4,4,4,3,5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,4,3,5,3,1,5,5,5,5,5,5,4,5,5,5
さあ,5,4,1,1,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,1,5,5,5,2,1,5,5
やっぱり,5,1,2,1,5,4,5,5,5,1,1,5,1,1,1,5,5,5,5,4,4,5,1,5,5,5,1,2,1,5,5,5,1,2,5,5
どうして,5,1,1,1,4,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,3,3,1,5,1,1,1,2,4,1
何で,5,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,4,1,1,5,1,5,5,5,1,1,1,5,1,1,1,1,4,1
ええ,5,5,1,1,4,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,1,5,5,5,1,2,4,5
頑張る,5,5,1,1,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,1,1,5,1,2,5,5,2,2,5,5,5,4,5,2,5,5
しれる,5,5,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,5,5,5,3,3,5,5,5,5,5,3,5,5
ねぇ,5,1,1,1,1,3,1,4,4,1,1,4,1,1,1,5,5,4,5,5,5,1,1,1,4,1,1,1,1,4,5,4,1,2,5,5
そういう,5,1,1,1,1,1,3,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,4,5,5,4,4,1,5,1,1,1,2,5,1
なぁ,5,1,1,1,1,4,1,4,4,1,1,4,1,1,1,5,5,5,5,4,4,1,1,1,4,5,1,1,1,4,5,5,1,2,5,5
しかし,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,3,1,5,5,5,1,5,5,5
はぁ,5,1,1,1,1,1,1,4,4,1,1,3,1,1,1,5,5,5,5,4,3,1,1,1,5,5,1,1,1,4,4,4,1,1,4,4
たり,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,4,5,5,1,5,5,5,1,5,5,5
ごめん,5,5,1,4,3,3,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,2,1,4,5,5,2,2,5,5,4,5,5,2,4,4
もっと,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,5,5,5,3,5,5
家,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,4,5,5,5,5,5
なんです,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,1,1,1,5,1,1,1,1,5,1
相手,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5
俺たち,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,5,1,1,1,1,5,1,1,1,1,4,1
ダメ,5,1,2,1,1,1,5,5,5,1,1,4,1,1,1,5,5,5,5,5,5,1,1,3,5,5,1,1,1,5,5,5,1,3,5,5
くん,5,1,3,4,2,3,4,5,5,4,2,5,3,2,4,5,5,5,5,4,4,4,3,3,4,5,4,3,2,5,1,5,4,4,5,5
一緒に,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,4,3,3,1,5,1,1,1,1,5,1
バカ,5,1,3,1,1,1,1,5,5,1,1,4,1,1,1,5,5,5,5,5,5,1,2,1,5,5,1,1,1,5,4,4,1,3,4,4
おっ,5,5,2,1,2,3,1,5,5,1,5,3,5,5,1,5,5,5,5,4,4,1,1,1,5,1,3,2,1,5,3,4,1,1,4,5
うい,5,4,1,1,1,1,1,5,2,4,2,4,3,3,3,3,3,3,5,1,1,3,1,1,2,4,5,5,2,5,1,1,3,3,4,3
本当に,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,4,2,2,1,5,1,1,1,3,5,1
すいません,5,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,4,1,1,4,1,1,4,5,1,1,1,5,1,1,1,1,4,1
まさか,5,4,2,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,2,5,5,4,5,5,1,4,4
入れる,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,1,5,5,5,5,5,5,5,4,5,5
ちゃんと,5,5,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,2,5,5,5,5,5,2,5,5
お父さん,5,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,4,1,1,5,2,4,4,4,1,1,1,5,1,1,1,2,4,1
こそ,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,2,5,5,5,2,4,5,5
いつも,5,1,1,1,1,4,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,2,2,5,5,5,4,4,1,5,5,1,1,4,5,5
こいつ,5,5,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,2,2,5,5,5,5,5,1,5,5
おお,5,5,2,1,3,3,1,5,4,1,5,4,5,5,5,5,5,5,5,5,4,1,2,1,4,5,5,4,1,5,4,4,1,4,4,5
どういう,5,1,1,1,1,4,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,2,2,1,5,4,1,1,2,5,5
いける,5,2,2,1,1,5,5,5,5,4,2,5,2,2,3,5,5,5,5,1,1,1,1,5,3,1,4,4,2,5,5,5,3,3,5,5
オレ,5,2,2,1,1,3,1,5,5,1,1,4,1,1,1,5,5,4,5,5,5,1,2,1,3,5,1,1,1,5,5,5,1,3,3,4
どうぞ,5,5,1,1,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,1,1,4,5,5,3,2,4,5,4,4,5,1,4,5
つもり,5,5,3,1,5,4,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,3,3,5,5,4,5,5,3,4,4
なんで,5,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,1,1,1,1,5,1
何だ,5,3,1,1,1,2,5,5,2,4,2,4,2,2,3,2,2,2,4,1,1,3,1,5,5,5,3,3,1,5,1,2,1,1,3,1
お母さん,5,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,5,1,1,5,2,4,4,4,1,1,1,5,1,1,1,2,4,1
どんな,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,3,4,5,5,5,5,5,3,5,5
こちら,5,1,4,1,1,5,5,5,5,1,1,5,1,1,5,5,5,5,5,5,5,1,1,5,5,5,4,4,1,5,5,5,1,4,5,5
ずっと,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,5,5,4,5,5,3,5,5
す,5,3,4,4,4,4,5,5,5,3,4,5,4,3,4,4,4,4,5,5,5,3,3,5,5,1,5,5,4,5,4,5,3,4,5,5
ので,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,3,5,5,5,5,5,1,5,1,1,1,5,5,1
信じる,5,1,2,1,3,3,5,5,4,1,1,5,1,1,5,4,4,4,5,1,1,5,1,5,5,3,4,4,1,5,4,4,1,4,5,4
なあ,5,3,1,1,3,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,3,3,1,5,5,5,1,1,4,5
だが,5,1,1,1,5,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,5,5,1,1,1,5,1,1,1,4,3,1
め,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,1,5,5,5,5,5,4,5,4,4,4
これから,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,2,5,5,5,3,3,1,5,1,1,1,3,5,1
うわる,5,2,1,1,1,1,1,4,1,3,1,2,1,2,2,1,1,2,4,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,3,1
はあ,5,5,1,1,3,2,5,5,5,1,5,4,5,5,4,5,5,5,5,2,1,1,1,4,5,1,1,2,1,5,4,4,1,1,3,3
きっと,5,1,2,4,1,4,5,5,5,1,1,5,1,1,5,5,5,5,5,5,5,1,2,5,5,5,3,3,1,5,5,5,1,2,4,4
それで,5,1,1,1,4,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,3,5,5,1,2,1,1,5,1,1,1,2,5,1
らしい,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,5,5,5,5,5,5,5,5,5,5,4,5,5
さっき,5,5,1,3,4,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,2,2,5,5,4,5,5,1,5,5
がる,5,4,2,1,4,4,4,5,5,5,5,5,4,5,5,4,4,5,5,1,1,1,1,4,1,1,5,5,5,5,4,5,5,4,4,4
など,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,1,5,5,5
じゃん,5,5,1,1,3,3,5,5,5,4,5,3,5,5,3,5,5,5,5,4,5,1,1,4,5,5,2,2,1,5,1,4,2,2,5,5
私たち,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,4,1,1,1,5,5
っす,5,1,1,1,1,3,5,5,5,1,1,3,1,1,1,5,5,5,5,1,1,1,1,3,4,5,4,4,1,5,3,4,1,2,5,5
んで,5,1,1,1,2,2,5,5,3,1,1,5,1,1,1,4,4,4,5,1,1,1,1,5,4,5,4,4,1,5,1,3,1,2,5,4
ちる,5,2,1,1,3,3,4,5,2,4,3,5,4,3,4,3,3,2,5,1,1,3,1,4,2,4,5,5,4,5,4,2,4,5,4,2
痛い,5,5,1,1,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,5,1,5,5,4,3,3,5,5,4,5,5,2,5,5
ハッ,5,3,1,1,1,1,1,5,5,1,1,4,2,1,1,5,5,5,4,3,3,1,1,1,1,1,1,1,1,5,3,2,1,2,3,3
あんな,5,5,2,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,2,4,5,4,5,5,2,4,4
よろしく,5,5,1,1,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,1,4,5,5,2,2,5,5,5,4,5,2,5,5
負ける,5,4,2,1,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,5,1,4,5,1,4,4,5,5,4,4,5,3,4,5
あー,5,5,1,1,3,1,4,5,4,1,5,4,5,5,1,5,5,5,5,4,4,1,1,4,4,1,1,1,1,5,4,4,1,2,5,5
犯人,5,3,3,4,4,3,5,5,5,1,5,5,4,4,4,4,4,4,4,5,5,3,2,5,4,1,3,3,4,5,4,5,4,3,3,3
とこ,5,1,2,1,1,3,1,5,5,1,1,4,1,1,1,5,5,5,5,5,5,1,1,1,5,1,4,4,1,5,3,4,1,2,4,5
ママ,5,5,3,1,4,4,5,5,5,1,1,4,1,1,4,5,5,5,4,5,5,1,4,4,4,5,1,2,3,5,4,4,4,3,3,4
では,5,1,1,1,4,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,5,1,2,2,1,5,1,1,1,2,5,1
いつ,5,1,4,1,1,4,5,5,5,1,1,5,1,1,5,5,5,5,5,5,5,1,2,5,5,5,4,4,1,5,5,5,1,3,4,5
わぁ,5,1,1,1,1,1,1,4,3,1,1,2,1,1,1,4,4,4,4,3,3,1,1,1,1,1,1,1,1,4,3,3,1,1,4,4
ちまう,5,4,1,1,3,2,1,5,5,5,5,4,5,5,4,5,5,5,4,1,1,1,1,1,3,3,2,2,1,5,4,4,1,1,3,3
ホント,5,1,1,1,1,3,1,5,5,1,1,3,1,1,1,5,5,5,4,5,5,1,1,1,5,1,1,1,1,5,4,4,1,2,4,5
っていう,5,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,5,1,1,5,1,1,4,5,1,3,1,5,1,1,1,1,5,1
ほる,5,4,1,1,2,3,3,5,4,4,4,4,3,3,4,4,4,4,5,1,1,4,1,4,4,4,5,5,4,5,3,3,3,4,4,3
いただく,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,3,3,5,5,5,5,5,2,5,5
確かに,5,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,1,3,2,1,5,5,2,2,1,5,1,1,1,1,5,1
そ,5,2,3,3,3,3,1,5,5,1,2,5,2,2,3,5,5,5,5,5,5,2,2,3,4,1,5,5,2,5,4,5,2,3,4,5
皆さん,5,1,1,1,5,1,5,5,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,4,5,1,1,1,1,5,1,1,1,2,5,1
フッ,5,2,1,1,1,1,5,5,5,1,1,2,1,1,1,5,5,5,3,3,3,1,1,3,5,5,2,1,1,5,3,3,1,3,4,3
どうも,5,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,5,5,5,3,2,1,5,1,1,1,1,5,1
どうか,5,2,2,3,2,2,4,5,3,1,3,4,3,1,2,3,3,1,5,2,2,3,1,4,4,5,4,4,3,5,1,2,2,2,5,2
あッ,5,1,1,1,1,1,1,2,3,1,1,3,1,1,1,4,4,5,4,2,3,1,1,1,1,1,1,1,1,2,4,3,1,1,2,2
ちょ,5,1,2,4,2,2,5,5,4,3,2,3,2,3,3,5,5,5,5,3,3,3,4,4,5,5,4,4,1,5,4,4,1,3,5,5
だったら,5,1,1,1,2,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,5,5,1,1,1,5,1,1,1,1,5,1
おはよう,5,4,2,1,3,3,5,5,5,1,5,3,4,5,4,4,5,5,5,5,5,4,3,3,4,5,1,1,1,5,4,4,1,3,3,4
いえ,5,5,4,5,3,3,5,5,5,5,5,2,5,5,5,5,5,5,3,5,5,5,4,4,5,1,2,2,5,5,5,5,5,5,2,4
たって,5,5,1,1,4,3,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,1,1,4,5,1,3,3,1,5,4,4,1,1,4,4
我々,5,4,3,1,5,4,5,5,5,5,1,4,1,1,4,5,5,5,4,5,5,1,1,5,5,4,2,2,4,5,5,5,4,3,5,5
えッ,5,1,1,1,1,1,1,2,2,1,1,2,1,1,1,3,3,5,2,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
ごめんなさい,5,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,5,1,1,5,1,4,5,5,1,1,1,5,5,1,1,1,4,4
ぐらい,5,1,3,1,1,4,5,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,1,5,5,1,4,4,1,5,3,5,1,2,5,5
貴様,5,3,1,4,2,2,4,5,5,5,5,4,5,4,4,5,5,4,5,4,4,4,1,4,4,3,1,1,5,5,5,4,5,1,2,3
