word,hiragana,katakana,YOUTUBE_FREQ_V3_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
週刊,しゅうかん,シュウカン,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,4,3,2,1,3,3,3,2,2,2,3,3,2,4,3,3,2,1,1,2,4,1,2,2,1,2,1,3,2,3,2,2,1,1,1,1,2,1,3,2,3,3,3,2,4,3,3,3,2,2,1,3,4,2,4,3
トリガー,トリガー,トリガー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,3,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,4,3,4,2,3,3,3,3,3,3,2,2,1,3,2,2,2,2,3
けっ,けっ,ケッ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,3,3,4,4,2,1,1,1,2,1,1,1,1,4,1,3,3,4,4,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
被災者,ひさいしゃ,ヒサイシャ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
速報,そくほう,ソクホウ,3,3,3,2,3,4,3,3,3,2,3,4,3,3,3,2,2,1,1,2,3,2,3,3,3,1,3,1,1,3,3,1,1,2,2,3,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,3,2,2,2,2,2,2,2,4,2,3,1,1,4,2,3,3
康二,こうじ,コウジ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,3,1,1,1,1,1,4,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2
友田,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
皮脂,ひし,ヒシ,3,2,2,2,3,4,3,3,3,3,2,2,2,3,2,1,1,1,2,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
ふつう,ふつう,フツウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,2,2,5,4,5,5,5,2,2,5,2,2,2,3,5,2,5,2,2,5,5,2,3,5,4,2,4,2,2,2,4,5,5,5,4,5,5,5,5,5,5,5,2,4,3,3,5,2,2
退職,たいしょく,タイショク,3,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,3,2,3,4,4,3,3,3,3,3,2,2,3,2,2,2,1,3,3,4,2,3,2,1,2,1,3,2,2,3,3,2,2,1,1,2,1,4,3,4,4,3,3,3,4,3,4,2,3,1,3,4,2,4,2
ピッ,ぴっ,ピッ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,2,1,2,1,1,1,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3
日本酒,にほんしゅ,ニホンシュ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,1,3,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
朝ごはん,あさごはん,アサゴハン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,2,2,2,3,3,1,1,1,3,1,1,3,3,4,3,3,3,3,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3
ファンタジー,ファンタジー,ファンタジー,3,3,3,2,3,4,3,3,3,2,2,2,4,2,3,3,3,1,2,2,1,2,2,2,1,2,1,1,2,4,4,3,2,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,2,4,4
ファスナー,ファスナー,ファスナー,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,3,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,2
習,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,4,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
インチ,インチ,インチ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,1,1,1,3,3,1,2,2,1,3,1,1,3,1,1,1,1,4,3,3,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,3,2,4,4
車中,しゃちゅう,シャチュウ,3,3,3,3,3,4,3,3,4,2,3,3,2,2,3,1,1,3,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1
瑞稀,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一時期,いちじき,イチジキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,2,4,2,2,2,1,2,2,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3
何千,なんぜん,ナンゼン,3,4,4,4,3,4,3,3,3,4,3,4,3,4,3,2,1,4,1,3,3,2,2,1,1,1,1,1,3,1,1,1,1,4,4,1,1,1,3,3,3,1,3,3,3,3,3,3,3,2,3,1,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,2,1,1
融合,ゆうごう,ユウゴウ,3,2,2,3,3,4,3,3,3,3,2,2,3,3,2,4,4,3,2,3,3,2,3,3,3,2,4,2,2,4,4,2,2,3,3,3,3,1,2,3,3,1,2,3,2,2,3,2,3,2,3,3,1,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3
盾,たて,タテ,3,2,3,3,3,4,3,3,3,3,3,3,2,3,2,3,4,2,3,3,2,3,3,3,3,3,4,2,3,4,4,2,3,3,3,3,3,2,3,4,4,3,3,4,3,3,2,4,4,3,4,4,4,2,1,2,2,2,2,2,2,2,3,5,3,4,4,3,4,3,3
黒字,くろじ,クロジ,3,2,1,2,4,4,3,3,3,2,2,2,3,2,2,2,2,1,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2
効率化,こうりつか,コウリツカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
かえる,かえる,カエル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,2,5,3,4,5,4,5,5,5,4,4,4,3,2,2,3,5,1,3,5,5,5,5,5,5,5,3,5,2,5,3,3,4,5,5,5,4,4,5,5,4,4,5,5,3,3,4,2,5,2,2
ばか,ばか,バカ,3,2,1,3,3,4,3,3,3,2,2,3,2,2,2,2,4,5,4,4,4,5,3,3,5,4,5,5,5,5,5,4,4,4,4,3,5,1,5,3,3,3,3,3,4,4,2,3,4,4,3,4,1,4,3,4,5,4,3,5,4,4,5,5,3,4,4,3,2,2,2
内村,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
分担,ぶんたん,ブンタン,3,3,3,4,4,4,3,3,3,2,4,2,4,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,2,3
陰,かげ,カゲ,3,2,2,2,3,4,4,3,3,3,2,2,2,2,3,3,3,4,4,4,3,2,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,1,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3
ストア,ストア,ストア,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,3,1,1,1,3,4,1,1,2,1,2,1,1,2,2,2,2,1,2,2,3,1,3,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,3,2,4,3,3,3,3,3,3,3,1,1,1,2,3,2,2,2
好評,こうひょう,コウヒョウ,3,3,3,4,4,4,3,3,3,3,3,3,4,2,4,3,3,2,3,3,4,2,2,2,2,2,2,3,2,2,2,3,2,1,1,3,3,1,2,2,2,1,3,3,4,2,3,2,3,2,2,2,1,3,2,3,3,3,2,3,4,3,4,3,2,1,2,3,3,3,3
復帰,ふっき,フッキ,3,3,3,3,3,4,3,3,4,3,3,2,3,2,3,5,3,2,2,4,4,3,4,4,4,2,3,3,3,3,3,3,3,4,4,4,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3
尻尾,しっぽ,シッポ,3,3,3,4,3,4,4,3,4,3,4,3,2,4,3,2,3,4,3,3,2,3,3,4,4,3,5,3,4,5,5,3,4,3,3,2,5,1,3,3,3,3,3,3,3,3,2,4,3,3,3,4,4,3,2,4,3,3,4,3,3,3,3,4,3,3,4,3,4,2,3
アホ,アホ,アホ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,3,1,1,1,4,4,4,4,4,4,3,1,1,1,4,4,1,4,4,4,4,2,3,3,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,2,3
題する,だいする,ダイスル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,2,2,1,2,2,1,2,3,1,1,1,1,2,1,4,4,2,4,4,3,3,3,3,3,1,2,1,2,1,2,2,1
アーム,アーム,アーム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,3,1,2,1,1,2,2,2,3,2,3,3,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,3,3
あてる,あてる,アテル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,4,4,4,2,2,4,4,4,4,5,2,2,2,3,1,1,2,5,1,5,2,2,3,2,3,3,2,4,3,3,4,2,2,4,4,4,4,4,4,4,4,4,5,4,5,2,3,4,3,5,2,3
七海,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,2,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,2,2
停まる,とまる,トマル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,4,1,1,1,2,2,2,3,1,1,1,1,1,3,2,2,1,2,2,2,2,2,3,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2
恨み,うらみ,ウラミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,3,2,1,4,4,4,3,4,3,4,4,4,3,3,3,3,2,2,1,1,4,4,1,4,4,3,4,3,3,4,3,4,3,2,2,3,2,2,2,2,2,2,2,2,4,4,3,3,3,4,2,3
引き起こす,ひきおこす,ヒキオコス,3,2,1,2,3,4,3,3,3,2,2,2,2,2,2,3,3,1,4,4,4,3,3,3,3,3,3,2,3,3,3,2,3,1,1,3,3,1,3,3,3,4,3,3,3,3,4,3,4,3,4,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2
譲る,ゆずる,ユズル,3,3,3,3,3,4,3,3,3,4,3,2,2,4,2,2,4,1,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,1,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,2,4,3,3
プレー,プレー,プレー,3,3,3,4,3,4,3,4,3,2,3,3,4,3,3,5,3,1,3,4,4,2,4,4,1,2,1,1,3,4,4,3,2,3,3,4,1,1,2,3,3,1,3,2,3,2,2,1,2,2,1,4,4,4,2,4,4,3,3,3,3,4,5,4,4,1,2,3,4,4,2
財務,ざいむ,ザイム,3,2,2,3,3,4,3,3,4,2,3,2,3,3,2,4,2,1,2,4,3,2,2,3,3,1,1,1,2,1,1,1,2,3,3,3,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,3,3,2,1,2,3,1,3,3
ジャーン,じゃーん,ジャーン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,3,1,2,3,1,2,2,3,1,2,2,1,2,1,2,3,3,1,4,2,2,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
石炭,せきたん,セキタン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,1,3,2,2,1,1,2,2,3,2,3,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3
ボイス,ボイス,ボイス,3,2,2,2,3,4,3,3,3,2,3,3,3,3,2,3,2,1,2,2,3,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,1,1,2,2,2,1,2,3,4,4,2,4,3,4,3,3,3,3,2,2,3,2,3,2,3,4
今夜,こんや,コンヤ,3,2,2,3,3,4,3,3,3,2,3,3,2,2,2,2,4,5,4,4,3,5,5,5,5,4,4,4,5,4,4,4,4,5,5,3,4,2,4,4,4,4,5,5,4,5,3,4,4,4,4,4,2,2,1,2,2,2,3,2,2,2,4,4,5,1,4,4,4,3,3
中島,なかじま,ナカジマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,4,3,1,1,3,1,1,2,2,2,3,1,1,1,3,1,4,3,1,2,1,2,1,2,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,4,2
オイ,オイ,オイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,4,1,4,4,1,1,1,1,2,3,1,2,3,4,3,1,2,3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
那覇,なは,ナハ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2
ムズイ,むずい,ムズイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
アーク,アーク,アーク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,2,3,1,2,1,1,2,2,2,2,1,3,2,2,1,3,2,2,2,1,1,1,1,2,1,1,2,1,2,2,3,3,4,2,3,3,3,3,3,3,2,3,2,1,2,2,1,3,2
ツヤ感,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
半ば,なかば,ナカバ,3,3,2,2,4,4,3,3,3,3,3,3,4,3,2,4,2,1,3,4,3,3,2,3,3,4,2,3,4,2,2,3,4,2,2,3,3,1,4,2,2,1,3,3,3,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,3,3,3,4,2,3,4,3,4,4,3
カップル,カップル,カップル,3,3,3,2,3,4,4,3,3,3,3,2,3,3,3,3,3,1,3,3,4,3,4,4,1,3,1,1,3,2,2,4,4,4,4,3,4,1,3,3,3,1,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3
最先端,さいせんたん,サイセンタン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,3,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3
震災,しんさい,シンサイ,3,4,4,3,3,4,3,3,3,4,4,3,3,3,4,4,2,3,2,4,3,2,1,2,2,2,2,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,4,3,4,5,3,4,3,3,3,4,1,1,1,3,3,2,3,3
ジム,ジム,ジム,3,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,1,3,3,4,1,4,4,1,3,1,1,2,2,2,4,1,5,4,3,1,5,1,2,3,1,3,2,3,3,3,2,3,1,1,4,3,3,2,4,3,3,3,3,3,3,3,2,4,1,3,4,2,4,3
マラソン,マラソン,マラソン,3,3,3,2,3,4,3,3,3,4,3,3,2,3,3,4,2,1,2,3,4,2,2,3,1,2,1,1,2,2,2,3,2,2,2,3,2,3,2,2,2,1,2,2,2,2,3,2,2,2,1,2,3,4,2,4,4,3,3,3,3,3,4,2,2,1,2,3,2,4,3
取組み,とりくみ,トリクミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ダイヤ,ダイヤ,ダイヤ,3,2,1,4,3,4,3,3,3,2,2,4,2,2,2,4,4,1,2,3,3,3,3,3,1,3,1,1,3,3,3,4,2,4,4,2,1,3,3,3,3,1,3,2,2,3,2,2,3,2,1,3,4,3,2,3,3,3,3,3,3,3,3,2,3,1,2,4,2,4,2
打ち合わせ,うちあわせ,ウチアワセ,3,4,3,4,5,4,3,3,3,4,3,3,5,4,4,2,3,1,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,1,4,4,3,4,3,3,2,3,3,3,1,3,2,4,3,4,4,4,3,5,3,3,3,1,3,2,3,2,3
マッチング,マッチング,マッチング,3,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,4,4,2,4,4,3,4,4,4,2,1,1,1,1,2,1,1,3
金具,かなぐ,カナグ,3,2,2,3,3,4,3,3,3,2,2,3,2,2,2,2,1,3,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,3
ペンタクル,ぺんたくる,ペンタクル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ストーブ,ストーブ,ストーブ,3,4,4,4,3,4,4,5,4,3,3,4,4,3,4,2,2,1,2,3,3,2,2,2,1,3,1,1,3,1,1,3,1,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,1,1,2,3,3,2,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,3
偏見,へんけん,ヘンケン,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,2,3,3,3,2,1,2,2,2,1,3,3,3,2,3,3,2,3,3,2,1,3,3,3,3,3,3,4,4,3,3,3,3,1,2,3,3,2,3
服装,ふくそう,フクソウ,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,3,4,4,3,4,3,3,3,3,4,2,3,4,2,2,3,3,3,3,3,3,2,4,3,3,1,3,4,3,3,4,4,3,4,3,3,1,3,2,3,3,3,2,4,3,3,3,4,3,3,4,3,4,3,3
旨い,うまい,ウマイ,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,2,5,2,5,3,5,5,5,2,2,2,2,1,1,2,2,1,3,5,2,5,2,2,2,2,2,2,2,2,2,3,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,2,5,3,3
曲線,きょくせん,キョクセン,3,2,2,2,3,4,3,3,3,3,2,2,3,3,2,3,1,3,3,3,2,1,2,2,2,2,1,2,3,1,1,2,2,2,2,3,3,1,2,1,2,3,1,2,1,1,3,3,2,3,2,2,1,4,4,3,4,4,3,4,4,4,3,2,2,1,3,2,3,3,3
予備,よび,ヨビ,3,4,3,4,5,4,4,5,3,4,4,3,4,4,4,4,3,3,2,4,3,2,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,1,3,3,3,1,2,3,3,2,3,3,3,3,3,3,1,4,4,4,4,5,3,4,4,4,3,4,3,1,3,3,3,4,3
進展,しんてん,シンテン,3,2,2,3,3,4,3,3,3,2,3,2,3,2,2,3,2,3,4,4,3,3,3,3,3,2,2,3,3,2,2,3,3,4,4,3,2,1,2,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3
やっ,やっ,ヤッ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,2,2,1,4,4,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,1,1,1
ポット,ポット,ポット,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,2,1,2,3,3,1,2,2,1,2,1,1,3,2,2,2,2,3,3,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,4,3,2,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3
ハ,ハ,ハ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,4,4,3,1,3,1,4,2,1,2,1,2,2,1,1,2,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,5,4,3,1,3,1
アボカド,アボカド,アボカド,3,4,4,3,3,4,3,3,3,4,4,4,3,4,4,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1
大塚,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,3,2,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4,4
擦る,する,スル,3,4,3,4,5,4,3,5,3,3,3,4,4,4,3,5,5,1,3,3,2,5,2,5,2,3,2,2,5,5,2,5,4,5,5,5,5,4,5,5,5,5,5,3,2,2,5,3,2,4,4,2,5,3,2,3,3,3,3,4,3,3,3,4,2,5,4,5,4,2,3
切り取る,きりとる,キリトル,3,2,3,3,3,4,3,3,3,3,3,2,2,3,2,1,2,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,1,2,2,2,1,3,3,2,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,3,1,3,2,3
ディズニーランド,ディズニーランド,ディズニーランド,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,4
学問,がくもん,ガクモン,3,2,2,2,3,4,4,3,3,2,3,2,2,2,2,3,3,4,4,4,3,3,2,2,2,4,2,2,4,2,2,2,2,2,2,4,1,2,3,2,2,1,3,2,2,3,4,2,3,2,2,2,1,4,4,4,3,3,4,4,3,3,3,2,2,1,3,3,2,3,3
